"GeographyCode","QS418EW0001","QS418EW0002","QS418EW0003"
"E00004229",213,212,1
"E00004230",134,134,0
"E00004231",154,153,1
"E00004232",133,131,2
"E00004233",130,129,1
"E00004234",133,132,1
"E00004235",172,171,1
"E00004236",157,156,1
"E00004237",128,127,1
"E00004238",140,140,0
"E00004239",114,114,0
"E00004240",138,137,1
"E00004241",147,146,1
"E00004242",84,83,1
"E00004243",112,110,2
"E00004244",100,100,0
"E00004245",162,161,1
"E00004246",124,123,1
"E00004247",161,160,1
"E00004248",209,209,0
"E00004249",121,121,0
"E00004250",127,127,0
"E00004251",104,104,0
"E00004252",114,112,2
"E00004253",133,132,1
"E00004254",119,119,0
"E00004255",125,123,2
"E00004256",155,155,0
"E00004257",115,114,1
"E00004258",118,118,0
"E00004259",105,105,0
"E00004260",137,137,0
"E00004261",113,112,1
"E00004262",114,114,0
"E00004263",123,123,0
"E00004264",174,173,1
"E00004265",118,118,0
"E00004266",158,158,0
"E00004268",144,144,0
"E00004269",121,121,0
"E00004270",198,196,2
"E00004271",146,145,1
"E00004272",115,114,1
"E00004273",160,159,1
"E00004274",130,130,0
"E00004275",97,93,4
"E00004276",122,122,0
"E00004277",131,129,2
"E00004278",104,104,0
"E00004279",139,136,3
"E00004280",115,114,1
"E00004281",120,120,0
"E00004282",147,144,3
"E00004283",141,140,1
"E00004284",134,132,2
"E00004285",131,127,4
"E00004286",141,136,5
"E00004287",114,114,0
"E00004288",166,165,1
"E00004289",113,111,2
"E00004290",158,154,4
"E00004291",138,138,0
"E00004292",118,116,2
"E00004293",120,120,0
"E00004294",121,121,0
"E00004295",208,207,1
"E00004296",138,138,0
"E00004297",154,152,2
"E00004298",103,102,1
"E00004299",137,137,0
"E00004300",121,118,3
"E00004301",238,231,7
"E00004302",122,116,6
"E00004303",116,116,0
"E00004304",172,168,4
"E00004305",140,139,1
"E00004306",140,137,3
"E00004307",152,150,2
"E00004308",123,121,2
"E00004309",112,110,2
"E00004310",130,130,0
"E00004311",102,102,0
"E00004312",139,133,6
"E00004313",135,135,0
"E00004314",139,134,5
"E00004315",162,162,0
"E00004316",107,105,2
"E00004317",165,165,0
"E00004318",126,126,0
"E00004319",133,132,1
"E00004320",115,115,0
"E00004321",132,132,0
"E00004322",126,126,0
"E00004323",104,104,0
"E00004324",128,127,1
"E00004325",115,115,0
"E00004326",104,103,1
"E00004327",146,146,0
"E00004328",97,95,2
"E00004329",137,137,0
"E00004330",144,142,2
"E00004331",120,119,1
"E00004332",78,77,1
"E00004333",132,130,2
"E00004334",94,93,1
"E00004335",136,133,3
"E00004336",183,182,1
"E00004337",122,122,0
"E00004338",116,116,0
"E00004339",119,119,0
"E00004340",107,105,2
"E00004341",97,94,3
"E00004342",97,96,1
"E00004343",119,118,1
"E00004344",119,117,2
"E00004345",129,129,0
"E00004346",103,103,0
"E00004347",96,95,1
"E00004348",129,126,3
"E00004349",128,127,1
"E00004350",139,139,0
"E00004351",146,146,0
"E00004352",131,131,0
"E00004353",144,143,1
"E00004354",114,114,0
"E00004355",129,129,0
"E00004356",129,129,0
"E00004357",132,132,0
"E00004358",123,123,0
"E00004359",131,131,0
"E00004360",129,129,0
"E00004361",108,107,1
"E00004362",128,128,0
"E00004363",155,154,1
"E00004364",226,225,1
"E00004365",149,149,0
"E00004366",163,162,1
"E00004367",147,146,1
"E00004368",179,177,2
"E00004369",125,125,0
"E00004370",118,118,0
"E00004371",103,103,0
"E00004372",109,109,0
"E00004373",146,145,1
"E00004374",97,97,0
"E00004375",119,118,1
"E00004376",175,174,1
"E00004377",97,97,0
"E00004378",143,143,0
"E00004379",139,138,1
"E00004380",155,155,0
"E00004381",117,116,1
"E00004382",115,111,4
"E00004383",98,97,1
"E00004384",112,110,2
"E00004385",91,89,2
"E00004386",100,99,1
"E00004387",92,92,0
"E00004388",101,101,0
"E00004389",109,107,2
"E00004390",117,117,0
"E00004391",131,130,1
"E00004392",97,97,0
"E00004393",116,116,0
"E00004394",99,99,0
"E00004395",127,125,2
"E00004396",127,126,1
"E00004397",107,107,0
"E00004398",96,94,2
"E00004399",133,133,0
"E00004400",175,172,3
"E00004401",129,128,1
"E00004402",137,137,0
"E00004403",130,130,0
"E00004404",125,125,0
"E00004405",149,149,0
"E00004406",131,131,0
"E00004407",126,126,0
"E00004408",113,113,0
"E00004409",113,112,1
"E00004410",123,123,0
"E00004411",116,112,4
"E00004412",125,121,4
"E00004413",112,112,0
"E00004414",125,123,2
"E00004415",146,146,0
"E00004416",114,110,4
"E00004417",132,131,1
"E00004418",121,119,2
"E00004419",130,129,1
"E00004420",115,114,1
"E00004421",139,139,0
"E00004422",108,108,0
"E00004423",126,124,2
"E00004424",122,121,1
"E00004425",144,143,1
"E00004426",144,142,2
"E00004427",123,122,1
"E00004428",142,142,0
"E00004429",132,131,1
"E00004430",124,121,3
"E00004431",114,114,0
"E00004432",143,142,1
"E00004433",148,148,0
"E00004435",123,123,0
"E00004436",147,143,4
"E00004437",104,103,1
"E00004438",105,102,3
"E00004439",117,117,0
"E00004440",118,118,0
"E00004441",118,118,0
"E00004442",114,114,0
"E00004444",153,151,2
"E00004445",106,105,1
"E00004446",120,120,0
"E00004447",79,79,0
"E00004448",143,143,0
"E00004450",178,177,1
"E00004451",118,117,1
"E00004452",151,151,0
"E00004453",146,146,0
"E00004454",189,188,1
"E00004455",125,125,0
"E00004456",125,125,0
"E00004457",123,123,0
"E00004458",186,185,1
"E00004459",160,160,0
"E00004460",102,102,0
"E00004461",124,122,2
"E00004462",113,112,1
"E00004463",144,143,1
"E00004464",88,87,1
"E00004465",170,170,0
"E00004466",130,130,0
"E00004467",135,135,0
"E00004468",142,141,1
"E00004469",128,127,1
"E00004470",141,139,2
"E00004471",127,127,0
"E00004472",157,157,0
"E00004473",129,129,0
"E00004474",146,146,0
"E00004475",125,125,0
"E00004476",134,134,0
"E00004477",173,173,0
"E00004478",233,233,0
"E00004479",148,148,0
"E00004480",122,122,0
"E00004481",135,135,0
"E00004482",120,119,1
"E00004483",117,116,1
"E00004484",117,117,0
"E00004485",125,125,0
"E00004486",117,116,1
"E00004487",114,114,0
"E00004488",82,82,0
"E00004489",120,119,1
"E00004490",96,95,1
"E00004491",150,150,0
"E00004492",159,159,0
"E00004493",113,111,2
"E00004494",200,197,3
"E00004495",133,133,0
"E00004496",158,158,0
"E00004497",119,119,0
"E00004498",146,146,0
"E00004499",148,148,0
"E00004500",132,131,1
"E00004501",97,97,0
"E00004502",120,120,0
"E00004503",125,124,1
"E00004504",117,117,0
"E00004505",124,124,0
"E00004506",133,133,0
"E00004507",105,105,0
"E00004508",154,154,0
"E00004509",127,127,0
"E00004510",131,131,0
"E00004511",146,145,1
"E00004512",124,124,0
"E00004513",101,99,2
"E00004514",124,124,0
"E00004515",118,116,2
"E00004516",140,140,0
"E00004517",110,110,0
"E00004518",118,117,1
"E00004519",113,113,0
"E00004520",144,144,0
"E00004521",138,138,0
"E00004522",140,139,1
"E00004523",261,261,0
"E00004524",273,273,0
"E00004525",123,122,1
"E00004526",132,132,0
"E00004527",108,107,1
"E00004528",173,169,4
"E00004529",227,224,3
"E00004530",150,150,0
"E00004531",123,123,0
"E00004532",170,167,3
"E00004534",113,112,1
"E00004535",138,137,1
"E00004536",147,146,1
"E00004537",88,88,0
"E00004538",113,113,0
"E00004539",79,78,1
"E00004540",155,153,2
"E00004541",112,111,1
"E00004542",187,187,0
"E00004543",127,127,0
"E00004544",96,95,1
"E00004545",198,197,1
"E00004546",152,152,0
"E00004547",177,176,1
"E00004548",136,134,2
"E00004549",122,121,1
"E00004550",152,151,1
"E00004551",226,226,0
"E00004552",126,125,1
"E00004553",121,121,0
"E00004554",248,248,0
"E00004555",130,130,0
"E00004556",152,151,1
"E00004557",127,127,0
"E00004558",167,166,1
"E00004559",164,162,2
"E00004560",131,131,0
"E00004561",131,130,1
"E00004562",124,124,0
"E00004563",197,197,0
"E00004564",122,122,0
"E00004565",144,143,1
"E00004566",139,138,1
"E00004567",129,129,0
"E00004568",161,159,2
"E00004569",163,162,1
"E00004570",135,135,0
"E00004571",153,152,1
"E00004572",162,162,0
"E00004573",151,150,1
"E00004574",146,146,0
"E00004575",193,192,1
"E00004576",141,141,0
"E00004577",128,128,0
"E00004578",155,154,1
"E00004579",105,105,0
"E00004580",154,154,0
"E00004581",103,103,0
"E00004582",114,112,2
"E00004583",143,142,1
"E00004584",168,165,3
"E00004585",137,137,0
"E00004586",112,110,2
"E00004587",123,123,0
"E00004588",151,150,1
"E00004589",118,115,3
"E00004590",101,101,0
"E00004591",98,94,4
"E00004592",98,96,2
"E00004593",226,222,4
"E00004594",125,125,0
"E00004595",104,104,0
"E00004596",111,111,0
"E00004597",208,207,1
"E00004598",102,101,1
"E00004599",172,172,0
"E00004600",125,125,0
"E00004601",115,113,2
"E00004602",118,118,0
"E00004603",133,132,1
"E00004604",140,138,2
"E00004605",116,116,0
"E00004606",179,179,0
"E00004607",133,133,0
"E00004608",137,137,0
"E00004609",310,309,1
"E00004610",142,142,0
"E00004611",159,159,0
"E00004612",141,139,2
"E00004613",123,122,1
"E00004614",229,229,0
"E00004615",103,101,2
"E00004616",134,134,0
"E00004617",109,107,2
"E00004618",128,128,0
"E00004619",127,127,0
"E00004620",135,132,3
"E00004621",129,126,3
"E00004622",204,202,2
"E00004623",145,141,4
"E00004624",123,122,1
"E00004625",182,182,0
"E00004626",212,211,1
"E00004627",100,99,1
"E00004628",92,92,0
"E00004629",92,86,6
"E00004630",92,89,3
"E00004631",126,125,1
"E00004632",96,96,0
"E00004633",101,100,1
"E00004634",149,148,1
"E00004635",125,125,0
"E00004636",113,113,0
"E00004637",120,119,1
"E00004638",140,134,6
"E00004639",97,97,0
"E00004640",147,147,0
"E00004641",125,125,0
"E00004642",131,131,0
"E00004643",183,180,3
"E00004644",132,131,1
"E00004645",122,122,0
"E00004646",112,112,0
"E00004647",169,167,2
"E00004649",136,135,1
"E00004650",237,234,3
"E00004651",118,118,0
"E00004652",146,146,0
"E00004653",130,130,0
"E00004654",106,105,1
"E00004655",121,119,2
"E00004656",181,179,2
"E00004658",113,112,1
"E00004659",166,164,2
"E00004660",130,130,0
"E00004661",133,133,0
"E00004662",150,150,0
"E00004663",119,119,0
"E00004664",149,148,1
"E00004665",119,119,0
"E00004666",203,203,0
"E00004667",140,140,0
"E00004668",85,85,0
"E00004669",105,104,1
"E00004670",109,109,0
"E00004671",171,170,1
"E00004672",136,136,0
"E00004673",126,126,0
"E00004674",100,98,2
"E00004675",105,104,1
"E00004676",132,132,0
"E00004677",114,112,2
"E00004678",128,126,2
"E00004679",102,102,0
"E00004680",145,145,0
"E00004681",135,133,2
"E00004682",64,64,0
"E00004683",68,67,1
"E00004684",131,130,1
"E00004685",122,121,1
"E00004686",127,127,0
"E00004687",139,139,0
"E00004688",177,177,0
"E00004689",117,117,0
"E00004690",114,114,0
"E00004691",153,153,0
"E00004692",142,142,0
"E00004693",149,149,0
"E00004694",112,112,0
"E00004695",162,160,2
"E00004696",127,127,0
"E00004697",138,138,0
"E00004699",70,70,0
"E00004700",112,112,0
"E00004701",195,195,0
"E00004702",126,125,1
"E00004703",157,157,0
"E00004704",171,169,2
"E00004705",165,164,1
"E00004706",210,207,3
"E00004707",246,242,4
"E00004708",120,116,4
"E00004709",153,149,4
"E00004710",131,130,1
"E00004711",150,148,2
"E00004712",172,172,0
"E00004713",93,92,1
"E00004714",190,189,1
"E00004715",150,149,1
"E00004716",126,125,1
"E00004717",71,70,1
"E00004718",119,118,1
"E00004719",180,179,1
"E00004720",121,121,0
"E00004721",134,133,1
"E00004722",108,108,0
"E00004723",115,114,1
"E00004724",130,128,2
"E00004725",127,127,0
"E00004726",119,118,1
"E00004727",122,120,2
"E00004728",205,205,0
"E00004729",102,102,0
"E00004730",78,78,0
"E00004731",175,175,0
"E00004732",125,125,0
"E00004733",135,135,0
"E00004734",112,112,0
"E00004735",136,136,0
"E00004736",133,133,0
"E00004738",116,116,0
"E00004739",136,136,0
"E00004740",101,101,0
"E00004741",135,134,1
"E00004742",187,187,0
"E00004743",136,136,0
"E00004744",127,127,0
"E00004745",125,124,1
"E00004746",151,150,1
"E00004747",131,130,1
"E00004748",153,153,0
"E00004749",178,176,2
"E00004750",146,146,0
"E00004751",147,147,0
"E00004752",130,130,0
"E00004753",125,123,2
"E00004754",136,136,0
"E00004755",111,111,0
"E00004756",116,116,0
"E00004757",117,117,0
"E00004758",76,75,1
"E00004759",104,103,1
"E00004760",105,105,0
"E00004761",136,136,0
"E00004762",133,132,1
"E00004763",110,109,1
"E00004764",93,93,0
"E00004765",99,98,1
"E00004766",128,128,0
"E00004767",141,140,1
"E00004768",102,102,0
"E00004769",126,121,5
"E00004770",96,96,0
"E00004771",132,132,0
"E00004772",131,131,0
"E00004773",143,143,0
"E00004774",110,110,0
"E00004775",118,118,0
"E00004776",140,140,0
"E00004777",116,116,0
"E00004778",138,137,1
"E00004779",167,167,0
"E00004780",151,151,0
"E00004781",136,135,1
"E00004782",128,128,0
"E00004783",139,139,0
"E00004784",145,145,0
"E00004785",121,120,1
"E00004786",111,110,1
"E00004787",144,143,1
"E00004788",119,117,2
"E00004789",66,65,1
"E00004790",128,127,1
"E00004791",109,109,0
"E00004792",119,119,0
"E00004793",118,116,2
"E00004794",207,207,0
"E00004795",101,101,0
"E00004796",127,125,2
"E00004797",139,136,3
"E00004798",114,113,1
"E00004799",140,139,1
"E00004801",133,132,1
"E00004802",111,108,3
"E00004803",84,84,0
"E00004804",105,103,2
"E00004805",95,94,1
"E00004806",112,110,2
"E00004807",111,111,0
"E00004808",109,109,0
"E00004809",119,119,0
"E00004810",133,133,0
"E00004811",124,123,1
"E00004812",162,162,0
"E00004813",169,167,2
"E00004814",128,128,0
"E00004815",227,220,7
"E00004816",112,105,7
"E00004817",112,111,1
"E00004818",118,111,7
"E00004819",129,127,2
"E00004820",135,134,1
"E00004821",103,101,2
"E00004822",132,130,2
"E00004823",186,186,0
"E00004824",95,88,7
"E00004825",93,89,4
"E00004826",117,116,1
"E00004827",168,167,1
"E00004828",137,137,0
"E00004829",90,87,3
"E00004830",121,116,5
"E00004831",117,116,1
"E00004832",156,156,0
"E00004833",149,146,3
"E00004834",184,182,2
"E00004835",174,173,1
"E00004836",168,166,2
"E00004837",206,205,1
"E00004838",129,128,1
"E00004839",173,170,3
"E00004840",115,114,1
"E00004841",135,135,0
"E00004842",111,108,3
"E00004843",112,112,0
"E00004844",138,137,1
"E00004845",135,135,0
"E00004846",134,133,1
"E00004847",143,143,0
"E00004848",166,166,0
"E00004849",141,141,0
"E00004850",205,205,0
"E00004851",98,98,0
"E00004852",139,137,2
"E00004853",150,147,3
"E00174649",111,111,0
"E00174650",107,107,0
"E00174651",95,93,2
"E00174652",91,91,0
"E00174653",108,108,0
"E00174654",95,94,1
"E00174655",172,171,1
"E00174656",117,117,0
"E00174657",101,101,0
"E00174658",74,73,1
"E00174659",167,166,1
"E00174660",51,51,0
"E00174661",84,84,0
"E00174662",30,24,6
"E00174663",66,59,7
"E00174664",69,56,13
"E00174665",109,108,1
"E00174666",80,80,0
"E00174667",90,89,1
"E00174668",110,110,0
"E00174669",122,121,1
"E00174670",110,110,0
"E00174671",101,101,0
"E00174672",137,136,1
"E00174673",93,93,0
"E00174674",92,91,1
"E00174675",125,125,0
"E00174676",166,165,1
"E00174677",193,193,0
"E00174678",119,119,0
"E00174679",33,32,1
"E00174680",89,88,1
