"GeographyCode","QS403EW0001","QS403EW0002","QS403EW0003","QS403EW0004","QS403EW0005","QS403EW0006","QS403EW0007","QS403EW0008","QS403EW0009","QS403EW0010","QS403EW0011","QS403EW0012","QS403EW0013","QS403EW0014"
"E00004230",283,70,15,55,1,141,128,13,71,65,0,6,0,0
"E00004231",328,215,120,95,4,11,5,6,97,93,0,4,0,1
"E00004232",202,69,56,13,0,98,3,95,31,30,0,1,0,4
"E00004233",231,78,53,25,2,89,8,81,57,54,0,3,0,5
"E00004234",242,125,66,59,0,5,5,0,110,105,2,3,0,2
"E00004235",326,44,20,24,15,149,5,144,111,109,2,0,0,7
"E00004236",329,56,36,20,0,123,89,34,149,138,0,9,2,1
"E00004237",267,51,21,30,0,130,113,17,82,80,0,0,2,4
"E00004238",290,170,92,78,0,36,36,0,80,75,0,5,0,4
"E00004239",215,36,19,17,0,156,11,145,22,18,0,0,4,1
"E00004240",329,62,34,28,6,118,78,40,135,125,0,9,1,8
"E00004241",295,206,115,91,0,12,6,6,67,63,0,4,0,10
"E00004242",176,57,37,20,2,30,17,13,82,44,30,2,6,5
"E00004243",290,217,125,92,0,5,0,5,67,65,0,2,0,1
"E00004244",292,67,19,48,1,216,216,0,1,1,0,0,0,7
"E00004245",317,81,31,50,0,179,141,38,52,51,0,1,0,5
"E00004246",264,96,27,69,1,89,57,32,74,69,0,0,5,4
"E00004247",314,126,64,62,2,110,30,80,70,67,0,3,0,6
"E00004248",446,118,64,54,2,223,138,85,100,91,0,7,2,3
"E00004249",226,105,44,61,0,40,32,8,80,70,0,10,0,1
"E00004250",271,128,49,79,0,43,7,36,96,96,0,0,0,4
"E00004251",231,152,84,68,0,38,29,9,40,34,0,6,0,1
"E00004252",252,120,80,40,0,71,40,31,60,52,0,8,0,1
"E00004253",296,79,24,55,1,118,114,4,96,96,0,0,0,2
"E00004254",315,29,6,23,7,255,180,75,22,19,0,3,0,2
"E00004255",282,98,44,54,0,90,52,38,91,89,0,2,0,3
"E00004256",361,74,20,54,2,184,159,25,94,60,4,0,30,7
"E00004257",264,86,41,45,4,71,48,23,102,100,0,2,0,1
"E00004258",236,54,18,36,2,45,25,20,135,134,0,1,0,0
"E00004259",328,30,16,14,1,255,215,40,37,33,0,3,1,5
"E00004260",220,13,7,6,0,195,195,0,12,12,0,0,0,0
"E00004261",275,36,20,16,1,142,107,35,96,93,0,3,0,0
"E00004262",281,25,7,18,0,245,233,12,11,11,0,0,0,0
"E00004263",385,49,14,35,0,278,278,0,51,50,0,1,0,7
"E00004264",348,83,20,63,10,58,12,46,197,187,0,6,4,0
"E00004265",234,35,5,30,0,130,130,0,69,69,0,0,0,0
"E00004266",345,90,29,61,5,202,182,20,45,42,0,3,0,3
"E00004268",319,49,11,38,0,205,156,49,59,57,2,0,0,6
"E00004269",231,50,9,41,7,111,105,6,61,61,0,0,0,2
"E00004270",448,88,36,52,2,134,114,20,223,204,0,19,0,1
"E00004271",328,86,38,48,0,94,68,26,144,139,0,4,1,4
"E00004272",273,175,93,82,0,63,56,7,35,31,0,4,0,0
"E00004273",364,205,101,104,0,28,25,3,127,119,0,6,2,4
"E00004274",291,148,56,92,0,72,53,19,67,59,4,3,1,4
"E00004275",199,73,25,48,0,48,33,15,78,76,0,1,1,0
"E00004276",274,92,34,58,6,114,93,21,59,54,0,5,0,3
"E00004277",259,112,67,45,0,65,31,34,81,70,2,7,2,1
"E00004278",218,63,33,30,0,60,44,16,90,89,0,1,0,5
"E00004279",290,75,17,58,0,141,42,99,69,63,0,6,0,5
"E00004280",211,91,46,45,0,67,25,42,51,44,2,5,0,2
"E00004281",251,104,50,54,0,56,36,20,88,80,0,8,0,3
"E00004282",302,95,29,66,0,64,28,36,139,136,0,3,0,4
"E00004283",267,132,41,91,5,68,55,13,57,57,0,0,0,5
"E00004284",247,50,14,36,0,93,23,70,99,99,0,0,0,5
"E00004285",270,82,48,34,0,31,24,7,153,153,0,0,0,4
"E00004286",294,85,45,40,7,42,35,7,158,158,0,0,0,2
"E00004287",265,96,33,63,0,9,0,9,160,148,0,10,2,0
"E00004288",318,71,35,36,4,93,55,38,150,141,0,4,5,0
"E00004289",232,77,35,42,4,23,4,19,128,122,0,5,1,0
"E00004290",306,74,35,39,0,43,11,32,187,187,0,0,0,2
"E00004291",340,71,19,52,0,223,217,6,45,38,6,0,1,1
"E00004292",332,31,17,14,0,255,231,24,40,40,0,0,0,6
"E00004293",276,51,15,36,0,127,39,88,98,98,0,0,0,0
"E00004294",215,43,10,33,3,51,26,25,115,114,0,1,0,3
"E00004295",378,218,122,96,18,13,7,6,126,122,0,4,0,3
"E00004296",383,132,60,72,6,176,158,18,64,63,0,0,1,5
"E00004297",291,105,44,61,0,13,0,13,165,148,0,16,1,8
"E00004298",311,219,116,103,3,23,14,9,66,66,0,0,0,0
"E00004299",302,183,61,122,0,28,6,22,89,89,0,0,0,2
"E00004300",273,112,43,69,0,66,28,38,90,87,0,2,1,5
"E00004301",503,73,44,29,2,60,33,27,366,364,0,2,0,2
"E00004302",303,70,31,39,0,74,70,4,159,158,0,1,0,0
"E00004303",299,227,134,93,0,9,6,3,62,56,0,5,1,1
"E00004304",397,183,58,125,3,45,22,23,163,159,0,4,0,3
"E00004305",355,187,80,107,0,0,0,0,163,156,3,4,0,5
"E00004306",315,180,82,98,0,1,0,1,126,118,4,2,2,8
"E00004307",368,249,124,125,0,42,19,23,71,66,3,2,0,6
"E00004308",278,140,62,78,0,44,18,26,94,88,0,6,0,0
"E00004309",286,151,61,90,0,12,12,0,119,113,0,3,3,4
"E00004310",306,203,89,114,3,16,16,0,78,74,0,4,0,6
"E00004311",282,204,77,127,0,24,19,5,52,46,0,6,0,2
"E00004312",321,171,98,73,0,51,31,20,97,95,0,2,0,2
"E00004313",279,169,82,87,0,3,0,3,102,98,0,0,4,5
"E00004314",312,108,29,79,0,29,8,21,173,166,0,7,0,2
"E00004315",304,163,61,102,0,11,11,0,130,126,0,4,0,0
"E00004316",244,61,15,46,4,37,22,15,142,138,0,2,2,0
"E00004317",390,158,64,94,0,64,9,55,164,158,2,4,0,4
"E00004318",282,157,63,94,0,27,8,19,98,97,0,1,0,0
"E00004319",261,88,28,60,7,10,10,0,156,149,0,7,0,0
"E00004320",268,182,96,86,6,5,1,4,67,63,0,4,0,8
"E00004321",299,127,78,49,0,29,3,26,128,128,0,0,0,15
"E00004322",296,191,141,50,0,2,2,0,97,88,0,2,7,6
"E00004323",236,71,38,33,0,68,9,59,86,82,0,4,0,11
"E00004324",299,160,96,64,0,31,31,0,99,96,0,3,0,9
"E00004325",235,109,64,45,0,6,6,0,119,116,2,1,0,1
"E00004326",265,69,56,13,0,36,17,19,156,156,0,0,0,4
"E00004327",320,156,81,75,0,24,22,2,132,132,0,0,0,8
"E00004328",237,134,73,61,0,13,10,3,86,84,2,0,0,4
"E00004329",298,106,37,69,0,32,25,7,157,156,0,1,0,3
"E00004330",294,140,67,73,0,2,0,2,148,145,0,2,1,4
"E00004331",281,86,46,40,0,70,70,0,124,124,0,0,0,1
"E00004332",189,86,45,41,2,16,3,13,82,72,1,0,9,3
"E00004333",247,131,72,59,0,21,20,1,90,89,0,1,0,5
"E00004334",212,77,47,30,0,23,23,0,107,104,0,2,1,5
"E00004335",295,121,72,49,0,9,9,0,156,154,0,2,0,9
"E00004336",346,78,56,22,0,11,1,10,255,255,0,0,0,2
"E00004337",260,87,63,24,5,46,46,0,113,110,0,3,0,9
"E00004338",271,123,69,54,1,3,3,0,144,144,0,0,0,0
"E00004339",234,81,46,35,9,22,22,0,120,113,0,3,4,2
"E00004340",221,38,25,13,2,10,6,4,163,161,0,2,0,8
"E00004341",234,94,46,48,0,2,0,2,134,133,0,0,1,4
"E00004342",197,107,59,48,0,2,2,0,83,71,0,12,0,5
"E00004343",221,102,53,49,0,1,1,0,115,108,2,4,1,3
"E00004344",242,95,45,50,0,14,11,3,128,128,0,0,0,5
"E00004345",309,207,141,66,0,5,0,5,80,80,0,0,0,17
"E00004346",247,69,50,19,5,116,114,2,57,57,0,0,0,0
"E00004347",247,165,77,88,0,5,5,0,72,72,0,0,0,5
"E00004348",272,140,66,74,0,19,7,12,112,111,0,0,1,1
"E00004349",344,244,121,123,0,17,9,8,77,74,0,3,0,6
"E00004350",268,162,103,59,0,1,0,1,99,95,0,4,0,6
"E00004351",272,172,132,40,0,14,0,14,75,74,0,1,0,11
"E00004352",303,214,123,91,1,13,13,0,73,70,0,2,1,2
"E00004353",251,137,100,37,0,0,0,0,107,103,0,3,1,7
"E00004354",250,160,112,48,0,0,0,0,78,76,0,2,0,12
"E00004355",261,132,68,64,0,40,35,5,85,85,0,0,0,4
"E00004356",315,199,116,83,0,6,5,1,107,103,0,0,4,3
"E00004357",350,205,112,93,0,1,0,1,139,134,5,0,0,5
"E00004358",272,156,59,97,2,62,59,3,50,50,0,0,0,2
"E00004359",314,202,148,54,0,0,0,0,95,94,0,0,1,17
"E00004360",275,159,80,79,0,13,11,2,99,96,0,3,0,4
"E00004361",216,120,87,33,1,40,40,0,51,51,0,0,0,4
"E00004362",336,63,11,52,2,212,183,29,56,54,0,2,0,3
"E00004363",401,45,7,38,10,282,273,9,55,51,0,4,0,9
"E00004364",509,103,41,62,8,306,259,47,85,85,0,0,0,7
"E00004365",251,99,31,68,6,6,0,6,136,131,0,2,3,4
"E00004366",281,15,2,13,3,247,247,0,13,13,0,0,0,3
"E00004367",347,53,23,30,0,249,248,1,37,33,0,4,0,8
"E00004368",362,191,111,80,19,7,4,3,141,136,4,1,0,4
"E00004369",267,45,18,27,1,187,182,5,34,32,0,1,1,0
"E00004370",243,45,25,20,0,175,158,17,18,18,0,0,0,5
"E00004371",227,26,6,20,0,184,183,1,16,14,0,2,0,1
"E00004372",305,64,27,37,0,184,184,0,57,56,0,1,0,0
"E00004373",336,19,3,16,0,281,276,5,25,21,4,0,0,11
"E00004374",229,17,7,10,0,168,162,6,41,36,0,5,0,3
"E00004375",253,145,86,59,0,27,27,0,75,73,0,2,0,6
"E00004376",401,95,24,71,3,244,134,110,53,48,0,5,0,6
"E00004377",222,14,6,8,0,191,186,5,17,17,0,0,0,0
"E00004378",309,122,53,69,2,75,30,45,102,96,0,3,3,8
"E00004379",267,154,84,70,0,30,27,3,71,63,0,7,1,12
"E00004380",347,26,12,14,3,204,200,4,104,101,0,2,1,10
"E00004381",286,177,54,123,3,27,27,0,74,72,0,2,0,5
"E00004382",291,159,84,75,0,45,15,30,85,82,0,3,0,2
"E00004383",206,127,57,70,0,27,22,5,52,47,0,5,0,0
"E00004384",220,119,59,60,0,40,33,7,61,58,0,2,1,0
"E00004385",226,137,49,88,1,23,13,10,56,54,2,0,0,9
"E00004386",258,157,79,78,4,32,22,10,64,62,0,2,0,1
"E00004387",203,132,68,64,0,7,4,3,64,55,0,9,0,0
"E00004388",235,154,63,91,0,11,6,5,70,64,0,6,0,0
"E00004389",275,181,91,90,0,17,17,0,76,73,0,3,0,1
"E00004390",275,122,58,64,0,63,63,0,81,81,0,0,0,9
"E00004391",310,169,97,72,1,31,13,18,109,106,0,3,0,0
"E00004392",239,153,96,57,0,46,24,22,35,33,2,0,0,5
"E00004393",280,72,37,35,0,140,136,4,66,66,0,0,0,2
"E00004394",199,84,38,46,0,82,81,1,32,32,0,0,0,1
"E00004395",263,121,37,84,0,34,32,2,105,103,0,0,2,3
"E00004396",279,34,13,21,1,207,155,52,30,30,0,0,0,7
"E00004397",298,15,5,10,0,266,102,164,10,10,0,0,0,7
"E00004398",232,91,37,54,2,96,84,12,41,38,0,3,0,2
"E00004399",392,59,21,38,0,283,276,7,50,50,0,0,0,0
"E00004400",340,38,13,25,0,289,285,4,13,11,0,2,0,0
"E00004401",289,193,123,70,0,21,21,0,73,70,0,3,0,2
"E00004402",251,132,85,47,0,19,7,12,99,99,0,0,0,1
"E00004403",282,235,164,71,0,0,0,0,34,33,1,0,0,13
"E00004404",266,170,118,52,0,5,5,0,85,83,2,0,0,6
"E00004405",303,205,135,70,0,0,0,0,85,81,0,2,2,13
"E00004406",238,182,107,75,0,7,6,1,38,38,0,0,0,11
"E00004407",281,195,127,68,0,10,4,6,65,63,0,0,2,11
"E00004408",259,170,106,64,0,2,2,0,85,85,0,0,0,2
"E00004409",250,81,55,26,0,111,104,7,40,39,0,1,0,18
"E00004410",260,121,62,59,0,72,68,4,60,60,0,0,0,7
"E00004411",252,145,83,62,1,7,7,0,98,96,0,2,0,1
"E00004412",267,163,106,57,7,6,3,3,89,85,0,2,2,2
"E00004413",243,139,79,60,0,7,7,0,96,93,1,2,0,1
"E00004414",284,180,107,73,6,15,8,7,80,77,0,3,0,3
"E00004415",303,146,94,52,0,33,1,32,123,106,2,9,6,1
"E00004416",258,164,118,46,0,11,10,1,81,68,0,13,0,2
"E00004417",283,188,117,71,0,10,5,5,80,75,0,5,0,5
"E00004418",260,188,108,80,0,10,10,0,60,58,0,2,0,2
"E00004419",244,43,24,19,0,8,2,6,190,174,14,2,0,3
"E00004420",266,156,98,58,0,4,4,0,100,98,0,2,0,6
"E00004421",298,148,83,65,0,4,4,0,139,129,8,2,0,7
"E00004422",183,80,51,29,0,19,16,3,81,78,0,3,0,3
"E00004423",245,140,91,49,0,14,4,10,88,82,0,1,5,3
"E00004424",228,116,63,53,0,7,7,0,101,97,0,4,0,4
"E00004425",352,242,154,88,0,0,0,0,109,109,0,0,0,1
"E00004426",299,170,101,69,0,20,12,8,105,99,0,6,0,4
"E00004427",296,234,156,78,0,2,2,0,55,53,2,0,0,5
"E00004428",220,95,60,35,2,2,0,2,114,106,0,7,1,7
"E00004429",240,124,83,41,0,6,4,2,109,103,6,0,0,1
"E00004430",169,19,13,6,1,102,97,5,43,42,0,1,0,4
"E00004431",265,161,96,65,0,9,9,0,91,91,0,0,0,4
"E00004432",272,178,95,83,0,2,2,0,83,78,2,3,0,9
"E00004433",300,155,120,35,0,8,3,5,135,131,0,3,1,2
"E00004435",235,47,21,26,0,110,106,4,73,71,0,2,0,5
"E00004436",328,196,146,50,3,41,25,16,80,80,0,0,0,8
"E00004437",260,135,79,56,0,2,2,0,97,95,0,2,0,26
"E00004438",211,82,53,29,0,6,6,0,115,114,0,0,1,8
"E00004439",243,173,101,72,0,0,0,0,64,64,0,0,0,6
"E00004440",255,151,81,70,0,11,11,0,89,89,0,0,0,4
"E00004441",261,151,74,77,0,30,23,7,79,76,0,0,3,1
"E00004442",247,29,16,13,0,177,146,31,34,34,0,0,0,7
"E00004444",432,51,8,43,1,313,307,6,55,52,0,3,0,12
"E00004445",236,89,25,64,9,73,68,5,64,55,6,3,0,1
"E00004446",304,79,29,50,12,177,164,13,36,36,0,0,0,0
"E00004447",106,26,13,13,0,54,5,49,25,25,0,0,0,1
"E00004448",328,82,27,55,4,196,177,19,41,40,0,0,1,5
"E00004450",381,81,33,48,2,137,117,20,157,154,0,3,0,4
"E00004451",263,76,48,28,1,154,6,148,29,29,0,0,0,3
"E00004452",316,79,44,35,0,158,50,108,76,64,0,7,5,3
"E00004453",409,91,38,53,4,248,243,5,55,53,0,2,0,11
"E00004454",473,46,33,13,38,325,163,162,60,57,0,3,0,4
"E00004455",351,17,3,14,3,289,273,16,38,36,0,2,0,4
"E00004456",322,18,6,12,0,298,57,241,6,6,0,0,0,0
"E00004457",246,139,78,61,0,20,20,0,82,75,4,0,3,5
"E00004458",440,150,59,91,2,200,169,31,88,87,1,0,0,0
"E00004459",310,30,1,29,0,256,250,6,23,22,0,1,0,1
"E00004460",220,28,22,6,7,153,153,0,26,24,0,2,0,6
"E00004461",388,23,6,17,0,308,308,0,57,54,0,3,0,0
"E00004462",237,120,58,62,0,38,29,9,75,66,0,8,1,4
"E00004463",364,20,4,16,6,314,311,3,24,24,0,0,0,0
"E00004464",110,2,2,0,0,106,101,5,0,0,0,0,0,2
"E00004465",373,81,35,46,0,241,211,30,51,49,0,2,0,0
"E00004466",220,89,47,42,0,6,5,1,118,115,0,3,0,7
"E00004467",304,51,22,29,6,199,198,1,48,40,0,8,0,0
"E00004468",437,33,5,28,0,353,333,20,51,45,0,6,0,0
"E00004469",262,164,104,60,0,17,16,1,79,74,0,5,0,2
"E00004470",329,74,42,32,0,155,138,17,99,85,0,14,0,1
"E00004471",218,126,73,53,0,0,0,0,89,81,0,5,3,3
"E00004472",356,50,6,44,0,209,201,8,94,86,4,4,0,3
"E00004473",240,108,65,43,0,50,50,0,75,70,0,5,0,7
"E00004474",362,175,82,93,0,61,38,23,126,123,0,3,0,0
"E00004475",291,38,6,32,0,219,206,13,33,33,0,0,0,1
"E00004476",352,15,10,5,0,297,288,9,40,36,0,0,4,0
"E00004477",298,132,66,66,0,29,27,2,135,125,0,7,3,2
"E00004478",438,87,38,49,15,147,80,67,188,183,1,3,1,1
"E00004479",294,77,35,42,0,139,134,5,74,71,0,3,0,4
"E00004480",226,98,56,42,6,45,33,12,75,71,0,3,1,2
"E00004481",313,80,41,39,2,226,226,0,5,5,0,0,0,0
"E00004482",293,184,92,92,1,48,35,13,60,60,0,0,0,0
"E00004483",284,185,122,63,0,18,10,8,75,73,2,0,0,6
"E00004484",299,161,89,72,0,84,64,20,50,45,0,4,1,4
"E00004485",274,108,42,66,0,110,100,10,50,41,0,9,0,6
"E00004486",276,145,80,65,18,68,68,0,40,34,0,6,0,5
"E00004487",213,45,15,30,1,125,24,101,42,38,0,4,0,0
"E00004488",211,7,3,4,0,193,11,182,5,5,0,0,0,6
"E00004489",284,86,42,44,7,124,122,2,50,50,0,0,0,17
"E00004490",247,38,17,21,5,138,112,26,56,50,2,4,0,10
"E00004491",301,74,27,47,1,183,173,10,42,42,0,0,0,1
"E00004492",325,250,134,116,0,4,4,0,62,54,8,0,0,9
"E00004493",229,40,14,26,0,145,142,3,41,33,1,3,4,3
"E00004494",385,242,128,114,1,4,4,0,118,109,3,6,0,20
"E00004495",256,208,136,72,0,11,8,3,35,31,0,4,0,2
"E00004496",343,259,177,82,2,6,3,3,58,56,0,2,0,18
"E00004497",260,58,6,52,0,181,174,7,18,14,0,4,0,3
"E00004498",332,93,31,62,5,200,197,3,33,33,0,0,0,1
"E00004499",393,355,189,166,0,8,4,4,27,27,0,0,0,3
"E00004500",169,47,12,35,0,85,84,1,37,32,0,5,0,0
"E00004501",116,43,22,21,0,44,44,0,29,28,0,1,0,0
"E00004502",254,42,17,25,0,181,177,4,31,31,0,0,0,0
"E00004503",209,53,26,27,0,114,106,8,36,27,0,5,4,6
"E00004504",352,296,185,111,3,10,10,0,37,33,0,4,0,6
"E00004505",291,88,34,54,2,159,108,51,41,41,0,0,0,1
"E00004506",286,70,13,57,3,166,161,5,39,34,0,5,0,8
"E00004507",259,200,102,98,0,30,30,0,24,24,0,0,0,5
"E00004508",292,159,80,79,5,57,57,0,64,49,0,13,2,7
"E00004509",328,177,97,80,7,121,109,12,21,19,0,2,0,2
"E00004510",303,127,81,46,3,44,25,19,122,121,0,0,1,7
"E00004511",339,229,143,86,0,32,13,19,69,58,0,11,0,9
"E00004512",262,117,61,56,1,93,77,16,50,44,2,2,2,1
"E00004513",273,210,148,62,1,24,24,0,33,33,0,0,0,5
"E00004514",284,197,114,83,0,36,24,12,50,46,2,2,0,1
"E00004515",256,169,90,79,2,29,11,18,56,56,0,0,0,0
"E00004516",357,257,170,87,0,25,22,3,66,63,3,0,0,9
"E00004517",268,63,22,41,0,171,169,2,34,32,2,0,0,0
"E00004518",247,63,15,48,2,154,41,113,28,17,0,8,3,0
"E00004519",274,200,80,120,1,34,28,6,36,32,0,4,0,3
"E00004520",259,20,7,13,0,203,126,77,36,33,0,3,0,0
"E00004521",259,128,63,65,0,45,4,41,83,69,11,3,0,3
"E00004522",197,53,37,16,0,28,18,10,107,100,7,0,0,9
"E00004523",548,183,38,145,16,217,50,167,132,126,0,6,0,0
"E00004524",367,85,55,30,1,27,0,27,230,177,2,5,46,24
"E00004525",254,26,14,12,1,125,4,121,92,87,0,0,5,10
"E00004526",237,32,8,24,1,166,116,50,29,19,2,4,4,9
"E00004527",167,30,13,17,2,67,48,19,61,61,0,0,0,7
"E00004528",327,123,30,93,0,81,60,21,115,115,0,0,0,8
"E00004529",447,141,43,98,0,89,6,83,199,195,3,1,0,18
"E00004530",229,33,11,22,1,99,27,72,93,91,0,2,0,3
"E00004531",293,83,40,43,0,139,87,52,71,62,0,9,0,0
"E00004532",324,112,62,50,0,37,5,32,167,147,5,11,4,8
"E00004534",236,0,0,0,1,219,24,195,9,9,0,0,0,7
"E00004535",197,76,42,34,0,23,5,18,92,87,4,1,0,6
