"GeographyCode","QS111EW0001","QS111EW0002","QS111EW0003","QS111EW0004","QS111EW0005","QS111EW0006","QS111EW0007","QS111EW0008","QS111EW0009","QS111EW0010","QS111EW0011","QS111EW0012","QS111EW0013","QS111EW0014","QS111EW0015","QS111EW0016","QS111EW0017"
"E00004577",124,26,5,16,5,46,14,12,20,22,4,14,4,30,18,11,1
"E00004578",154,67,27,35,5,63,37,13,13,15,5,6,4,9,6,3,0
"E00004579",105,28,5,15,8,40,11,9,20,20,10,8,2,17,7,10,0
"E00004580",151,53,13,36,4,68,29,17,22,16,10,3,3,14,6,8,0
"E00004581",101,31,5,24,2,44,15,6,23,12,3,7,2,14,7,7,0
"E00004582",127,31,9,16,6,56,21,11,24,20,11,6,3,20,10,9,1
"E00004583",142,31,6,21,4,58,15,14,29,22,10,9,3,31,17,11,3
"E00004584",171,41,17,20,4,86,39,20,27,23,10,9,4,21,11,10,0
"E00004585",134,40,14,22,4,54,18,15,21,21,8,9,4,19,16,3,0
"E00004586",116,34,7,25,2,38,12,14,12,21,9,9,3,23,13,9,1
"E00004587",121,29,6,15,8,55,22,7,26,26,10,13,3,11,7,4,0
"E00004588",154,49,15,33,1,76,32,25,19,14,6,8,0,15,5,8,2
"E00004589",125,27,11,15,1,59,24,10,25,24,12,10,2,15,10,4,1
"E00004590",99,30,4,21,5,45,23,8,14,15,8,7,0,9,6,3,0
"E00004591",112,34,10,14,10,46,12,12,22,19,9,6,4,13,7,6,0
"E00004592",99,21,7,9,5,47,24,12,11,18,10,4,4,13,8,5,0
"E00004593",229,102,29,63,10,97,34,24,39,12,9,3,0,18,14,4,0
"E00004594",124,40,13,22,5,54,19,17,18,16,10,5,1,14,6,7,1
"E00004595",104,16,2,14,0,54,15,14,25,15,3,9,3,19,10,8,1
"E00004596",108,23,8,11,4,48,15,15,18,19,9,8,2,18,12,6,0
"E00004597",214,124,11,107,6,53,24,12,17,14,13,1,0,23,14,7,2
"E00004598",106,30,5,22,3,47,22,11,14,13,4,8,1,16,7,9,0
"E00004599",161,70,31,33,6,49,19,13,17,20,8,11,1,22,8,14,0
"E00004600",124,36,3,13,20,52,17,10,25,16,5,6,5,20,9,9,2
"E00004601",117,24,7,7,10,58,17,10,31,13,6,5,2,22,15,6,1
"E00004602",115,43,10,32,1,50,15,16,19,11,3,5,3,11,7,4,0
"E00004603",131,31,9,16,6,54,11,12,31,18,8,7,3,28,20,6,2
"E00004604",136,39,13,12,14,56,33,7,16,18,14,3,1,23,12,11,0
"E00004605",113,22,3,14,5,51,15,12,24,17,8,6,3,23,15,7,1
"E00004606",169,40,14,20,6,68,18,19,31,27,14,10,3,34,21,12,1
"E00004607",132,15,4,6,5,27,13,9,5,28,20,7,1,62,52,10,0
"E00004608",133,28,5,14,9,57,16,9,32,28,9,14,5,20,13,5,2
"E00004609",221,99,55,31,13,62,20,13,29,23,15,5,3,37,30,6,1
"E00004610",123,35,14,16,5,44,17,11,16,19,11,8,0,25,13,12,0
"E00004611",157,0,0,0,0,6,2,1,3,40,34,5,1,111,101,10,0
"E00004612",142,46,14,22,10,56,23,9,24,16,8,4,4,24,16,8,0
"E00004613",125,37,11,16,10,51,24,12,15,12,7,3,2,25,19,6,0
"E00004614",224,96,22,57,17,85,35,16,34,24,6,9,9,19,10,9,0
"E00004615",102,33,10,22,1,37,17,11,9,16,6,10,0,16,9,7,0
"E00004616",133,51,18,30,3,54,15,26,13,16,8,6,2,12,4,8,0
"E00004617",114,39,12,24,3,56,25,20,11,8,5,3,0,11,9,2,0
"E00004618",125,43,11,28,4,42,22,11,9,20,13,7,0,20,15,5,0
"E00004619",123,29,4,18,7,48,20,15,13,21,13,7,1,25,23,2,0
"E00004620",141,49,12,24,13,59,29,12,18,18,11,7,0,15,11,4,0
"E00004621",133,44,12,24,8,47,15,16,16,15,11,4,0,27,11,16,0
"E00004622",209,107,30,71,6,61,26,18,17,19,10,9,0,22,14,8,0
"E00004623",151,56,14,36,6,49,19,14,16,17,6,8,3,29,19,9,1
"E00004624",120,33,1,27,5,44,13,16,15,24,12,8,4,19,10,8,1
"E00004625",172,62,25,22,15,68,32,15,21,18,9,7,2,24,18,6,0
"E00004626",235,63,26,30,7,86,39,17,30,34,23,10,1,52,47,4,1
"E00004627",98,23,8,6,9,35,18,5,12,17,6,9,2,23,16,7,0
"E00004628",91,24,2,3,19,49,16,7,26,6,3,2,1,12,7,4,1
"E00004629",117,36,8,23,5,53,20,25,8,17,10,7,0,11,6,5,0
"E00004630",104,55,22,30,3,31,12,12,7,11,6,5,0,7,6,1,0
"E00004631",130,30,5,23,2,34,14,9,11,18,13,4,1,48,33,14,1
"E00004632",95,19,3,2,14,50,15,8,27,12,8,3,1,14,8,6,0
"E00004633",102,17,6,6,5,42,15,6,21,19,8,8,3,24,16,8,0
"E00004634",145,55,18,32,5,57,24,21,12,22,10,11,1,11,8,3,0
"E00004635",125,22,5,3,14,60,17,10,33,26,15,11,0,17,13,3,1
"E00004636",113,19,6,2,11,51,13,14,24,24,11,11,2,19,9,10,0
"E00004637",121,25,8,10,7,49,20,8,21,25,16,7,2,22,15,6,1
"E00004638",158,58,18,34,6,60,29,11,20,16,11,5,0,24,19,5,0
"E00004639",96,18,9,7,2,53,18,12,23,15,10,3,2,10,7,3,0
"E00004640",146,60,19,28,13,48,13,6,29,21,14,5,2,17,11,6,0
"E00004641",125,28,2,14,12,62,12,10,40,14,3,10,1,21,9,9,3
"E00004642",130,20,2,3,15,61,14,9,38,22,10,8,4,27,15,12,0
"E00004643",186,54,20,26,8,82,42,12,28,33,20,11,2,17,15,2,0
"E00004644",132,19,6,4,9,68,13,15,40,22,11,8,3,23,5,18,0
"E00004645",111,37,18,8,11,46,30,7,9,15,12,1,2,13,13,0,0
"E00004646",110,27,8,13,6,51,17,11,23,12,9,2,1,20,9,11,0
"E00004647",168,73,34,30,9,73,30,12,31,16,11,5,0,6,3,2,1
"E00004649",129,70,23,44,3,26,18,3,5,19,10,7,2,14,13,1,0
"E00004650",208,105,83,15,7,75,45,10,20,16,9,6,1,12,8,4,0
"E00004651",106,29,14,14,1,28,16,9,3,16,7,9,0,33,28,5,0
"E00004652",133,41,22,17,2,56,25,16,15,21,12,7,2,15,10,5,0
"E00004653",113,44,31,12,1,32,24,4,4,19,15,4,0,18,17,1,0
"E00004654",100,74,54,19,1,21,16,3,2,2,0,2,0,3,2,1,0
"E00004655",125,36,21,12,3,66,14,7,45,12,6,6,0,11,9,2,0
"E00004656",233,138,88,34,16,62,26,17,19,13,7,3,3,20,12,8,0
"E00004658",114,26,7,11,8,49,15,8,26,15,5,10,0,24,13,11,0
