"GeographyCode","KS102EW0001","KS102EW0002","KS102EW0003","KS102EW0004","KS102EW0005","KS102EW0006","KS102EW0007","KS102EW0008","KS102EW0009","KS102EW0010","KS102EW0011","KS102EW0012","KS102EW0013","KS102EW0014","KS102EW0015","KS102EW0016","KS102EW0017","KS102EW0020","KS102EW0021","KS102EW0022","KS102EW0023","KS102EW0024","KS102EW0025","KS102EW0026","KS102EW0027","KS102EW0028","KS102EW0029","KS102EW0030","KS102EW0031","KS102EW0032","KS102EW0033","KS102EW0034","KS102EW0035"
"E01000897",1597,133,68,38,63,10,22,14,36,114,495,276,85,119,76,29,19,8.32811521603006,4.25798371947401,2.3794614902943,3.9448966812774,0.626174076393237,1.37758296806512,0.876643706950532,2.25422667501565,7.13838447088291,30.9956167814652,17.2824045084534,5.32247964934252,7.45147150907952,4.7589229805886,1.81590482154039,1.18973074514715
"E01000898",1729,116,49,22,60,10,14,18,116,215,603,230,76,105,64,18,13,6.70908039329092,2.83400809716599,1.27241179872759,3.47021399652979,0.578368999421631,0.809716599190283,1.04106419895894,6.70908039329092,12.4349334875651,34.8756506651243,13.3024869866975,4.3956043956044,6.07287449392713,3.70156159629844,1.04106419895894,0.75187969924812
"E01000899",1667,112,68,42,90,15,27,19,41,89,408,335,128,154,110,19,10,6.71865626874625,4.07918416316737,2.51949610077984,5.39892021595681,0.899820035992801,1.61967606478704,1.13977204559088,2.45950809838032,5.33893221355729,24.4751049790042,20.0959808038392,7.67846430713857,9.23815236952609,6.59868026394721,1.13977204559088,0.599880023995201
"E01000900",1801,118,47,37,94,25,35,39,175,199,500,264,67,121,55,15,10,6.55191560244309,2.60966129927818,2.05441421432537,5.21932259855636,1.38811771238201,1.94336479733481,2.16546363131594,9.71682398667407,11.0494169905608,27.7623542476402,14.658523042754,3.72015546918379,6.71848972792893,3.05385896724042,0.832870627429206,0.555247084952804
"E01000901",1977,167,92,78,143,23,48,69,232,218,440,280,60,71,40,8,8,8.44714213454729,4.65351542741528,3.9453717754173,7.23318158826505,1.16337885685382,2.42792109256449,3.49013657056146,11.734951947395,11.0268082953971,22.2559433485078,14.1628730399595,3.03490136570561,3.59129994941831,2.02326757713708,0.404653515427415,0.404653515427415
"E01000902",1451,120,71,42,102,14,43,35,108,154,347,212,58,69,55,13,8,8.27015851137147,4.89317711922812,2.89455547898001,7.02963473466575,0.964851826326671,2.96347346657478,2.41212956581668,7.44314266023432,10.6133700895934,23.9145416953825,14.6106133700896,3.99724328049621,4.75534114403859,3.79048931771192,0.895933838731909,0.551343900758098
"E01000903",1439,108,26,15,32,11,31,31,76,174,411,230,86,109,65,17,17,7.50521195274496,1.80681028492008,1.04239054899236,2.22376650451703,0.764419735927728,2.15427380125087,2.15427380125087,5.28144544822794,12.0917303683113,28.5615010423905,15.9833217512161,5.97637248088951,7.57470465601112,4.51702571230021,1.18137595552467,1.18137595552467
"E01000904",2120,114,61,52,139,15,40,47,224,257,578,291,85,118,78,14,7,5.37735849056604,2.87735849056604,2.45283018867925,6.55660377358491,0.707547169811321,1.88679245283019,2.21698113207547,10.5660377358491,12.122641509434,27.2641509433962,13.7264150943396,4.00943396226415,5.56603773584906,3.67924528301887,0.660377358490566,0.330188679245283
"E01000905",2044,169,102,64,158,19,47,43,189,183,460,272,80,118,105,26,9,8.26810176125245,4.99021526418787,3.13111545988258,7.72994129158513,0.929549902152642,2.29941291585127,2.10371819960861,9.24657534246575,8.95303326810176,22.5048923679061,13.307240704501,3.91389432485323,5.77299412915851,5.13698630136986,1.2720156555773,0.440313111545988
"E01000906",1532,58,27,19,37,11,16,20,104,224,531,203,64,84,98,23,13,3.78590078328982,1.76240208877285,1.2402088772846,2.41514360313316,0.718015665796345,1.0443864229765,1.30548302872063,6.78851174934726,14.621409921671,34.6605744125326,13.2506527415144,4.17754569190601,5.48302872062663,6.39686684073107,1.50130548302872,0.848563968668407
"E01000907",1430,97,61,38,84,15,30,27,84,116,372,281,62,90,57,8,8,6.78321678321678,4.26573426573427,2.65734265734266,5.87412587412587,1.04895104895105,2.0979020979021,1.88811188811189,5.87412587412587,8.11188811188811,26.013986013986,19.6503496503496,4.33566433566433,6.29370629370629,3.98601398601399,0.559440559440559,0.559440559440559
"E01000908",1581,99,51,41,85,16,21,28,74,117,431,313,94,106,78,17,10,6.26185958254269,3.2258064516129,2.5932953826692,5.37634408602151,1.01201771030993,1.32827324478178,1.77103099304238,4.68058191018343,7.40037950664137,27.2612270714737,19.797596457938,5.94560404807084,6.70461733080329,4.93358633776091,1.0752688172043,0.632511068943706
"E01000909",1614,78,56,22,69,19,45,36,74,136,328,340,122,172,81,29,7,4.83271375464684,3.46964064436183,1.36307311028501,4.27509293680297,1.17719950433705,2.78810408921933,2.23048327137546,4.58488228004957,8.42627013630731,20.3221809169765,21.0656753407683,7.55885997521685,10.6567534076828,5.0185873605948,1.79677819083024,0.433705080545229
"E01000910",1472,79,53,33,70,16,39,35,56,133,345,281,102,142,67,14,7,5.36684782608696,3.60054347826087,2.24184782608696,4.7554347826087,1.08695652173913,2.64945652173913,2.37771739130435,3.80434782608696,9.03532608695652,23.4375,19.0896739130435,6.92934782608696,9.64673913043478,4.55163043478261,0.951086956521739,0.47554347826087
"E01000911",1559,102,70,42,84,20,26,21,65,138,412,289,75,107,82,16,10,6.54265554842848,4.49005772931366,2.6940346375882,5.3880692751764,1.28287363694676,1.66773572803079,1.3470173187941,4.16933932007697,8.85182809493265,26.4271969211033,18.5375240538807,4.81077613855035,6.86337395766517,5.25978191148172,1.02629890955741,0.64143681847338
"E01000912",1589,89,41,25,80,25,37,32,129,158,352,313,82,132,60,24,10,5.60100692259283,2.5802391441158,1.57331655129012,5.03461296412838,1.57331655129012,2.32850849590938,2.01384518565135,8.11831340465702,9.94336060415356,22.1522970421649,19.6979232221523,5.16047828823159,8.30711139081183,3.77595972309629,1.51038388923851,0.629326620516048
"E01000913",1710,88,48,41,98,17,37,16,63,104,343,387,135,201,102,19,11,5.14619883040936,2.80701754385965,2.39766081871345,5.73099415204678,0.994152046783626,2.16374269005848,0.935672514619883,3.68421052631579,6.08187134502924,20.0584795321637,22.6315789473684,7.89473684210526,11.7543859649123,5.96491228070175,1.11111111111111,0.64327485380117
"E01000914",1762,48,29,12,41,6,9,36,352,224,410,290,109,94,66,26,10,2.72417707150965,1.64585698070375,0.681044267877412,2.32690124858116,0.340522133938706,0.510783200908059,2.04313280363224,19.9772985244041,12.7128263337117,23.2690124858116,16.4585698070375,6.18615209988649,5.33484676503973,3.74574347332577,1.47559591373439,0.567536889897843
"E01000915",1527,85,59,37,93,19,26,23,133,183,384,242,70,97,49,17,10,5.56647020301244,3.86378519973805,2.42305173542895,6.09037328094303,1.24426981008513,1.70268500327439,1.50622134905043,8.70988867059594,11.9842829076621,25.147347740668,15.8480681074001,4.5841519318926,6.35232481990832,3.20890635232482,1.11329404060249,0.654878847413229
"E01000916",1796,79,47,41,64,5,28,43,226,258,538,269,51,79,52,11,5,4.39866369710468,2.61692650334076,2.28285077951002,3.56347438752784,0.278396436525612,1.55902004454343,2.39420935412027,12.5835189309577,14.3652561247216,29.9554565701559,14.977728285078,2.83964365256125,4.39866369710468,2.89532293986637,0.612472160356347,0.278396436525612
"E01000917",1888,137,76,51,117,17,34,36,156,178,475,360,82,94,54,17,4,7.25635593220339,4.02542372881356,2.70127118644068,6.19703389830508,0.900423728813559,1.80084745762712,1.90677966101695,8.26271186440678,9.42796610169492,25.1588983050847,19.0677966101695,4.34322033898305,4.97881355932203,2.86016949152542,0.900423728813559,0.211864406779661
"E01000918",2090,77,52,18,52,5,35,65,354,202,592,341,73,138,66,13,7,3.68421052631579,2.48803827751196,0.861244019138756,2.48803827751196,0.239234449760766,1.67464114832536,3.11004784688995,16.9377990430622,9.66507177033493,28.3253588516746,16.3157894736842,3.49282296650718,6.60287081339713,3.15789473684211,0.62200956937799,0.334928229665072
"E01000919",2014,38,74,16,32,4,25,191,333,238,554,293,73,90,40,7,6,1.88679245283019,3.67428003972195,0.794438927507448,1.5888778550149,0.198609731876862,1.24131082423039,9.48361469712016,16.5342601787488,11.8172790466733,27.5074478649454,14.5481628599801,3.62462760675273,4.46871896722939,1.98609731876862,0.347567030784508,0.297914597815293
"E01000920",1946,117,38,21,56,12,22,31,236,237,556,346,96,95,68,8,7,6.01233299075026,1.95272353545735,1.07913669064748,2.87769784172662,0.616649537512847,1.13052415210689,1.59301130524152,12.1274409044193,12.1788283658787,28.5714285714286,17.7800616649537,4.93319630010277,4.88180883864337,3.49434737923947,0.411099691675231,0.359712230215827
"E01000921",1966,100,44,34,77,19,31,27,181,341,671,266,47,98,21,8,1,5.08646998982706,2.23804679552391,1.7293997965412,3.91658189216684,0.966429298067141,1.57680569684639,1.37334689725331,9.20651068158698,17.3448626653103,34.1302136317396,13.53001017294,2.39064089521872,4.98474059003052,1.06815869786368,0.406917599186165,0.0508646998982706
"E01000922",1547,81,44,29,58,13,34,126,170,194,391,230,48,67,48,11,3,5.23594053005818,2.84421460892049,1.87459599224305,3.7491919844861,0.840336134453782,2.1978021978022,8.1447963800905,10.989010989011,12.5404007756949,25.2747252747253,14.8674854557208,3.10277957336781,4.33096315449257,3.10277957336781,0.711053652230123,0.193923723335488
"E01000923",1494,104,40,23,48,15,23,44,91,167,407,274,85,88,58,11,16,6.9611780455154,2.67737617135207,1.53949129852744,3.21285140562249,1.00401606425703,1.53949129852744,2.94511378848728,6.09103078982597,11.1780455153949,27.2423025435074,18.3400267737617,5.68942436412316,5.89022757697456,3.88219544846051,0.736278447121821,1.07095046854083
"E01000924",1637,85,29,24,54,9,31,23,120,249,523,259,73,104,42,10,2,5.19242516799023,1.77153329260843,1.46609651802077,3.29871716554673,0.549786194257789,1.89370800244349,1.40500916310324,7.33048259010385,15.2107513744655,31.9486866218693,15.8216249236408,4.45937690897984,6.35308491142334,2.56566890653635,0.610873549175321,0.122174709835064
