"GeographyCode","QS103EW0001","QS103EW0002","QS103EW0003","QS103EW0004","QS103EW0005","QS103EW0006","QS103EW0007","QS103EW0008","QS103EW0009","QS103EW0010","QS103EW0011","QS103EW0012","QS103EW0013","QS103EW0014","QS103EW0015","QS103EW0016","QS103EW0017","QS103EW0018","QS103EW0019","QS103EW0020","QS103EW0021","QS103EW0022","QS103EW0023","QS103EW0024","QS103EW0025","QS103EW0026","QS103EW0027","QS103EW0028","QS103EW0029","QS103EW0030","QS103EW0031","QS103EW0032","QS103EW0033","QS103EW0034","QS103EW0035","QS103EW0036","QS103EW0037","QS103EW0038","QS103EW0039","QS103EW0040","QS103EW0041","QS103EW0042","QS103EW0043","QS103EW0044","QS103EW0045","QS103EW0046","QS103EW0047","QS103EW0048","QS103EW0049","QS103EW0050","QS103EW0051","QS103EW0052","QS103EW0053","QS103EW0054","QS103EW0055","QS103EW0056","QS103EW0057","QS103EW0058","QS103EW0059","QS103EW0060","QS103EW0061","QS103EW0062","QS103EW0063","QS103EW0064","QS103EW0065","QS103EW0066","QS103EW0067","QS103EW0068","QS103EW0069","QS103EW0070","QS103EW0071","QS103EW0072","QS103EW0073","QS103EW0074","QS103EW0075","QS103EW0076","QS103EW0077","QS103EW0078","QS103EW0079","QS103EW0080","QS103EW0081","QS103EW0082","QS103EW0083","QS103EW0084","QS103EW0085","QS103EW0086","QS103EW0087","QS103EW0088","QS103EW0089","QS103EW0090","QS103EW0091","QS103EW0092","QS103EW0093","QS103EW0094","QS103EW0095","QS103EW0096","QS103EW0097","QS103EW0098","QS103EW0099","QS103EW0100","QS103EW0101","QS103EW0102"
"E01000900",1801,30,25,25,15,23,16,18,13,14,23,21,18,23,19,13,25,14,21,13,26,17,33,38,41,46,38,33,38,43,47,43,45,39,26,43,40,31,35,44,20,40,13,34,29,18,22,25,23,26,18,18,16,13,11,10,18,15,16,16,17,12,13,15,11,16,23,6,10,19,7,11,16,8,11,10,6,7,6,6,4,8,9,3,5,1,5,2,1,4,3,6,1,0,0,1,0,1,0,1,0,0
"E01000901",1977,31,28,42,36,30,31,29,32,31,47,30,28,31,29,25,23,26,22,33,36,36,35,41,64,56,61,43,30,40,44,37,36,33,27,26,31,27,34,32,23,30,23,30,28,23,32,22,22,25,20,27,30,12,10,12,19,12,19,9,9,17,22,6,7,8,7,7,11,8,5,5,9,6,7,6,2,11,6,4,2,6,1,3,2,3,1,2,0,1,4,0,3,2,0,0,0,3,0,0,0,0
"E01000902",1451,30,24,26,22,18,26,28,17,23,19,20,15,22,19,26,14,17,26,13,22,14,17,19,32,26,28,31,41,29,25,40,21,28,19,23,21,24,27,28,6,19,21,22,26,22,18,17,18,10,23,19,9,11,11,12,15,10,10,16,13,7,11,9,16,15,9,7,7,9,10,6,6,5,4,6,9,9,5,8,6,4,3,7,4,0,1,1,4,1,6,2,3,0,0,1,1,1,0,0,0,0
"E01000903",1439,31,20,23,17,17,6,9,11,9,6,8,6,5,5,8,11,11,20,15,16,16,16,7,18,19,28,31,25,46,44,35,39,27,33,33,33,20,30,28,30,20,23,24,17,19,11,19,15,19,16,18,14,18,16,9,21,21,15,12,6,20,17,14,18,17,10,13,16,10,5,11,10,12,11,11,7,3,7,11,7,1,7,15,3,4,4,6,2,0,5,4,7,1,1,1,0,0,1,0,2,0
"E01000904",2120,24,23,22,20,25,23,19,19,30,22,26,31,32,15,35,15,19,21,24,23,37,49,45,50,43,51,51,52,47,56,56,56,43,46,38,48,45,35,33,25,35,29,32,19,38,29,26,20,17,20,21,23,32,15,15,11,18,14,14,16,13,11,18,21,22,12,16,12,15,7,14,12,15,8,7,13,12,5,15,4,8,3,5,4,9,0,3,4,4,3,4,0,1,0,1,0,1,0,0,0,0
"E01000905",2044,38,28,31,37,35,33,38,31,27,37,39,38,29,24,28,19,30,17,20,23,27,44,40,43,35,48,25,41,35,34,32,20,20,34,38,47,28,28,46,45,26,22,27,24,23,17,21,30,21,16,23,27,19,14,13,18,16,12,10,15,10,23,19,8,20,8,10,8,11,8,13,11,18,12,19,8,13,11,13,9,8,18,5,11,9,9,5,4,4,4,2,5,1,1,0,0,0,0,0,0,0
"E01000906",1532,14,14,6,12,12,3,15,9,11,8,8,10,6,6,7,11,4,12,13,7,10,8,17,33,36,41,45,41,48,49,53,55,58,57,40,51,33,33,30,19,24,22,26,14,16,21,15,14,17,15,13,13,14,12,7,11,14,13,16,8,4,14,14,16,16,8,10,13,13,7,5,5,12,5,6,11,10,8,9,26,9,4,6,8,7,5,4,5,8,1,3,1,1,0,2,2,3,0,0,0,1
"E01000907",1430,15,21,20,23,18,13,24,24,19,19,16,13,17,20,18,15,15,15,13,14,11,15,24,19,15,17,27,24,15,33,33,28,23,28,26,22,24,18,18,21,31,23,25,24,28,32,21,22,12,22,26,19,14,15,13,22,22,14,17,10,15,11,17,11,8,9,10,16,5,6,8,11,10,8,7,4,7,7,5,11,7,5,4,3,4,2,1,3,1,1,0,6,0,1,0,1,0,0,0,0,0
"E01000908",1581,18,19,15,22,25,8,19,24,11,30,15,9,15,35,11,16,14,7,14,14,14,14,14,12,20,21,27,23,21,25,27,28,31,20,27,26,23,23,28,23,29,38,39,30,39,27,33,16,22,30,23,19,24,14,21,10,16,26,16,16,28,22,15,19,10,4,18,10,5,14,12,8,11,13,11,5,13,15,10,4,7,7,3,6,8,5,5,2,1,4,2,1,2,1,0,2,0,1,0,0,1
"E01000909",1614,17,10,18,19,14,30,10,16,14,8,15,12,14,20,8,19,22,23,18,18,14,8,12,14,26,33,22,23,24,34,26,17,25,22,23,17,18,23,31,17,16,19,32,18,24,26,23,22,19,17,29,25,32,19,28,21,21,18,18,22,26,21,36,18,21,15,25,21,13,18,14,14,16,23,13,10,7,8,17,6,4,13,5,6,5,9,8,5,4,3,0,4,1,0,1,0,0,0,0,0,1
"E01000910",1472,16,18,14,17,14,18,15,20,13,20,15,13,9,21,12,16,19,20,23,12,8,6,10,4,28,31,22,27,25,28,20,32,27,23,18,17,28,26,24,17,15,27,20,19,32,21,20,23,20,19,24,22,18,19,15,25,8,17,15,15,17,14,21,23,27,13,18,24,19,11,20,9,8,10,10,8,9,9,3,6,11,7,6,3,5,6,2,4,2,0,3,1,0,0,0,0,0,2,1,0,0
"E01000911",1559,11,21,22,25,23,22,25,23,19,23,21,13,18,15,17,20,17,9,10,11,10,14,15,9,17,20,24,34,31,29,24,22,22,30,23,22,29,38,34,18,32,24,33,34,27,33,17,25,18,26,16,20,19,15,13,15,20,17,20,15,17,9,18,13,18,13,8,15,13,13,7,9,8,12,9,16,16,9,5,8,6,4,7,4,7,4,4,0,3,5,4,0,3,1,1,1,0,0,0,0,0
"E01000912",1589,19,17,17,26,10,12,13,16,13,12,16,16,19,11,18,25,15,22,13,19,21,22,29,29,28,38,37,26,32,25,24,24,32,18,18,21,20,19,28,27,19,21,30,25,26,28,15,29,24,22,27,25,20,22,13,30,14,15,15,14,16,13,14,23,16,14,22,7,9,18,18,11,12,9,12,7,6,3,7,5,8,7,3,9,5,2,9,4,6,3,1,2,0,1,1,2,1,1,0,0,1
"E01000913",1710,11,22,18,11,26,13,14,21,16,25,13,23,19,19,24,17,16,21,9,7,9,11,13,15,15,26,15,18,27,18,16,24,27,27,18,13,14,18,19,46,29,24,23,24,21,32,32,18,29,27,32,28,20,25,21,22,24,28,24,25,24,29,21,29,32,34,35,13,29,14,24,10,17,13,12,15,7,11,8,9,16,9,9,10,8,5,4,6,2,2,0,4,0,0,5,0,1,1,0,0,0
"E01000914",1762,14,8,12,9,5,6,14,9,6,6,5,10,8,9,9,6,4,5,7,29,72,93,74,64,49,57,54,49,31,33,31,37,42,37,29,30,25,18,24,24,24,26,21,23,19,16,22,27,24,15,17,18,27,14,17,21,22,19,15,16,20,19,24,26,20,10,13,11,14,12,4,3,7,8,12,10,6,14,10,4,2,6,8,3,3,5,8,2,5,6,1,1,0,2,2,2,0,1,1,0,0
"E01000915",1527,20,10,19,12,24,15,24,20,20,17,24,29,17,13,10,19,19,7,10,13,18,31,32,27,25,31,21,32,27,72,48,30,31,29,36,23,24,28,25,24,15,12,19,20,20,24,21,20,15,15,10,15,15,13,14,22,19,15,13,11,10,15,14,13,18,14,15,12,10,8,11,10,9,4,4,7,5,4,2,6,6,4,10,1,4,3,4,3,5,2,6,2,0,0,1,1,0,0,0,0,0
"E01000916",1796,25,13,13,13,15,21,18,8,17,24,12,16,13,7,16,5,15,13,17,26,41,45,47,46,47,45,53,52,52,56,42,52,43,44,42,42,47,31,23,29,46,23,20,35,19,30,15,23,24,22,24,15,14,18,15,7,18,14,12,18,9,7,11,17,7,10,8,10,10,7,5,8,13,3,5,9,10,4,7,3,4,2,5,4,4,2,2,5,1,1,0,1,2,0,1,1,0,0,0,0,0
"E01000917",1888,31,28,28,20,30,31,29,16,24,27,27,28,19,20,23,17,17,17,16,20,25,47,28,36,20,28,51,31,44,24,36,39,26,28,22,36,31,25,37,29,34,37,35,34,26,36,42,19,31,23,32,26,22,20,16,24,20,17,17,15,22,18,14,18,10,6,12,14,15,4,15,10,11,5,2,7,8,4,6,8,10,4,2,3,2,6,2,5,3,1,0,1,0,2,0,1,0,0,0,0,0
"E01000918",2090,7,14,10,27,19,18,6,28,10,8,10,9,6,11,16,5,16,19,13,52,88,76,65,69,56,39,54,34,40,35,74,69,29,36,38,45,30,41,39,30,35,21,27,50,28,27,29,24,27,23,31,22,22,33,16,16,21,16,16,18,17,14,9,15,18,14,13,15,12,20,14,14,17,12,7,9,4,7,11,5,6,7,3,5,9,4,3,1,4,1,4,0,1,0,2,0,0,0,0,0,0
"E01000919",2014,7,7,9,6,9,31,10,33,5,11,5,5,6,8,8,4,11,14,69,122,107,69,66,43,48,39,55,43,57,44,57,41,39,22,51,47,28,75,28,26,41,24,19,32,24,28,19,26,24,18,12,19,27,18,19,20,14,20,15,14,21,20,9,16,7,9,8,17,6,4,5,10,11,15,5,5,6,8,7,1,4,1,2,4,2,2,2,2,1,0,2,3,0,0,0,0,0,1,0,0,0
"E01000920",1946,21,31,21,24,20,13,13,12,11,10,11,13,11,9,12,12,10,12,19,12,41,51,40,43,61,58,48,43,50,38,49,42,38,34,42,32,47,36,43,37,34,32,28,33,29,15,35,28,24,19,23,18,22,25,23,31,24,20,23,16,20,27,15,19,15,7,15,14,4,8,5,17,11,7,7,14,5,5,5,8,8,6,4,11,2,2,2,2,1,1,3,0,0,0,1,1,1,0,0,0,1
"E01000921",1966,31,17,12,20,20,12,19,13,16,18,17,11,16,22,11,19,19,12,8,19,18,19,43,48,53,58,81,81,63,58,71,67,73,48,39,47,37,43,45,48,31,33,27,36,26,28,24,24,22,18,19,15,19,17,18,13,9,14,14,12,9,13,8,10,7,14,15,12,13,7,5,5,15,6,6,1,2,3,4,1,5,1,1,1,2,0,2,4,2,0,1,0,0,0,0,0,0,0,0,0,0
"E01000922",1547,24,14,15,15,13,11,13,20,13,16,13,13,11,12,9,13,14,20,52,74,53,30,32,30,25,36,54,21,38,45,53,23,33,33,25,28,18,19,21,31,15,28,18,23,23,12,12,15,21,17,25,14,14,16,20,14,14,13,10,13,7,13,11,6,11,12,8,9,3,4,7,4,9,6,5,5,5,6,4,4,7,4,3,3,7,2,4,3,2,0,2,0,0,0,0,0,0,1,0,0,0
"E01000923",1494,24,23,22,17,18,15,13,12,11,12,9,5,9,11,14,15,13,10,28,16,14,12,15,23,27,26,34,38,32,37,36,23,19,33,21,24,28,37,25,25,27,28,21,29,31,10,19,19,18,23,23,13,17,25,23,22,17,16,14,15,23,15,19,11,17,14,8,10,6,4,4,13,16,7,6,2,7,5,6,8,6,6,5,9,4,3,4,1,2,1,3,5,4,2,0,1,1,0,0,0,0
"E01000924",1637,14,25,15,16,15,8,11,10,14,10,11,14,10,10,9,9,15,16,12,11,13,15,31,28,33,46,43,53,44,63,55,46,53,39,33,34,30,28,31,27,29,32,23,38,25,26,17,20,21,13,14,18,24,14,21,12,13,14,15,17,15,14,16,14,14,13,20,16,6,7,8,10,10,10,4,5,6,3,3,5,7,0,4,4,5,3,0,3,1,3,0,0,0,1,0,0,1,0,0,0,0
"E01000925",1563,28,34,18,19,16,17,19,20,24,39,35,29,33,17,23,19,21,22,21,28,26,22,20,36,35,30,22,30,26,19,19,25,24,23,16,19,19,13,31,19,26,16,30,16,33,16,20,14,13,16,24,16,14,12,13,14,21,17,23,12,11,17,10,14,8,11,12,11,12,3,9,6,11,7,10,9,7,10,8,7,14,3,2,7,2,5,3,6,0,1,2,2,0,0,0,0,0,0,0,0,1
"E01000926",1791,13,30,20,16,12,12,13,14,17,17,12,21,13,13,10,21,13,10,12,18,32,32,44,41,33,38,31,28,49,134,150,113,71,54,68,22,23,11,24,18,22,17,17,34,29,15,19,21,16,17,15,15,9,16,8,13,10,13,5,6,6,9,6,13,6,7,6,10,7,5,4,4,8,7,6,6,3,6,2,3,3,4,0,5,1,2,4,1,2,1,2,0,1,0,0,0,0,1,0,0,0
"E01000927",1738,36,18,19,21,13,12,19,19,17,6,10,11,11,10,14,6,7,11,13,13,21,36,35,40,46,54,45,65,39,43,48,49,43,34,34,54,25,32,16,41,41,28,22,25,17,16,23,23,18,10,18,15,16,12,20,25,18,16,15,18,18,13,14,13,15,12,18,19,8,16,6,16,3,6,2,10,12,10,2,6,6,7,5,3,3,2,1,2,1,0,1,1,0,0,0,2,1,0,2,0,0
"E01000928",1681,13,23,26,20,23,11,26,16,18,17,15,18,16,28,21,13,19,16,12,16,18,14,17,22,24,25,30,38,37,38,37,35,33,36,33,27,30,29,25,28,26,26,25,21,20,29,25,18,23,25,13,26,26,17,11,26,13,31,16,14,12,11,25,14,18,27,14,12,13,14,7,5,10,5,7,3,6,12,5,8,11,7,13,3,8,3,2,5,6,3,4,2,1,0,2,4,2,1,0,1,1
"E01000929",1675,24,25,32,32,21,27,25,30,23,22,32,19,20,19,33,31,22,22,16,20,13,23,23,23,25,26,27,28,27,29,30,23,23,27,24,18,27,33,23,28,31,19,32,35,24,25,24,16,27,20,23,13,7,21,16,20,17,27,18,11,10,18,15,19,16,8,19,8,17,10,11,8,13,4,6,7,6,4,3,4,6,3,6,4,5,5,4,2,2,4,3,2,2,0,0,0,0,0,0,0,0
"E01000930",1910,32,26,26,16,26,15,24,21,17,23,13,13,20,14,17,21,7,10,9,20,14,25,24,33,36,43,58,58,47,46,38,45,34,36,40,36,27,27,27,22,25,23,34,24,18,19,16,20,11,24,19,17,17,17,10,13,19,12,24,15,16,24,30,31,24,20,11,13,23,21,14,15,7,14,13,13,16,14,20,12,7,7,6,6,10,6,12,14,6,7,5,3,0,1,1,2,0,2,1,0,0
"E01000931",1910,27,31,25,20,30,23,24,19,22,9,13,18,14,13,20,13,18,27,25,9,21,26,26,35,37,51,71,51,46,46,59,48,60,41,37,34,37,30,33,28,29,26,31,34,27,35,17,28,30,22,15,13,11,17,12,18,12,13,13,20,13,14,11,22,22,18,9,15,13,2,11,5,7,5,8,10,12,7,11,8,8,7,6,4,4,3,5,2,2,4,0,0,0,0,2,0,0,0,0,0,0
"E01000932",1838,24,22,21,9,16,11,6,11,7,8,5,6,2,7,6,7,8,9,8,7,13,15,24,42,42,58,60,93,106,67,72,64,66,43,57,48,58,37,32,25,34,15,41,20,27,25,18,12,17,16,17,14,21,10,22,12,12,12,15,11,17,27,19,13,20,9,10,12,5,10,5,10,7,5,11,7,3,10,3,7,2,7,4,4,7,4,0,1,1,2,2,0,0,0,1,0,0,0,0,0,0
"E01000933",1671,22,21,14,13,7,14,10,9,7,8,4,13,7,12,6,12,10,7,9,6,24,15,19,36,46,52,46,48,74,59,56,47,56,60,42,35,38,37,39,23,16,28,24,18,25,18,17,24,22,19,15,12,15,10,10,18,8,14,17,11,13,22,18,20,21,13,10,17,10,7,8,9,10,5,6,7,6,5,5,7,3,5,8,1,5,6,2,3,4,3,1,2,0,1,2,2,0,0,0,0,0
"E01000934",1619,22,24,20,24,23,23,25,20,22,14,14,12,18,16,15,17,17,9,18,17,17,20,28,27,23,30,32,27,39,32,36,48,37,30,25,26,30,20,27,26,27,14,16,30,21,23,11,22,20,19,23,13,26,13,16,15,13,12,16,13,11,14,18,14,11,8,12,11,11,14,9,5,17,13,6,6,8,8,11,9,15,5,14,6,6,6,8,6,3,2,1,4,4,4,1,0,2,0,1,0,2
"E01000935",1415,22,21,23,24,26,31,29,29,33,23,25,21,17,15,19,10,17,10,7,6,12,21,22,14,15,18,28,26,30,28,34,39,31,25,25,27,21,20,30,30,27,18,31,24,18,17,19,19,19,19,9,21,18,19,8,19,15,13,6,15,8,9,12,11,13,13,9,6,4,5,6,3,3,6,2,9,3,3,4,2,2,7,1,4,3,3,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0
"E01000936",1839,14,22,12,23,15,32,38,18,16,16,11,24,16,26,19,12,35,18,77,121,80,44,79,71,43,62,61,45,46,34,25,24,34,27,20,39,17,24,26,25,21,11,22,19,25,25,8,12,12,12,7,16,8,13,6,11,10,16,5,14,9,9,15,24,7,7,9,6,0,6,8,5,7,5,2,6,3,7,4,5,5,3,5,1,1,1,3,2,2,1,4,1,0,1,0,0,1,0,0,0,0
"E01000937",1504,20,8,14,9,15,11,14,15,9,5,4,5,2,1,7,4,7,7,82,151,78,75,64,63,75,59,49,37,41,30,34,28,28,21,29,24,14,11,31,15,13,14,9,13,11,10,9,8,9,14,12,9,5,9,6,7,7,11,6,6,4,8,7,12,7,4,5,6,2,2,6,6,5,2,5,9,2,2,1,0,3,1,1,4,4,1,2,3,1,1,0,0,2,0,0,1,0,1,0,0,0
"E01000938",1752,14,27,26,35,17,24,24,52,32,40,13,7,12,11,25,3,5,13,9,59,66,70,75,70,45,59,58,56,40,51,36,36,26,22,20,43,25,31,28,38,14,27,13,17,13,17,16,22,17,12,14,15,10,12,9,8,11,10,9,14,4,8,14,9,7,5,6,6,8,6,2,6,4,3,5,9,2,6,2,2,2,0,5,0,2,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"E01000939",1223,11,12,14,9,22,20,21,21,23,18,15,20,15,16,17,22,9,15,24,32,72,42,32,34,29,20,13,22,14,22,13,18,15,16,13,18,12,25,23,19,13,22,8,18,13,14,14,8,8,12,8,16,9,18,12,11,10,10,3,8,8,5,13,13,5,5,6,6,4,4,8,9,8,13,3,4,4,3,7,2,2,5,1,3,0,4,4,3,2,2,2,2,0,0,0,0,0,0,0,0,0
"E01000940",1130,20,16,11,12,15,9,6,16,7,11,9,15,14,12,13,5,11,9,12,18,19,25,35,21,30,30,34,26,29,28,38,27,33,22,18,26,17,16,25,8,14,16,15,9,9,9,10,10,8,8,10,15,15,7,7,5,7,14,5,11,6,12,13,4,12,4,6,7,6,10,6,3,13,5,7,8,10,4,4,8,2,7,1,3,0,0,5,6,0,1,1,0,0,0,0,1,0,0,3,0,0
"E01000941",1230,14,19,12,17,15,12,14,19,13,14,17,19,9,18,9,9,22,9,8,6,22,23,23,23,24,24,21,27,18,23,23,20,12,15,17,31,23,18,22,21,20,18,21,18,19,21,18,18,18,16,20,25,19,10,11,16,9,13,14,15,10,15,6,17,8,12,6,4,2,5,6,10,5,9,4,3,5,3,1,8,7,5,8,5,2,5,5,2,1,0,2,1,1,0,0,0,2,0,1,0,0
"E01000942",2111,14,10,3,7,7,6,7,4,11,3,7,6,1,8,7,4,2,5,188,383,258,122,112,60,33,45,44,41,46,29,30,24,20,33,23,15,18,18,13,16,24,19,21,7,21,17,16,15,13,6,13,9,6,15,12,9,13,13,5,11,6,10,8,9,15,9,7,10,3,6,5,9,7,5,5,8,1,8,1,5,5,5,10,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"E01000943",1054,8,5,6,7,4,3,4,8,4,5,11,9,7,7,3,6,5,4,12,24,58,44,38,23,31,40,27,38,22,19,35,24,30,29,27,15,20,20,14,15,19,15,12,13,11,7,15,11,10,12,13,16,10,5,8,6,10,15,1,10,15,9,7,8,7,7,4,6,3,3,4,2,7,5,3,1,2,9,4,4,3,1,2,3,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"E01000944",1899,19,11,14,15,15,21,16,24,16,24,20,17,11,21,16,12,21,15,27,100,156,115,196,111,57,28,31,30,27,20,23,29,21,11,20,13,21,14,17,10,31,22,24,19,13,11,24,17,24,22,16,18,14,14,14,14,13,6,10,5,15,7,8,14,10,2,8,8,6,5,6,5,3,4,7,9,5,9,1,3,9,4,1,5,1,5,3,3,3,5,2,0,1,3,0,1,1,1,0,0,0
"E01000945",1821,15,13,22,24,20,25,13,21,20,25,12,13,5,7,19,14,6,5,70,182,166,92,72,76,37,48,33,53,24,36,31,16,16,23,26,30,32,30,19,32,22,14,17,11,17,19,10,13,13,15,12,15,8,11,12,7,9,9,10,9,7,5,9,6,9,10,12,6,10,5,9,3,4,3,3,9,2,2,6,3,4,4,4,2,1,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"E01000946",1516,13,25,15,12,11,12,12,8,17,9,12,15,17,15,12,9,13,12,18,30,32,38,38,34,25,23,36,34,30,38,43,45,37,21,27,23,23,28,17,21,25,21,26,27,14,15,23,15,21,10,20,8,17,13,15,17,11,13,11,11,17,15,19,12,16,12,10,10,9,10,14,12,11,7,6,5,16,6,4,4,13,9,10,3,3,7,6,2,2,6,2,0,1,1,1,1,0,0,0,1,0
"E01000947",1954,13,13,10,17,10,13,15,9,11,8,11,13,12,13,10,11,18,12,10,45,86,73,60,67,51,64,44,54,52,59,109,115,51,46,41,35,29,31,25,24,22,19,27,14,11,21,19,28,27,28,21,27,29,20,13,12,12,13,10,11,14,11,10,14,12,14,5,5,7,8,9,5,8,6,2,8,4,2,9,2,5,2,0,4,2,4,3,0,0,1,2,0,2,0,0,0,0,0,0,0,0
"E01000948",1736,16,20,12,14,23,19,14,14,17,15,15,11,17,20,12,9,10,9,11,18,14,15,19,40,36,37,32,67,38,44,44,38,38,43,28,31,33,23,16,35,23,29,29,24,37,17,18,19,24,30,24,16,19,18,23,16,27,17,20,15,10,15,19,19,16,18,17,14,10,18,15,9,13,13,10,11,12,1,16,5,9,9,9,7,3,2,3,0,2,4,2,3,4,1,0,1,0,2,2,0,0
"E01000949",1633,22,21,20,25,19,26,20,26,21,10,15,13,17,17,23,16,28,11,17,23,36,39,30,29,23,27,29,24,24,23,24,26,19,18,20,30,26,34,26,27,26,29,37,26,27,40,30,22,21,24,26,10,22,15,22,20,10,15,14,18,12,11,16,8,10,9,13,8,7,8,9,5,6,3,9,7,10,8,7,5,12,5,10,4,9,8,8,7,5,2,5,1,1,0,4,1,1,1,0,0,0
"E01000950",1431,22,18,25,13,24,34,31,15,19,16,24,19,15,18,16,22,14,12,17,31,50,48,45,27,30,38,24,24,17,18,24,26,19,14,15,23,24,24,18,18,18,19,22,17,19,26,33,14,20,14,19,16,10,9,17,13,9,18,13,17,5,15,8,5,10,9,5,7,3,10,4,8,2,3,4,8,4,5,6,3,9,2,2,4,6,1,3,1,1,0,0,0,2,0,0,0,1,0,0,1,0
"E01000951",1538,21,20,18,20,28,21,24,18,19,22,18,27,12,17,14,21,14,20,15,24,64,71,71,31,27,46,23,29,25,18,30,22,12,20,25,22,24,24,17,16,18,18,15,28,14,19,19,15,22,14,20,10,11,11,13,15,10,6,14,10,12,10,10,3,5,11,5,7,13,5,13,7,4,5,4,6,8,9,8,7,16,8,6,4,6,1,7,8,3,4,3,4,2,0,1,0,0,1,0,0,0
"E01000952",1729,16,23,17,22,20,17,11,23,15,15,30,23,24,21,21,28,20,20,9,32,70,79,66,57,44,40,28,37,32,34,28,29,17,20,27,18,25,29,19,20,30,23,26,19,22,25,13,25,21,17,18,8,19,24,14,13,10,15,21,8,12,8,7,8,10,11,11,7,15,13,9,9,9,11,7,8,7,7,6,10,4,9,7,5,4,1,4,3,1,1,5,0,0,1,1,1,0,0,0,0,0
"E01000953",1643,14,23,25,22,19,16,19,28,17,14,14,18,18,12,19,16,23,19,20,35,61,49,44,24,36,29,31,38,30,29,33,30,20,19,22,18,21,21,24,16,19,24,26,18,22,20,16,14,19,9,23,20,17,15,18,11,20,15,18,14,10,15,14,16,15,17,14,17,9,10,14,18,10,15,12,7,8,9,10,11,9,8,4,7,2,3,2,3,1,5,2,0,0,0,0,0,0,0,0,0,2
"E01000954",1656,22,33,36,35,40,30,32,34,38,35,24,23,23,22,22,13,23,21,26,28,27,42,31,28,27,27,23,25,36,19,18,22,27,25,24,28,26,18,31,25,27,17,21,21,27,22,24,23,15,19,17,25,15,13,11,10,5,11,13,12,19,10,7,12,9,8,5,8,7,8,3,7,7,6,6,9,4,12,8,4,5,10,4,6,6,6,5,2,5,5,0,4,0,0,1,0,0,0,0,0,1
"E01000955",1595,16,21,45,15,21,13,21,19,12,24,47,15,11,17,23,22,16,19,19,50,55,57,52,38,29,19,16,19,20,17,16,11,19,22,21,45,12,16,43,13,18,26,28,21,18,21,25,23,21,19,16,14,15,16,13,12,7,16,20,16,17,13,9,9,15,9,8,6,8,8,5,6,7,6,6,19,11,8,10,7,7,7,7,10,1,6,1,3,6,4,2,2,0,1,0,0,0,0,0,0,0
"E01000956",1532,23,13,24,23,21,21,26,27,29,20,32,15,19,21,16,15,7,20,17,32,62,56,38,41,36,36,22,36,46,29,45,28,24,28,31,22,28,18,18,27,19,28,18,21,24,13,20,19,15,14,22,16,8,10,12,15,9,9,11,9,12,7,9,7,5,5,9,7,8,1,7,4,3,3,4,4,7,3,1,4,3,2,2,3,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"E01000957",1729,23,26,17,20,31,17,13,21,12,11,14,18,21,13,17,20,13,10,12,23,40,46,42,41,44,52,41,44,43,55,39,48,42,35,40,26,35,27,37,23,20,22,40,24,14,21,19,16,15,20,14,20,21,21,18,14,11,11,16,18,12,17,18,14,15,10,3,8,9,13,4,5,8,5,5,8,7,4,5,5,7,1,3,2,4,1,1,2,4,0,1,1,0,0,0,0,0,0,0,0,0
"E01000958",2264,19,58,24,16,22,29,21,23,19,20,34,31,19,28,17,21,13,24,60,88,104,66,82,59,51,63,68,43,51,44,68,91,76,66,43,39,42,25,29,24,22,31,26,22,21,22,18,25,29,28,18,14,16,30,13,14,9,13,17,5,10,6,7,6,11,12,11,5,5,4,6,7,8,4,6,9,4,3,3,1,6,1,0,5,1,3,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0
"E01000959",1670,22,10,17,23,28,19,23,13,21,16,20,12,23,16,12,19,16,15,15,40,60,81,49,45,40,46,41,37,26,30,24,16,22,21,25,21,15,26,23,13,21,22,28,16,11,11,23,39,10,25,16,18,18,19,12,16,12,10,21,13,12,12,10,13,8,9,6,5,6,7,7,10,11,10,18,11,9,17,11,7,14,6,5,5,6,5,7,4,4,2,1,4,2,1,2,0,0,1,0,0,0
"E01000960",1774,37,26,21,21,18,17,20,14,21,14,14,24,16,9,14,14,10,9,14,6,20,21,24,25,42,35,46,59,50,54,60,62,68,42,40,37,46,37,27,41,26,25,29,16,20,24,24,12,21,15,13,17,9,15,12,11,10,13,11,10,11,12,21,19,9,14,20,8,9,9,8,6,8,8,10,12,2,11,5,3,8,7,9,5,7,5,3,1,0,5,4,2,1,0,2,1,0,0,0,0,1
"E01000961",1591,23,24,27,26,31,25,22,23,23,23,21,20,11,14,28,22,22,12,19,11,17,20,24,30,25,32,26,22,43,38,24,34,30,30,30,30,33,24,18,22,25,25,18,22,21,21,22,17,12,22,24,11,20,15,19,11,15,15,7,13,16,8,11,13,14,14,13,9,6,13,4,8,9,6,8,7,8,6,3,8,4,6,5,2,9,6,5,7,3,7,11,1,1,0,1,0,1,2,0,0,2
