"GeographyCode","QS801EW0001","QS801EW0002","QS801EW0003","QS801EW0004","QS801EW0005","QS801EW0006","QS801EW0007","QS801EW0008","QS801EW0009","QS801EW0010","QS801EW0011","QS801EW0012","QS801EW0013"
"E01000927",1738,1156,2,5,29,36,52,55,98,48,81,124,52
"E01000928",1681,1165,0,14,39,43,49,82,116,41,43,63,26
"E01000929",1675,883,2,8,31,46,59,109,241,68,80,100,48
"E01000930",1910,888,5,18,65,61,86,89,203,111,139,157,88
"E01000931",1910,1012,2,14,44,59,48,77,227,90,129,147,61
"E01000932",1838,1020,4,9,33,51,69,86,151,78,154,111,72
"E01000933",1671,935,3,5,34,56,60,74,149,90,97,115,53
"E01000934",1619,764,5,20,34,45,59,99,189,89,96,147,72
"E01000935",1415,772,0,4,26,41,43,98,213,67,57,59,35
"E01000936",1839,928,0,4,12,35,54,90,163,62,96,160,235
"E01000937",1504,608,1,5,5,22,23,51,76,58,104,185,366
"E01000938",1752,850,0,3,12,37,47,84,119,79,146,296,79
"E01000939",1223,640,0,8,11,30,55,117,141,31,40,117,33
"E01000940",1130,519,3,3,11,31,43,77,71,27,54,178,113
"E01000941",1230,695,1,9,11,31,56,104,150,37,53,57,26
"E01000942",2111,1083,2,3,9,30,46,40,111,55,95,209,428
"E01000943",1054,491,1,2,12,16,39,45,78,38,53,143,136
"E01000944",1899,987,1,7,18,23,44,98,190,42,194,242,53
"E01000945",1821,899,0,5,20,35,55,78,183,60,157,161,168
"E01000946",1516,786,12,19,15,43,33,68,180,50,98,125,87
"E01000947",1954,1025,7,5,21,35,48,80,137,72,97,309,118
"E01000948",1736,1041,7,11,35,39,52,70,143,66,87,119,66
"E01000949",1633,1072,2,4,4,39,41,80,155,80,53,75,28
"E01000950",1431,725,1,6,14,35,76,120,221,66,48,77,42
"E01000951",1538,883,4,7,22,28,38,96,204,58,55,89,54
"E01000952",1729,1033,2,10,20,53,46,119,188,55,56,84,63
"E01000953",1643,900,3,12,30,69,53,123,184,65,65,89,50
"E01000954",1656,1011,0,6,23,25,33,109,210,64,56,65,54
"E01000955",1595,973,0,6,19,26,29,100,203,38,66,80,55
"E01000956",1532,781,0,4,15,18,50,123,186,94,81,117,63
"E01000957",1729,958,1,6,23,38,44,102,179,83,101,110,84
"E01000958",2264,1278,0,9,21,31,40,112,245,87,127,198,116
"E01000959",1670,1028,1,9,30,33,38,115,159,57,46,112,42
"E01000960",1774,826,7,12,29,37,44,73,168,99,161,200,118
"E01000961",1591,815,16,13,16,33,48,88,195,70,73,144,80
"E01000962",1592,787,9,4,17,32,45,56,125,72,169,177,99
"E01000963",1923,612,18,11,27,40,66,87,183,80,168,398,233
"E01000964",1577,840,12,16,10,39,40,80,164,62,105,148,61
"E01000965",1522,870,10,9,18,30,36,58,131,73,95,123,69
"E01000966",1512,793,7,10,21,24,52,66,113,75,129,150,72
"E01000967",1409,753,9,12,23,25,61,67,144,64,71,106,74
"E01000968",1505,901,5,6,25,40,33,54,113,57,101,107,63
"E01000969",2032,1031,10,6,18,37,56,61,186,99,202,202,124
"E01000970",1444,855,1,2,8,28,46,62,94,56,106,122,64
"E01000971",1478,958,6,9,14,38,49,71,90,35,65,102,41
"E01000972",2009,1041,3,7,39,48,62,106,217,81,117,169,119
"E01000973",1885,1068,4,3,22,37,51,99,155,83,127,161,75
"E01000974",1707,986,3,9,40,54,46,86,146,82,76,130,49
