UID,Price,Date,Street,District,Region,Postcode,oseast1m,osnrth1m
597006,450000,06/30/2015 0:00,ROWLEY WAY,CAMDEN,GREATER LONDON,NW80SF,525903,183844
927517,450000,06/26/2015 0:00,BIRKENHEAD STREET,CAMDEN,GREATER LONDON,WC1H8BJ,530408,182837
927526,450000,03/31/2015 0:00,CROMER STREET,CAMDEN,GREATER LONDON,WC1H8LB,530338,182638
593074,449950,03/27/2015 0:00,MARQUIS ROAD,CAMDEN,GREATER LONDON,NW19UD,529939,184560
593409,449950,01/09/2015 0:00,WESTBERE ROAD,CAMDEN,GREATER LONDON,NW23SP,524620,185206
595471,448000,03/24/2015 0:00,HAVERSTOCK ROAD,CAMDEN,GREATER LONDON,NW54QX,527962,185268
927564,447000,05/15/2015 0:00,SANDWICH STREET,CAMDEN,GREATER LONDON,WC1H9PR,530091,182626
592115,445000,10/09/2015 0:00,ST PANCRAS WAY,CAMDEN,GREATER LONDON,NW10QH,529549,183869
594516,445000,06/11/2015 0:00,FROGNAL,CAMDEN,GREATER LONDON,NW36AG,526272,185148
595151,445000,12/18/2015 0:00,CHETWYND ROAD,CAMDEN,GREATER LONDON,NW51BX,528726,185964
595163,445000,03/23/2015 0:00,TWISDEN ROAD,CAMDEN,GREATER LONDON,NW51DN,528752,185886
595781,445000,07/03/2015 0:00,CANFIELD PLACE,CAMDEN,GREATER LONDON,NW63BT,526216,184708
595892,445000,08/27/2015 0:00,BELSIZE ROAD,CAMDEN,GREATER LONDON,NW64AH,525947,183920
927571,445000,07/08/2015 0:00,JUDD STREET,CAMDEN,GREATER LONDON,WC1H9QS,530220,182479
927653,445000,08/07/2015 0:00,BOSWELL STREET,CAMDEN,GREATER LONDON,WC1N3PZ,530497,181825
595957,444000,07/20/2015 0:00,WEST END LANE,CAMDEN,GREATER LONDON,NW64QA,525438,184024
594123,443000,02/19/2015 0:00,TANZA ROAD,CAMDEN,GREATER LONDON,NW32UA,527614,185890
595977,442500,03/12/2015 0:00,KINGSGATE ROAD,CAMDEN,GREATER LONDON,NW64TD,525271,184039
927560,442500,10/02/2015 0:00,JUDD STREET,CAMDEN,GREATER LONDON,WC1H9NU,530177,182666
595673,442000,04/24/2015 0:00,MINTON MEWS,CAMDEN,GREATER LONDON,NW61XX,525819,184947
593402,441000,05/12/2015 0:00,MINSTER ROAD,CAMDEN,GREATER LONDON,NW23SD,524389,185149
595622,441000,11/16/2015 0:00,HILLFIELD ROAD,CAMDEN,GREATER LONDON,NW61QD,524894,185230
593018,440527,01/27/2015 0:00,CAMDEN ROAD,CAMDEN,GREATER LONDON,NW19EX,529285,184429
592076,440000,03/27/2015 0:00,PLENDER STREET,CAMDEN,GREATER LONDON,NW10DB,529402,183649
593012,440000,03/31/2015 0:00,SOUTH VILLAS,CAMDEN,GREATER LONDON,NW19BS,529816,184655
594026,440000,03/23/2015 0:00,ETON COLLEGE ROAD,CAMDEN,GREATER LONDON,NW32DN,527979,184519
594068,440000,04/23/2015 0:00,SAVERNAKE ROAD,CAMDEN,GREATER LONDON,NW32LG,527807,185677
594191,440000,04/07/2015 0:00,FELLOWS ROAD,CAMDEN,GREATER LONDON,NW33JH,526948,184350
594246,440000,07/03/2015 0:00,BELSIZE AVENUE,CAMDEN,GREATER LONDON,NW34BL,526971,184982
594445,440000,06/19/2015 0:00,FINCHLEY ROAD,CAMDEN,GREATER LONDON,NW35HN,526221,184901
595322,440000,09/23/2015 0:00,PECKWATER STREET,CAMDEN,GREATER LONDON,NW52UD,529302,185095
595456,440000,07/21/2015 0:00,SOUTHAMPTON ROAD,CAMDEN,GREATER LONDON,NW54JU,527826,185296
595501,440000,08/07/2015 0:00,HOLMDALE ROAD,CAMDEN,GREATER LONDON,NW61BN,525267,185098
595960,440000,07/15/2015 0:00,KILBURN VALE,CAMDEN,GREATER LONDON,NW64QP,525492,183724
595962,440000,09/17/2015 0:00,KILBURN VALE,CAMDEN,GREATER LONDON,NW64QR,525504,183743
597003,440000,08/26/2015 0:00,DORMAN WAY,CAMDEN,GREATER LONDON,NW80SB,526541,183966
927532,440000,03/06/2015 0:00,FLAXMAN TERRACE,CAMDEN,GREATER LONDON,WC1H9AP,529951,182598
927703,440000,03/24/2015 0:00,GRAYS INN ROAD,CAMDEN,GREATER LONDON,WC1X8EB,530627,182634
596997,439950,04/01/2015 0:00,BOLTON ROAD,CAMDEN,GREATER LONDON,NW80RJ,525885,183561
593375,438000,08/06/2015 0:00,FORDWYCH ROAD,CAMDEN,GREATER LONDON,NW23NJ,524480,185113
595844,436500,07/03/2015 0:00,PRIORY ROAD,CAMDEN,GREATER LONDON,NW63NH,525641,184116
595309,436000,09/24/2015 0:00,LEIGHTON ROAD,CAMDEN,GREATER LONDON,NW52RG,529479,185170
596998,435555,04/01/2015 0:00,BOLTON ROAD,CAMDEN,GREATER LONDON,NW80RJ,525885,183561
592923,435000,02/13/2015 0:00,REGENTS PARK ROAD,CAMDEN,GREATER LONDON,NW17TX,528377,183763
593395,435000,03/23/2015 0:00,MINSTER ROAD,CAMDEN,GREATER LONDON,NW23RA,524357,185178
594441,435000,06/25/2015 0:00,FINCHLEY ROAD,CAMDEN,GREATER LONDON,NW35ES,526538,184499
594548,435000,01/30/2015 0:00,FINCHLEY ROAD,CAMDEN,GREATER LONDON,NW36HQ,525816,185246
595141,435000,12/18/2015 0:00,HIGHGATE ROAD,CAMDEN,GREATER LONDON,NW51AS,528955,185356
595327,435000,10/30/2015 0:00,MONTPELIER GROVE,CAMDEN,GREATER LONDON,NW52XE,529334,185399
595410,435000,07/24/2015 0:00,BARRINGTON CLOSE,CAMDEN,GREATER LONDON,NW54AG,528153,185409
595412,435000,10/02/2015 0:00,KILN PLACE,CAMDEN,GREATER LONDON,NW54AL,528336,185490
595464,435000,09/21/2015 0:00,WEEDINGTON ROAD,CAMDEN,GREATER LONDON,NW54PJ,528274,185235
595788,435000,07/03/2015 0:00,COMPAYNE GARDENS,CAMDEN,GREATER LONDON,NW63DJ,526090,184598
597007,435000,10/23/2015 0:00,ROWLEY WAY,CAMDEN,GREATER LONDON,NW80SF,525903,183844
515665,434500,05/22/2015 0:00,OAKESHOTT AVENUE,CAMDEN,GREATER LONDON,N66EB,528481,186824
594499,433334,06/05/2015 0:00,NETHERHALL GARDENS,CAMDEN,GREATER LONDON,NW35TP,526376,185174
595801,433000,01/05/2015 0:00,GOLDHURST TERRACE,CAMDEN,GREATER LONDON,NW63EU,526186,184120
592140,432000,07/16/2015 0:00,WEAVERS WAY,CAMDEN,GREATER LONDON,NW10XG,529645,183936
595922,432000,03/16/2015 0:00,MESSINA AVENUE,CAMDEN,GREATER LONDON,NW64LD,525126,184176
595515,431000,07/20/2015 0:00,FORTUNE GREEN ROAD,CAMDEN,GREATER LONDON,NW61DJ,525145,185634
592590,430000,10/16/2015 0:00,OAKLEY SQUARE,CAMDEN,GREATER LONDON,NW11NH,529281,183233
593075,430000,10/15/2015 0:00,AGAR GROVE,CAMDEN,GREATER LONDON,NW19UG,529780,184382
593086,430000,06/22/2015 0:00,CANTELOWES ROAD,CAMDEN,GREATER LONDON,NW19XU,529798,184584
593428,430000,09/04/2015 0:00,FORDWYCH ROAD,CAMDEN,GREATER LONDON,NW23TL,524581,185030
594059,430000,02/27/2015 0:00,SAVERNAKE ROAD,CAMDEN,GREATER LONDON,NW32JP,527860,185719
595586,430000,09/10/2015 0:00,MILL LANE,CAMDEN,GREATER LONDON,NW61LX,524782,185090
595864,430000,08/07/2015 0:00,WOODCHURCH ROAD,CAMDEN,GREATER LONDON,NW63PN,525536,184262
595909,430000,01/12/2015 0:00,FAIRFAX ROAD,CAMDEN,GREATER LONDON,NW64ES,526366,184316
595982,430000,04/02/2015 0:00,HILGROVE ROAD,CAMDEN,GREATER LONDON,NW64TL,526597,184154
595983,430000,05/12/2015 0:00,HILGROVE ROAD,CAMDEN,GREATER LONDON,NW64TL,526597,184154
927519,430000,08/17/2015 0:00,CROMER STREET,CAMDEN,GREATER LONDON,WC1H8DF,530311,182658
595736,427000,01/16/2015 0:00,DYNHAM ROAD,CAMDEN,GREATER LONDON,NW62NR,525278,184319
592586,426500,05/29/2015 0:00,CHURCHWAY,CAMDEN,GREATER LONDON,NW11LS,529781,182807
595577,426000,07/28/2015 0:00,WEST END LANE,CAMDEN,GREATER LONDON,NW61LJ,525469,185205
515666,425000,06/26/2015 0:00,OAKESHOTT AVENUE,CAMDEN,GREATER LONDON,N66EB,528481,186824
515678,425000,06/03/2015 0:00,THE GROVE,CAMDEN,GREATER LONDON,N66LD,528213,187426
592644,425000,04/30/2015 0:00,HARRINGTON STREET,CAMDEN,GREATER LONDON,NW13SD,529133,183009
593058,425000,03/24/2015 0:00,MURRAY STREET,CAMDEN,GREATER LONDON,NW19RE,529603,184366
593082,425000,01/27/2015 0:00,CANTELOWES ROAD,CAMDEN,GREATER LONDON,NW19XP,529917,184437
594042,425000,12/22/2015 0:00,MAITLAND PARK ROAD,CAMDEN,GREATER LONDON,NW32HB,527946,184795
594049,425000,02/09/2015 0:00,MANSFIELD ROAD,CAMDEN,GREATER LONDON,NW32HU,528008,185521
594447,425000,02/27/2015 0:00,FINCHLEY ROAD,CAMDEN,GREATER LONDON,NW35HN,526221,184901
594449,425000,05/19/2015 0:00,SUMPTER CLOSE,CAMDEN,GREATER LONDON,NW35JR,526386,184713
594525,425000,05/28/2015 0:00,FROGNAL,CAMDEN,GREATER LONDON,NW36AR,526239,185128
594543,425000,06/30/2015 0:00,LITHOS ROAD,CAMDEN,GREATER LONDON,NW36DX,526061,184951
595164,425000,01/23/2015 0:00,TWISDEN ROAD,CAMDEN,GREATER LONDON,NW51DN,528752,185886
595204,425000,09/28/2015 0:00,ST ALBANS ROAD,CAMDEN,GREATER LONDON,NW51RH,528651,186484
595321,425000,11/13/2015 0:00,PECKWATER STREET,CAMDEN,GREATER LONDON,NW52UD,529302,185095
595344,425000,02/20/2015 0:00,HOLMES ROAD,CAMDEN,GREATER LONDON,NW53AN,528792,185033
595403,425000,05/01/2015 0:00,PRINCE OF WALES ROAD,CAMDEN,GREATER LONDON,NW53QB,528075,184582
595465,425000,09/21/2015 0:00,WEEDINGTON ROAD,CAMDEN,GREATER LONDON,NW54PJ,528274,185235
595701,425000,10/20/2015 0:00,LOVERIDGE ROAD,CAMDEN,GREATER LONDON,NW62DT,524896,184689
595724,425000,05/01/2015 0:00,WEST END LANE,CAMDEN,GREATER LONDON,NW62LX,525519,184485
595725,425000,09/30/2015 0:00,WEST END LANE,CAMDEN,GREATER LONDON,NW62NA,525474,184378
595919,425000,05/15/2015 0:00,MESSINA AVENUE,CAMDEN,GREATER LONDON,NW64LD,525126,184176
595973,425000,01/16/2015 0:00,KINGSGATE PLACE,CAMDEN,GREATER LONDON,NW64TA,525211,183957
595229,424250,10/08/2015 0:00,INGESTRE ROAD,CAMDEN,GREATER LONDON,NW51XE,528880,185793
593367,423500,09/25/2015 0:00,FORDWYCH ROAD,CAMDEN,GREATER LONDON,NW23NG,524299,185358
592104,422500,05/08/2015 0:00,BARKER DRIVE,CAMDEN,GREATER LONDON,NW10JE,529564,184072
592637,422000,11/16/2015 0:00,VARNDELL STREET,CAMDEN,GREATER LONDON,NW13QD,529051,182791
594446,422000,10/20/2015 0:00,FINCHLEY ROAD,CAMDEN,GREATER LONDON,NW35HN,526221,184901
597012,421000,05/19/2015 0:00,ROWLEY WAY,CAMDEN,GREATER LONDON,NW80SQ,525939,183864
592581,420000,11/06/2015 0:00,OSSULSTON STREET,CAMDEN,GREATER LONDON,NW11HP,529848,182875
592840,420000,11/11/2015 0:00,OVAL ROAD,CAMDEN,GREATER LONDON,NW17BJ,528512,183970
593021,420000,09/17/2015 0:00,CAMDEN ROAD,CAMDEN,GREATER LONDON,NW19HE,529667,184764
593046,420000,11/24/2015 0:00,ST PANCRAS WAY,CAMDEN,GREATER LONDON,NW19NB,529104,184411
593076,420000,10/16/2015 0:00,AGAR GROVE,CAMDEN,GREATER LONDON,NW19UG,529780,184382
594193,420000,07/01/2015 0:00,FELLOWS ROAD,CAMDEN,GREATER LONDON,NW33JH,526948,184350
595234,420000,08/03/2015 0:00,BARTHOLOMEW ROAD,CAMDEN,GREATER LONDON,NW52AH,529253,184615
595740,420000,12/01/2015 0:00,DYNHAM ROAD,CAMDEN,GREATER LONDON,NW62NR,525278,184319
595870,420000,03/27/2015 0:00,BROADHURST GARDENS,CAMDEN,GREATER LONDON,NW63QR,525998,184629
597002,420000,02/27/2015 0:00,DORMAN WAY,CAMDEN,GREATER LONDON,NW80SB,526541,183966
927635,420000,01/22/2015 0:00,COSMO PLACE,CAMDEN,GREATER LONDON,WC1N3AP,530342,181922
596954,419000,12/11/2015 0:00,ALEXANDRA ROAD,CAMDEN,GREATER LONDON,NW80DR,526453,184025
593371,418500,10/05/2015 0:00,FORDWYCH ROAD,CAMDEN,GREATER LONDON,NW23NH,524202,185487
595387,418000,06/26/2015 0:00,PRINCE OF WALES ROAD,CAMDEN,GREATER LONDON,NW53LA,528862,184725
927478,418000,06/17/2015 0:00,UNIVERSITY STREET,CAMDEN,GREATER LONDON,WC1E6JW,529387,182137
594372,417500,11/12/2015 0:00,BELSIZE GROVE,CAMDEN,GREATER LONDON,NW34TT,527373,184973
595963,417500,09/11/2015 0:00,KILBURN VALE,CAMDEN,GREATER LONDON,NW64QR,525504,183743
595305,417000,12/01/2015 0:00,LEIGHTON ROAD,CAMDEN,GREATER LONDON,NW52RB,529460,185208
594318,416500,09/29/2015 0:00,HOWITT CLOSE,CAMDEN,GREATER LONDON,NW34LX,527257,184806
592099,415000,05/28/2015 0:00,CAROL STREET,CAMDEN,GREATER LONDON,NW10HT,529087,183871
592105,415000,09/14/2015 0:00,CAMDEN HIGH STREET,CAMDEN,GREATER LONDON,NW10JH,529171,183474
592139,415000,11/02/2015 0:00,WEAVERS WAY,CAMDEN,GREATER LONDON,NW10XF,529653,184008
592141,415000,02/06/2015 0:00,WEAVERS WAY,CAMDEN,GREATER LONDON,NW10XG,529645,183936
593448,415000,12/21/2015 0:00,MANSTONE ROAD,CAMDEN,GREATER LONDON,NW23XG,524238,185319
594039,415000,07/03/2015 0:00,MAITLAND PARK VILLAS,CAMDEN,GREATER LONDON,NW32EA,527879,184811
595240,415000,09/21/2015 0:00,OSENEY CRESCENT,CAMDEN,GREATER LONDON,NW52AU,529496,184836
595311,415000,02/11/2015 0:00,TORRIANO AVENUE,CAMDEN,GREATER LONDON,NW52RX,529518,185272
595369,415000,02/06/2015 0:00,GRAFTON ROAD,CAMDEN,GREATER LONDON,NW53EJ,528631,184919
595467,415000,11/30/2015 0:00,WEEDINGTON ROAD,CAMDEN,GREATER LONDON,NW54PQ,528231,185218
595697,415000,05/11/2015 0:00,LOVERIDGE ROAD,CAMDEN,GREATER LONDON,NW62DT,524896,184689
596948,415000,11/02/2015 0:00,LANGTRY ROAD,CAMDEN,GREATER LONDON,NW80AJ,525649,183677
927701,415000,03/12/2015 0:00,CUBITT STREET,CAMDEN,GREATER LONDON,WC1X0LR,530817,182585
595165,413320,04/09/2015 0:00,TWISDEN ROAD,CAMDEN,GREATER LONDON,NW51DN,528752,185886
595133,413100,09/18/2015 0:00,FORTESS ROAD,CAMDEN,GREATER LONDON,NW51AG,529028,185619
595779,412500,08/07/2015 0:00,BROADHURST GARDENS,CAMDEN,GREATER LONDON,NW63BN,525963,184666
927562,412250,07/10/2015 0:00,JUDD STREET,CAMDEN,GREATER LONDON,WC1H9NU,530177,182666
512404,412000,11/20/2015 0:00,LULOT GARDENS,CAMDEN,GREATER LONDON,N195TR,528859,186886
592938,412000,03/20/2015 0:00,HARMOOD STREET,CAMDEN,GREATER LONDON,NW18DS,528567,184579
284656,410000,06/12/2015 0:00,CLERKENWELL ROAD,CAMDEN,GREATER LONDON,EC1R5EQ,531107,182056
593068,410000,09/25/2015 0:00,AGAR GROVE,CAMDEN,GREATER LONDON,NW19TY,529939,184360
593965,410000,08/11/2015 0:00,PERRINS COURT,CAMDEN,GREATER LONDON,NW31QS,526428,185664
594515,410000,04/23/2015 0:00,FROGNAL,CAMDEN,GREATER LONDON,NW36AG,526272,185148
594549,410000,03/13/2015 0:00,FINCHLEY ROAD,CAMDEN,GREATER LONDON,NW36HQ,525816,185246
594606,410000,09/25/2015 0:00,FINCHLEY ROAD,CAMDEN,GREATER LONDON,NW37AG,525274,185717
595139,410000,09/03/2015 0:00,HIGHGATE ROAD,CAMDEN,GREATER LONDON,NW51AS,528955,185356
595174,410000,03/25/2015 0:00,DARTMOUTH PARK HILL,CAMDEN,GREATER LONDON,NW51HR,529008,186121
595350,410000,12/18/2015 0:00,RAGLAN STREET,CAMDEN,GREATER LONDON,NW53BX,528911,184950
595646,410000,07/17/2015 0:00,WEST END LANE,CAMDEN,GREATER LONDON,NW61SG,525515,184984
927716,410000,08/14/2015 0:00,GRAYS INN ROAD,CAMDEN,GREATER LONDON,WC1X8JZ,530745,182415
592896,408500,12/18/2015 0:00,MORNINGTON TERRACE,CAMDEN,GREATER LONDON,NW17RR,528955,183327
594216,407500,02/13/2015 0:00,ADELAIDE ROAD,CAMDEN,GREATER LONDON,NW33PT,527593,184388
927727,406000,11/02/2015 0:00,BRITANNIA STREET,CAMDEN,GREATER LONDON,WC1X9BP,530686,182918
592136,405000,03/27/2015 0:00,ROSSENDALE WAY,CAMDEN,GREATER LONDON,NW10XB,529469,183981
593420,405000,11/04/2015 0:00,FORDWYCH ROAD,CAMDEN,GREATER LONDON,NW23TG,524724,184845
594439,405000,07/29/2015 0:00,FINCHLEY ROAD,CAMDEN,GREATER LONDON,NW35ES,526538,184499
595984,405000,06/09/2015 0:00,HILGROVE ROAD,CAMDEN,GREATER LONDON,NW64TN,526419,184108
596999,405000,07/07/2015 0:00,DORMAN WAY,CAMDEN,GREATER LONDON,NW80RX,526486,183921
595587,403953,08/17/2015 0:00,MILL LANE,CAMDEN,GREATER LONDON,NW61NF,525029,185173
593059,403000,09/01/2015 0:00,MURRAY STREET,CAMDEN,GREATER LONDON,NW19RE,529603,184366
595756,402888,05/01/2015 0:00,IVERSON ROAD,CAMDEN,GREATER LONDON,NW62QY,525087,184682
595249,402000,07/27/2015 0:00,GAISFORD STREET,CAMDEN,GREATER LONDON,NW52EB,529098,184845
593350,401000,09/24/2015 0:00,CRICKLEWOOD BROADWAY,CAMDEN,GREATER LONDON,NW23ET,524099,185370
284548,400000,06/01/2015 0:00,LEATHER LANE,CAMDEN,GREATER LONDON,EC1N7RF,531315,181670
592113,400000,08/13/2015 0:00,CAMDEN HIGH STREET,CAMDEN,GREATER LONDON,NW10NE,528951,183826
592120,400000,03/31/2015 0:00,ROYAL COLLEGE STREET,CAMDEN,GREATER LONDON,NW10RY,529495,183583
592887,400000,09/28/2015 0:00,ALBERT STREET,CAMDEN,GREATER LONDON,NW17LU,528970,183359
593005,400000,10/29/2015 0:00,CAMDEN ROAD,ISLINGTON,GREATER LONDON,NW19AB,529780,184901
593029,400000,11/23/2015 0:00,ROCHESTER SQUARE,CAMDEN,GREATER LONDON,NW19HS,529393,184314
594366,400000,07/20/2015 0:00,ENGLANDS LANE,CAMDEN,GREATER LONDON,NW34TG,527578,184670
595332,400000,10/01/2015 0:00,MONTPELIER GROVE,CAMDEN,GREATER LONDON,NW52XE,529334,185399
595432,400000,04/15/2015 0:00,QUEENS CRESCENT,CAMDEN,GREATER LONDON,NW54ED,528217,185052
595451,400000,01/30/2015 0:00,MALDEN PLACE,CAMDEN,GREATER LONDON,NW54JL,528038,185099
595475,400000,07/23/2015 0:00,LISMORE CIRCUS,CAMDEN,GREATER LONDON,NW54SE,527987,185418
595760,400000,01/27/2015 0:00,ACOL ROAD,CAMDEN,GREATER LONDON,NW63AE,525471,184086
595782,400000,05/29/2015 0:00,CANFIELD PLACE,CAMDEN,GREATER LONDON,NW63BT,526216,184708
912196,400000,02/19/2015 0:00,CONWAY STREET,CAMDEN,GREATER LONDON,W1T6BW,529031,182137
927574,400000,03/28/2015 0:00,JUDD STREET,CAMDEN,GREATER LONDON,WC1H9QS,530220,182479
927652,400000,04/23/2015 0:00,NEW NORTH STREET,CAMDEN,GREATER LONDON,WC1N3PG,530575,181880
593011,399950,04/24/2015 0:00,MURRAY STREET,CAMDEN,GREATER LONDON,NW19BR,529591,184384
595142,399950,09/21/2015 0:00,BELLINA MEWS,CAMDEN,GREATER LONDON,NW51BD,528979,185597
595340,399950,11/20/2015 0:00,HOLMES ROAD,CAMDEN,GREATER LONDON,NW53AN,528792,185033
595452,399950,07/15/2015 0:00,MALDEN PLACE,CAMDEN,GREATER LONDON,NW54JL,528038,185099
595692,399950,03/31/2015 0:00,BARLOW ROAD,CAMDEN,GREATER LONDON,NW62BJ,524804,184908
595187,398950,10/09/2015 0:00,GORDON HOUSE ROAD,CAMDEN,GREATER LONDON,NW51LN,528507,185740
595382,398000,05/22/2015 0:00,MALDEN ROAD,CAMDEN,GREATER LONDON,NW53HG,528267,184801
515687,397450,12/11/2015 0:00,HIGHGATE WEST HILL,CAMDEN,GREATER LONDON,N66NP,528108,186662
595442,397000,12/10/2015 0:00,QUEENS CRESCENT,CAMDEN,GREATER LONDON,NW54EZ,528144,184920
927683,396000,12/09/2015 0:00,MOUNT PLEASANT,CAMDEN,GREATER LONDON,WC1X0AG,531033,182095
592577,395500,05/29/2015 0:00,PHOENIX ROAD,CAMDEN,GREATER LONDON,NW11EP,529690,183100
592655,395000,07/24/2015 0:00,ALBANY STREET,CAMDEN,GREATER LONDON,NW14BU,528793,182733
593415,395000,09/02/2015 0:00,SHOOT UP HILL,CAMDEN,GREATER LONDON,NW23TB,524640,184824
594056,395000,03/02/2015 0:00,MANSFIELD ROAD,CAMDEN,GREATER LONDON,NW32JE,528143,185540
594215,395000,09/18/2015 0:00,ADELAIDE ROAD,CAMDEN,GREATER LONDON,NW33NY,526922,184230
594527,395000,06/05/2015 0:00,FROGNAL,CAMDEN,GREATER LONDON,NW36AR,526239,185128
595411,395000,11/05/2015 0:00,KILN PLACE,CAMDEN,GREATER LONDON,NW54AJ,528286,185413
595920,395000,08/26/2015 0:00,MESSINA AVENUE,CAMDEN,GREATER LONDON,NW64LD,525126,184176
595935,395000,06/19/2015 0:00,GASCONY AVENUE,CAMDEN,GREATER LONDON,NW64NA,525163,184129
593412,394950,02/27/2015 0:00,WESTBERE ROAD,CAMDEN,GREATER LONDON,NW23SP,524620,185206
595426,393000,06/02/2015 0:00,GILLIES STREET,CAMDEN,GREATER LONDON,NW54DN,528482,185166
592133,392500,07/24/2015 0:00,REACHVIEW CLOSE,CAMDEN,GREATER LONDON,NW10TY,529353,184086
592092,390000,08/18/2015 0:00,BAYHAM STREET,CAMDEN,GREATER LONDON,NW10EY,529215,183496
592642,390000,12/17/2015 0:00,STANHOPE STREET,CAMDEN,GREATER LONDON,NW13SB,529060,183026
592889,390000,04/07/2015 0:00,DELANCEY STREET,CAMDEN,GREATER LONDON,NW17NP,528925,183571
592983,390000,04/01/2015 0:00,CASTLE ROAD,CAMDEN,GREATER LONDON,NW18SU,528592,184595
593376,390000,06/22/2015 0:00,FORDWYCH ROAD,CAMDEN,GREATER LONDON,NW23NJ,524480,185113
593380,390000,06/12/2015 0:00,SHOOT UP HILL,CAMDEN,GREATER LONDON,NW23PD,524373,185087
594226,390000,11/11/2015 0:00,KING HENRYS ROAD,CAMDEN,GREATER LONDON,NW33QT,527706,184212
595205,390000,02/06/2015 0:00,ST ALBANS ROAD,CAMDEN,GREATER LONDON,NW51RH,528651,186484
595438,390000,03/27/2015 0:00,QUEENS CRESCENT,CAMDEN,GREATER LONDON,NW54EU,528074,184864
595623,390000,02/27/2015 0:00,HILLFIELD ROAD,CAMDEN,GREATER LONDON,NW61QD,524894,185230
595624,390000,09/25/2015 0:00,HILLFIELD ROAD,CAMDEN,GREATER LONDON,NW61QD,524894,185230
927567,390000,02/20/2015 0:00,THANET STREET,CAMDEN,GREATER LONDON,WC1H9QA,530094,182655
927714,390000,09/09/2015 0:00,GRAYS INN ROAD,CAMDEN,GREATER LONDON,WC1X8JX,530745,182415
595913,388000,05/29/2015 0:00,ERESBY PLACE,CAMDEN,GREATER LONDON,NW64JT,525215,184064
592596,385000,09/03/2015 0:00,CRANLEIGH STREET,CAMDEN,GREATER LONDON,NW11PN,529438,183124
592890,385000,05/22/2015 0:00,DELANCEY STREET,CAMDEN,GREATER LONDON,NW17NP,528925,183571
593379,385000,05/22/2015 0:00,SHOOT UP HILL,CAMDEN,GREATER LONDON,NW23PD,524373,185087
595307,385000,07/31/2015 0:00,LEIGHTON ROAD,CAMDEN,GREATER LONDON,NW52RD,529587,185204
595616,385000,06/30/2015 0:00,HILLFIELD ROAD,CAMDEN,GREATER LONDON,NW61PZ,524938,185204
927542,385000,03/20/2015 0:00,TONBRIDGE STREET,CAMDEN,GREATER LONDON,WC1H9DW,530184,182764
595262,384000,03/16/2015 0:00,FORTESS ROAD,CAMDEN,GREATER LONDON,NW52HR,529097,185777
595787,383000,10/26/2015 0:00,COMPAYNE GARDENS,CAMDEN,GREATER LONDON,NW63DH,526144,184610
597005,382500,10/05/2015 0:00,ALEXANDRA ROAD,CAMDEN,GREATER LONDON,NW80SE,526567,184075
595185,382000,10/02/2015 0:00,GORDON HOUSE ROAD,CAMDEN,GREATER LONDON,NW51LL,528495,185803
595177,381500,02/05/2015 0:00,BRAMSHILL GARDENS,CAMDEN,GREATER LONDON,NW51JJ,528902,186483
595638,381000,05/22/2015 0:00,INGLEWOOD ROAD,CAMDEN,GREATER LONDON,NW61QX,525356,185120
592922,380500,05/19/2015 0:00,REGENTS PARK ROAD,CAMDEN,GREATER LONDON,NW17TX,528377,183763
592121,380000,08/03/2015 0:00,ROYAL COLLEGE STREET,CAMDEN,GREATER LONDON,NW10SA,529483,183608
593039,380000,06/19/2015 0:00,WILMOT PLACE,CAMDEN,GREATER LONDON,NW19JS,529147,184418
593070,380000,03/20/2015 0:00,AGAR GROVE,CAMDEN,GREATER LONDON,NW19TY,529939,184360
595239,380000,07/20/2015 0:00,OSENEY CRESCENT,CAMDEN,GREATER LONDON,NW52AU,529496,184836
595418,380000,02/09/2015 0:00,GRAFTON ROAD,CAMDEN,GREATER LONDON,NW54BH,528321,185255
595514,380000,05/29/2015 0:00,FORTUNE GREEN ROAD,CAMDEN,GREATER LONDON,NW61DJ,525145,185634
595649,380000,08/12/2015 0:00,FAWLEY ROAD,CAMDEN,GREATER LONDON,NW61SJ,525623,185048
596996,380000,06/29/2015 0:00,BOUNDARY ROAD,CAMDEN,GREATER LONDON,NW80RH,525941,183618
597010,380000,01/23/2015 0:00,ROWLEY WAY,CAMDEN,GREATER LONDON,NW80SL,526091,183931
927715,380000,10/12/2015 0:00,GRAYS INN ROAD,CAMDEN,GREATER LONDON,WC1X8JY,530745,182415
927730,380000,01/30/2015 0:00,BRITANNIA STREET,CAMDEN,GREATER LONDON,WC1X9BP,530686,182918
595130,379950,06/19/2015 0:00,FORTESS ROAD,CAMDEN,GREATER LONDON,NW51AD,528977,185504
595970,379000,10/20/2015 0:00,ABBEY ROAD,CAMDEN,GREATER LONDON,NW64SR,525545,184036
592573,377000,11/27/2015 0:00,EVERSHOLT STREET,CAMDEN,GREATER LONDON,NW11BD,529261,183348
595408,377000,05/11/2015 0:00,QUEENS CRESCENT,CAMDEN,GREATER LONDON,NW53QH,528090,184672
595419,376050,04/17/2015 0:00,GRAFTON ROAD,CAMDEN,GREATER LONDON,NW54BJ,528321,185255
284655,375000,03/09/2015 0:00,CLERKENWELL ROAD,CAMDEN,GREATER LONDON,EC1R5EQ,531107,182056
592578,375000,12/18/2015 0:00,OSSULSTON STREET,CAMDEN,GREATER LONDON,NW11EX,529814,182957
