"GeographyCode","QS405EW0001","QS405EW0002","QS405EW0003","QS405EW0004","QS405EW0005","QS405EW0006","QS405EW0007","QS405EW0008","QS405EW0009","QS405EW0010","QS405EW0011","QS405EW0012","QS405EW0013","QS405EW0014"
"E01000912",700,209,107,102,14,359,280,79,105,97,3,5,0,13
"E01000913",722,539,340,199,2,14,10,4,140,129,5,6,0,27
"E01000914",970,278,150,128,2,205,133,72,450,397,7,12,34,35
"E01000915",635,108,50,58,4,375,301,74,138,120,5,9,4,10
"E01000916",881,252,116,136,2,338,195,143,270,258,0,11,1,19
"E01000917",913,93,34,59,0,680,454,226,127,120,0,5,2,13
"E01000918",935,236,134,102,8,381,227,154,288,280,0,5,3,22
"E01000919",834,182,87,95,16,305,131,174,312,299,5,7,1,19
"E01000920",946,223,116,107,0,315,182,133,383,358,5,11,9,25
"E01000921",946,253,106,147,18,199,87,112,462,450,3,7,2,14
"E01000922",653,173,87,86,24,275,191,84,173,167,0,4,2,8
"E01000923",656,311,148,163,2,222,126,96,116,110,3,2,1,5
"E01000924",795,321,158,163,1,197,133,64,261,249,1,7,4,15
"E01000925",629,124,51,73,1,396,369,27,101,90,1,8,2,7
"E01000926",698,182,74,108,2,231,207,24,272,260,2,6,4,11
"E01000927",734,362,190,172,4,158,123,35,200,187,1,11,1,10
"E01000928",682,282,128,154,3,253,192,61,134,127,0,7,0,10
"E01000929",685,139,70,69,3,395,359,36,137,129,1,5,2,11
"E01000930",1076,179,71,108,4,496,259,237,384,356,2,15,11,13
"E01000931",873,166,47,119,3,371,285,86,323,315,0,4,4,10
"E01000932",947,320,141,179,3,261,192,69,357,341,0,13,3,6
"E01000933",821,290,132,158,5,143,100,43,376,369,0,5,2,7
"E01000934",732,117,56,61,52,340,255,85,200,188,3,4,5,23
"E01000935",624,90,38,52,1,416,322,94,111,107,0,3,1,6
"E01000936",536,110,58,52,5,271,106,165,138,128,0,6,4,12
"E01000937",502,103,62,41,0,124,93,31,258,236,1,7,14,17
"E01000938",737,78,39,39,3,352,156,196,288,284,0,3,1,16
"E01000939",446,51,26,25,2,284,222,62,91,88,0,2,1,18
"E01000940",534,46,22,24,2,352,128,224,119,95,0,4,20,15
"E01000941",557,56,26,30,0,429,274,155,62,54,0,5,3,10
"E01000942",686,206,133,73,2,158,151,7,299,281,1,15,2,21
"E01000943",596,155,92,63,0,150,71,79,270,261,4,4,1,21
"E01000944",667,102,52,50,3,353,301,52,202,194,0,8,0,7
"E01000945",611,98,50,48,3,259,191,68,240,224,0,12,4,11
"E01000946",715,217,156,61,6,221,106,115,238,190,11,11,26,33
"E01000947",871,206,98,108,6,229,153,76,421,411,2,7,1,9
"E01000948",846,284,160,124,2,283,223,60,260,240,4,5,11,17
"E01000949",739,57,31,26,7,591,159,432,79,69,0,5,5,5
"E01000950",550,75,32,43,0,369,365,4,96,89,0,5,2,10
"E01000951",603,103,52,51,6,385,366,19,102,96,1,5,0,7
"E01000952",675,101,45,56,2,411,383,28,148,141,1,6,0,13
"E01000953",708,123,44,79,2,464,454,10,109,103,0,3,3,10
"E01000954",642,63,41,22,1,508,359,149,64,60,0,3,1,6
"E01000955",657,35,10,25,3,552,137,415,56,50,1,4,1,11
"E01000956",608,74,28,46,4,353,250,103,164,151,1,7,5,13
"E01000957",765,178,75,103,39,291,209,82,248,230,0,16,2,9
"E01000958",835,118,42,76,73,394,293,101,242,227,0,12,3,8
"E01000959",698,108,47,61,8,449,442,7,128,124,0,2,2,5
"E01000960",841,284,156,128,1,145,126,19,386,377,1,8,0,25
"E01000961",652,196,109,87,7,250,213,37,179,172,1,4,2,20
"E01000962",745,333,157,176,3,44,24,20,355,344,0,7,4,10
"E01000963",851,318,216,102,2,71,24,47,406,385,5,9,7,54
"E01000964",713,245,109,136,2,216,120,96,238,225,2,9,2,12
"E01000965",764,319,155,164,1,139,90,49,297,286,0,8,3,8
"E01000966",675,360,181,179,1,25,21,4,284,276,0,8,0,5
"E01000967",619,335,218,117,3,77,50,27,187,177,4,3,3,17
"E01000968",760,297,140,157,2,138,65,73,316,297,8,7,4,7
"E01000969",954,391,188,203,2,48,38,10,495,474,1,18,2,18
"E01000970",831,316,124,192,3,61,21,40,444,436,0,7,1,7
"E01000971",649,329,166,163,1,71,47,24,243,237,0,5,1,5
"E01000972",949,148,88,60,9,438,203,235,338,333,1,4,0,16
"E01000973",894,209,83,126,4,252,135,117,417,408,0,9,0,12
"E01000974",821,208,74,134,5,294,137,157,306,300,0,4,2,8
