"GeographyCode","QS416EW0001","QS416EW0002","QS416EW0003","QS416EW0004","QS416EW0005","QS416EW0006","QS416EW0007"
"E00004830",139,85,50,4,0,0,58
"E00004831",117,83,32,2,0,0,36
"E00004832",147,92,46,7,2,0,66
"E00004833",156,112,35,6,3,0,56
"E00004834",185,108,71,4,2,0,85
"E00004835",167,109,48,9,1,0,69
"E00004836",171,109,55,5,2,0,71
"E00004837",191,121,60,10,0,0,80
"E00004838",131,88,38,5,0,0,48
"E00004839",178,116,49,12,1,0,76
"E00004840",117,80,31,5,1,0,44
"E00004841",133,75,48,10,0,0,68
"E00004842",116,53,53,10,0,0,73
"E00004843",110,58,45,6,1,0,60
"E00004844",139,78,55,6,0,0,67
"E00004845",131,79,42,8,2,0,64
"E00004846",127,73,49,5,0,0,59
"E00004847",137,83,51,2,0,1,59
"E00004848",159,105,39,12,3,0,72
"E00004849",138,61,66,9,2,0,90
"E00004850",203,98,82,20,3,0,131
"E00004851",95,55,35,5,0,0,45
"E00004852",138,61,65,10,2,0,91
"E00004853",144,90,49,2,2,1,64
"E00174649",108,86,15,6,0,1,33
"E00174650",92,76,16,0,0,0,16
"E00174651",81,59,20,2,0,0,24
"E00174652",84,65,17,2,0,0,21
"E00174653",105,66,25,10,4,0,57
"E00174654",98,71,25,2,0,0,29
"E00174655",160,110,45,3,1,1,58
"E00174656",115,75,29,10,1,0,52
"E00174657",100,49,37,11,3,0,68
"E00174658",80,42,35,1,1,1,44
"E00174659",161,113,43,5,0,0,53
"E00174660",51,32,17,2,0,0,21
"E00174661",84,55,23,5,1,0,36
"E00174662",90,78,11,0,0,1,15
"E00174663",111,98,11,1,0,1,17
"E00174664",100,85,15,0,0,0,15
"E00174665",113,91,19,3,0,0,25
"E00174666",80,63,14,3,0,0,20
"E00174667",87,58,28,1,0,0,30
"E00174668",108,67,29,12,0,0,53
"E00174669",125,74,47,4,0,0,55
"E00174670",107,62,37,8,0,0,53
"E00174671",87,55,21,10,0,1,45
"E00174672",141,107,30,3,1,0,39
"E00174673",91,84,5,2,0,0,9
"E00174674",88,77,9,1,1,0,14
"E00174675",117,73,39,4,1,0,50
"E00174676",152,147,5,0,0,0,5
"E00174677",160,93,58,9,0,0,76
"E00174678",113,71,36,4,2,0,50
"E00174679",49,47,2,0,0,0,2
"E00174680",91,73,16,0,1,1,24
