Beds,Bathrooms,LivingArea,PlotArea,AskPrice,Description,BuiltYear,Tenure,Property,FloorLevel,Latitude,Longitude,PropertyType,Floor,LeaseYearsLeft,Freehold,DistanceMRT,DistanceCBD,PlanningArea,Region,PriceSqft,Overlooking,Facing
2,2,894,,1250000,2 Bed Condo for Sale in Waterfront Gold,2014,99,Condo,High (15 total),1.3382783,103.92876,Condo,High,91,0,.50575346,10.67117620646285,BEDOK,EAST REGION,1398.2103,Pool view,South East
3,3,1324,,1600000,3 Bed Condo for Sale in Aquarius By The Park,2002,99,Condo,,1.3378131,103.93568,Condo,,79,0,.28060478,11.26099803314386,BEDOK,EAST REGION,1208.4592,Greenery view,.
2,2,635,,315000,HDB Flat for Sale in 501 Bedok North Street 3,1978,99,HDB 3 Rooms ,Low,1.3316407,103.93117,HDB,Ground,55,0,.55443954,10.46206822846459,BEDOK,EAST REGION,496.06299,Not mentioned,North West
2,2,807,,368000,HDB Flat for Sale in 55 Chai Chee Drive,1984,99,HDB 2 Rooms ,,1.3268485,103.91901,HDB,,61,0,.80915242,9.046823745232862,BEDOK,EAST REGION,456.00992,Not mentioned,.
4,2,1130,,879000,HDB Flat for Sale in 748A Bedok Reservoir Crescent,2014,99,HDB 5 Rooms ,,1.336419,103.92099,HDB,,91,0,.30622843,9.866859977662639,BEDOK,EAST REGION,777.8761,Not mentioned,.
0,1,409,,650000,Studio Condo for Sale in Suites @ Eastcoast,2014,999,Apartment,,1.3145049,103.93242,,,991,1,1.066071,9.675377683549709,BEDOK,EAST REGION,1589.2421,Not mentioned,.
1,1,441,,668000,1 Bed Condo for Sale in Urban Vista,2016,99,Condo,,1.3273708,103.94454,Condo,,93,0,.13598244,11.50704453452229,BEDOK,EAST REGION,1514.7393,Not mentioned,.
3,2,1130,,600000,HDB Flat for Sale in 767 Bedok Reservoir View,2000,99,HDB 4 Rooms ,Low,1.3358512,103.93678,HDB,Ground,77,0,.37413046,11.23951974001514,BEDOK,EAST REGION,530.97345,Pool view,East
4,3,1788,,2070000,4 Bed Condo for Sale in Mandarin Gardens,1986,99,Condo,,1.3070607,103.92377,Condo,,63,0,1.921265,8.471270189323421,BEDOK,EAST REGION,1157.7181,Not mentioned,.
3,2,904,,430000,HDB Flat for Sale in 53 New Upper Changi Road,1977,,HDB 4 Rooms ,,1.3243269,103.94243,HDB,,,,.46746865,11.14485099140644,BEDOK,EAST REGION,475.66373,Not mentioned,West
4,3,1270,,2379600,4 Bed Condo for Sale in Urban Treasures,2023,999,Condo,,1.3296164,103.90578,Condo,,1000,1,.6582219,8.099974568899686,BEDOK,EAST REGION,1873.7008,Not mentioned,.
3,2,1324,,700000,HDB Flat for Sale in 72 Bedok South Avenue 3,1978,99,HDB 5 Rooms ,High,1.3203666,103.94366,HDB,High,55,0,.75584382,11.08217512591264,BEDOK,EAST REGION,528.70093,Not mentioned,.
2,1,721,,345000,HDB Flat for Sale in 525 Bedok North Street 3,1979,,HDB 3 Rooms ,,1.3346012,103.92944,HDB,,,,.42887968,10.48956054378438,BEDOK,EAST REGION,478.50208,Not mentioned,.
3,2,1324,,710000,HDB Flat for Sale in 72 Bedok South Avenue 3,1978,99,HDB 5 Rooms ,High,1.3203666,103.94366,HDB,High,55,0,.75584382,11.08217512591264,BEDOK,EAST REGION,536.25378,Not mentioned,.
4,3,1184,,2060900,4 Bed Condo for Sale in Rymden 77,2022,999,Condo,,1.3167778,103.91141,Condo,,999,1,.48917753,7.722775948471527,BEDOK,EAST REGION,1740.625,Not mentioned,.
3,2,1323,,560000,HDB Flat for Sale in 101 Bedok Reservoir Road,1985,99,HDB ,,1.3284491,103.90993,HDB,,62,0,.72104204,8.358031869894196,BEDOK,EAST REGION,423.28043,Not mentioned,.
2,2,882,,395000,HDB Flat for Sale in 712 Bedok Reservoir Road,1981,99,HDB 3 Rooms ,,1.3359073,103.92263,HDB,,58,0,.4242945,9.972465432706482,BEDOK,EAST REGION,447.84579,Not mentioned,.
2,2,882,,365000,HDB Flat for Sale in 533 Bedok North Street 3,1980,,HDB 3 Rooms ,High,1.3335801,103.92422,HDB,High,,,.57222939,9.953841309186393,BEDOK,EAST REGION,413.83221,Not mentioned,.
3,2,1130,,600000,HDB Flat for Sale in 767 Bedok Reservoir View,2000,99,HDB ,,1.3358512,103.93678,HDB,,77,0,.37413046,11.23951974001514,BEDOK,EAST REGION,530.97345,Not mentioned,.
2,2,818,,1200000,2 Bed Condo for Sale in Euhabitat,2016,99,Condo,,1.3279701,103.90766,Condo,,93,0,.78631133,8.132042015488762,BEDOK,EAST REGION,1466.9927,Not mentioned,.
3,2,1011,,445000,HDB Flat for Sale in 50 Chai Chee Street,1981,99,HDB ,,1.3293043,103.92242,HDB,,58,0,.65465003,9.512808626326891,BEDOK,EAST REGION,440.15826,Not mentioned,.
2,2,870,,499000,HDB Flat for Sale in 204 Bedok North Street 1,1979,99,HDB 2 Rooms ,,1.3263592,103.92999,HDB,,56,0,.23392542,10.039286804303,BEDOK,EAST REGION,573.56323,Not mentioned,.
3,2,1528,,950000,HDB Flat for Sale in 663 Jalan Damai,1996,99,HDB ,,1.3347594,103.90871,HDB,,73,0,.052421138,8.728594116934881,BEDOK,EAST REGION,621.72772,Not mentioned,.
1,1,506,,1300000,1 Bed Condo for Sale in Seaside Residences,2021,99,Condo,,1.3078185,103.92821,Condo,,98,0,1.7447393,8.962946025609481,BEDOK,EAST REGION,2569.1699,Not mentioned,.
3,2,980,,499000,HDB Flat for Sale in 80 Bedok North Road,1978,,HDB 4 Rooms ,High,1.3284813,103.94061,HDB,High,,,.59015143,11.17984273007223,BEDOK,EAST REGION,509.18369,Not mentioned,West
2,2,1130,,670000,HDB Flat for Sale in 761 Bedok Reservoir View,2000,99,HDB 4 Rooms ,High,1.336182,103.93404,HDB,High,77,0,.074443661,11.00880317775383,BEDOK,EAST REGION,592.92035,Not mentioned,.
3,2,904,,500000,HDB Flat for Sale in 142 Bedok Reservoir Road,1986,99,HDB 4 Rooms ,High,1.3356365,103.91327,HDB,High,63,0,.43113336,9.163166570252093,BEDOK,EAST REGION,553.09735,Not mentioned,.
2,2,753,,1608000,2 Bed Condo for Sale in Infini at East Coast,2022,999,Condo,,1.3091761,103.91135,Condo,,999,1,1.3109529,7.302475508143883,BEDOK,EAST REGION,2135.4583,Not mentioned,.
3,3,1572,,1900000,3 Bed Condo for Sale in Mandarin Gardens,1986,99,Condo,,1.3070607,103.92377,Condo,,63,0,1.921265,8.471270189323421,BEDOK,EAST REGION,1208.6514,Not mentioned,.
2,2,731,,340000,HDB Flat for Sale in 530 Bedok North Street 3,1979,,HDB 2 Rooms ,,1.3337133,103.92702,HDB,,,,.71497416,10.21311708687635,BEDOK,EAST REGION,465.11627,Not mentioned,.
2,2,947,,1170000,2 Bed Condo for Sale in Casa Merah,2009,99,Condo,,1.3291389,103.94558,Condo,,86,0,.23029383,11.70023025624827,BEDOK,EAST REGION,1235.4805,Not mentioned,.
3,2,915,,1617176,3 Bed Condo for Sale in Tedge,2022,999,Condo,,1.318146,103.90885,Condo,,999,1,.54905897,7.56853836033548,BEDOK,EAST REGION,1767.4055,Not mentioned,.
3,2,1205,,550000,HDB Flat for Sale in 770 Bedok Reservoir View,2000,99,HDB 5 Rooms ,Low,1.335925,103.93846,HDB,Ground,77,0,.55795866,11.4005390543701,BEDOK,EAST REGION,456.43155,Not mentioned,.
3,2,1615,,820000,HDB Flat for Sale in 114 Bedok Reservoir Road,1985,99,HDB Executive ,,1.3305607,103.90984,HDB,,62,0,.488251,8.503084174723499,BEDOK,EAST REGION,507.73993,Not mentioned,.
3,2,904,,430000,HDB Flat for Sale in 53 New Upper Changi Road,1977,,HDB 4 Rooms ,High,1.3243269,103.94243,HDB,High,,,.46746865,11.14485099140644,BEDOK,EAST REGION,475.66373,Not mentioned,West
3,3,1216,,2278880,3 Bed Condo for Sale in Residence Twenty-Two,2021,999,Condo,,1.3110123,103.91104,Condo,,998,1,1.1161729,7.365506773104317,BEDOK,EAST REGION,1874.079,Not mentioned,.
3,2,1280,,595000,HDB Flat for Sale in 505 Bedok North Avenue 3,1978,99,HDB ,,1.3318284,103.93334,HDB,,55,0,.50232899,10.67594572880359,BEDOK,EAST REGION,464.84375,Not mentioned,.
2,2,1023,,1288888,2 Bed Condo for Sale in Siglap V,2012,999,Condo,,1.312847,103.92379,Condo,,989,1,1.3273226,8.724838727597698,BEDOK,EAST REGION,1259.91,Not mentioned,.
3,2,1227,,700000,HDB Flat for Sale in 21 Bedok South Road,1976,,HDB ,,1.320146,103.93317,HDB,,,,.58539945,10.0161619274515,BEDOK,EAST REGION,570.49713,Not mentioned,.
2,2,635,,318000,HDB Flat for Sale in 501 Bedok North Street 3,1978,99,HDB 3 Rooms ,Low,1.3316407,103.93117,HDB,Ground,55,0,.55443954,10.46206822846459,BEDOK,EAST REGION,500.78741,Not mentioned,North West
2,1,721,,998000,2 Bed Condo for Sale in Urban Vista,2016,99,Condo,Ground (15 total),1.3273708,103.94454,Condo,Ground,93,0,.13598244,11.50704453452229,BEDOK,EAST REGION,1384.1886,Not mentioned,.
2,2,635,,318000,HDB Flat for Sale in 504 Bedok North Street 3,1978,99,HDB 2 Rooms ,,1.33188,103.93239,HDB,,55,0,.49710456,10.59008897187519,BEDOK,EAST REGION,500.78741,Not mentioned,.
2,2,689,,388000,HDB Flat for Sale in 168 Bedok South Avenue 3,1986,99,HDB 2 Rooms ,,1.3200356,103.94457,,,63,0,.76650202,11.15969477932362,BEDOK,EAST REGION,563.13495,Not mentioned,.
3,2,990,,1500000,3 Bed Condo for Sale in Flamingo Valley,2014,999,Condo,Low (5 total),1.3179044,103.92258,Condo,Ground,991,1,.96330756,8.857397018725175,BEDOK,EAST REGION,1515.1515,Not mentioned,North
3,2,1614,,1550000,HDB Flat for Sale in 551 Bedok North Avenue 1,1980,,HDB ,,1.3322685,103.92704,HDB,,,,.79149997,10.12211549911193,BEDOK,EAST REGION,960.34698,Not mentioned,.
2,2,721,,400000,HDB Flat for Sale in 70 Bedok South Road,1978,99,HDB 3 Rooms ,,1.3199694,103.94282,HDB,,55,0,.83055037,10.97820832233267,BEDOK,EAST REGION,554.78503,Not mentioned,.
3,3,1615,,1920000,3 Bed Condo for Sale in Laguna Park,1978,99,Apartment,,1.3090633,103.93069,,,55,0,1.6129721,9.269684987313672,BEDOK,EAST REGION,1188.8545,Not mentioned,.
1,1,560,,1300000,1 Bed Condo for Sale in Seaside Residences,2021,99,Condo,High (27 total),1.3078185,103.92821,Condo,High,98,0,1.7447393,8.962946025609481,BEDOK,EAST REGION,2321.4285,Greenery view,South
3,2,1012,,1917350,3 Bed Condo for Sale in Urban Treasures,2023,999,Condo,,1.3296164,103.90578,Condo,,1000,1,.6582219,8.099974568899686,BEDOK,EAST REGION,1894.6146,Not mentioned,.
3,2,990,,485000,HDB Flat for Sale in 411 Bedok North Avenue 2,1980,,HDB ,,1.3283098,103.93176,HDB,,,,.50381237,10.31974439770424,BEDOK,EAST REGION,489.89899,Not mentioned,North
3,2,904,,1588000,3 Bed Condo for Sale in Rymden 77,2022,999,Condo,,1.3167778,103.91141,Condo,,999,1,.48917753,7.722775948471527,BEDOK,EAST REGION,1756.6372,Not mentioned,.
3,2,904,,500000,HDB Flat for Sale in 142 Bedok Reservoir Road,1986,99,HDB 3 Rooms ,,1.3356365,103.91327,HDB,,63,0,.43113336,9.163166570252093,BEDOK,EAST REGION,553.09735,Not mentioned,.
3,2,1237,,738000,HDB Flat for Sale in 769 Bedok Reservoir View,2000,99,HDB 5 Rooms ,,1.3357792,103.93791,HDB,,77,0,.49987486,11.34058642170046,BEDOK,EAST REGION,596.60468,Not mentioned,.
2,2,872,,848888,2 Bed Condo for Sale in Palmwoods,1999,99,Condo,Mid (4 total),1.3321046,103.94755,Condo,Mid,76,0,.59343344,12.04912785417999,BEDOK,EAST REGION,973.49542,Greenery view,.
3,2,936,,2200000,3 Bed Condo for Sale in Seventy St Patrick&#x27;s,2017,999,Condo,,1.3077952,103.91536,Condo,,994,1,1.4764386,7.639084154544022,BEDOK,EAST REGION,2350.4272,Not mentioned,.
3,3,1615,,1920000,3 Bed Condo for Sale in Laguna Park,1978,99,Condo,,1.3090633,103.93069,Condo,,55,0,1.6129721,9.269684987313672,BEDOK,EAST REGION,1188.8545,Not mentioned,North
3,2,893,,1380000,3 Bed Condo for Sale in Grandeur Park Residences,2020,99,Condo,,1.3255713,103.94524,Condo,,97,0,.15517214,11.48590290587358,BEDOK,EAST REGION,1545.3528,Pool view,.
1,1,420,,750000,1 Bed Condo for Sale in Grandeur Park Residences,2020,99,Condo,,1.3255713,103.94524,Condo,,97,0,.15517214,11.48590290587358,BEDOK,EAST REGION,1785.7142,Pool view,.
3,2,1130,,615000,HDB Flat for Sale in 769 Bedok Reservoir View,2000,99,HDB 4 Rooms ,High,1.3357792,103.93791,HDB,High,77,0,.49987486,11.34058642170046,BEDOK,EAST REGION,544.2478,Not mentioned,South East
1,1,538,,750000,1 Bed Condo for Sale in Euhabitat,2016,99,Condo,High (5 total),1.3279701,103.90766,Condo,High,93,0,.78631133,8.132042015488762,BEDOK,EAST REGION,1394.052,Not mentioned,.
4,2,1281,,625000,HDB Flat for Sale in 34 Chai Chee Avenue,1975,99,HDB 4 Rooms ,,1.32417,103.92641,HDB,,52,0,.31281739,9.57254485670186,BEDOK,EAST REGION,487.90009,Not mentioned,.
1,1,517,,750000,1 Bed Condo for Sale in Siglap V,2012,999,Condo,,1.312847,103.92379,Condo,,989,1,1.3273226,8.724838727597698,BEDOK,EAST REGION,1450.677,Not mentioned,.
3,2,990,,500000,HDB Flat for Sale in 404 Bedok North Avenue 3,1980,99,HDB 4 Rooms ,,1.3293749,103.93393,HDB,,57,0,.7370953,10.58687756916392,BEDOK,EAST REGION,505.05051,Not mentioned,.
2,2,731,,330000,HDB Flat for Sale in 531 Bedok North Street 3,1979,,HDB 3 Rooms ,,1.3331299,103.92616,HDB,,,,.79313874,10.09757846189835,BEDOK,EAST REGION,451.4364,Not mentioned,.
3,2,1044,,650000,HDB Flat for Sale in 221B Bedok Central,2010,99,HDB 4 Rooms ,Low,1.3250004,103.93449,HDB,Ground,87,0,.5426864,10.39765889599703,BEDOK,EAST REGION,622.60535,Not mentioned,.
3,3,1571,,850000,HDB Flat for Sale in 160 Bedok South Avenue 3,1986,99,HDB 3 Rooms ,,1.3192599,103.94521,HDB,,63,0,.84267938,11.19020513566534,BEDOK,EAST REGION,541.05664,Not mentioned,.
2,2,785,,380000,HDB Flat for Sale in 22 Bedok South Avenue 1,1977,,HDB ,,1.3228317,103.93285,HDB,,,,.38806596,10.12248022351154,BEDOK,EAST REGION,484.07645,Not mentioned,.
3,3,1066,,2057000,3 Bed Condo for Sale in Infini at East Coast,2022,999,Condo,Low (5 total),1.3091761,103.91135,Condo,Ground,999,1,1.3109529,7.302475508143883,BEDOK,EAST REGION,1929.6436,Greenery view,North
3,3,1270,,1850000,3 Bed Condo for Sale in The Trumps,2005,99,Condo,,1.3200262,103.91349,Condo,,82,0,.11657303,8.112732160469392,BEDOK,EAST REGION,1456.6929,Not mentioned,.
2,1,645,,368000,HDB Flat for Sale in 77 Bedok North Road,1986,,HDB ,,1.3286961,103.94199,HDB,,,,.45284331,11.32587470801417,BEDOK,EAST REGION,570.54266,Not mentioned,.
2,2,936,,1230000,2 Bed Condo for Sale in Bayshore Park,1986,99,Condo,,1.3115131,103.93668,Condo,,63,0,1.5741268,9.988951462561699,BEDOK,EAST REGION,1314.1025,Not mentioned,.
3,2,1151,,650000,HDB Flat for Sale in 770 Bedok Reservoir View,2000,99,HDB 3 Rooms ,,1.335925,103.93846,HDB,,77,0,.55795866,11.4005390543701,BEDOK,EAST REGION,564.72632,Not mentioned,.
3,2,1647,,1980000,3 Bed Condo for Sale in Lagoon View,1977,99,Apartment,High (25 total),1.3097049,103.93321,,High,54,0,1.5981405,9.557717273745563,BEDOK,EAST REGION,1202.1858,City view,North
1,2,624,,1056000,1 Bed Condo for Sale in 77 @ East Coast,2022,999,Condo,High (4 total),1.3133402,103.92738,Condo,High,999,1,1.1480297,9.110990869035044,BEDOK,EAST REGION,1692.3077,Not mentioned,South West
2,2,731,,350000,HDB Flat for Sale in 702 Bedok Reservoir Road,1980,99,HDB 2 Rooms ,,1.3372365,103.91892,HDB,,57,0,.25261945,9.749965936389394,BEDOK,EAST REGION,478.79617,Not mentioned,.
3,2,974,,700000,HDB Flat for Sale in 808C Chai Chee Road,2016,99,HDB 4 Rooms ,High,1.327893,103.92387,HDB,High,93,0,.74646211,9.557012768673792,BEDOK,EAST REGION,718.68585,Not mentioned,.
3,2,915,,1617000,3 Bed Condo for Sale in Tedge,2022,999,Condo,Low (5 total),1.318146,103.90885,Condo,Ground,999,1,.54905897,7.56853836033548,BEDOK,EAST REGION,1767.2131,City view,South
2,2,807,,368000,HDB Flat for Sale in 55 Chai Chee Drive,1984,99,HDB 3 Rooms ,,1.3268485,103.91901,HDB,,61,0,.80915242,9.046823745232862,BEDOK,EAST REGION,456.00992,Not mentioned,.
4,2,1345,,730000,HDB Flat for Sale in 110 Lengkong Tiga,1989,,HDB ,,1.3236535,103.91085,HDB,,,,.35870373,8.105249036131029,BEDOK,EAST REGION,542.75092,Not mentioned,.
1,1,506,,348888,HDB Flat for Sale in 808B Chai Chee Road,2016,99,HDB 2 Rooms ,,1.3274724,103.92387,HDB,,93,0,.72190332,9.530305410093046,BEDOK,EAST REGION,689.50195,Not mentioned,.
1,1,419,,860000,1 Bed Condo for Sale in Grandeur Park Residences,2020,99,Condo,,1.3255713,103.94524,Condo,,97,0,.15517214,11.48590290587358,BEDOK,EAST REGION,2052.5059,Sea view,.
2,2,721,,350000,HDB Flat for Sale in 525 Bedok North Street 3,1979,,HDB 2 Rooms ,,1.3346012,103.92944,HDB,,,,.42887968,10.48956054378438,BEDOK,EAST REGION,485.43689,Not mentioned,.
3,2,1270,,1380000,3 Bed Condo for Sale in Neptune Court,1975,99,Apartment,,1.3066568,103.92195,,,52,0,1.8692918,8.266745445929022,BEDOK,EAST REGION,1086.6141,Not mentioned,.
3,2,980,,1709000,3 Bed Condo for Sale in Rymden 77,2022,999,Apartment,,1.3167778,103.91141,,,999,1,.48917753,7.722775948471527,BEDOK,EAST REGION,1743.8776,Not mentioned,North South
3,2,1119,,750000,HDB Flat for Sale in 111 Lengkong Tiga,1989,,HDB 3 Rooms ,,1.3240588,103.9113,HDB,,,,.36755225,8.172241858314312,BEDOK,EAST REGION,670.24127,Not mentioned,.
3,2,979,,450000,HDB Flat for Sale in 119 Bedok Reservoir Road,1985,99,HDB 4 Rooms ,Low,1.3310697,103.90946,HDB,Ground,62,0,.42736888,8.509728802973926,BEDOK,EAST REGION,459.65271,Not mentioned,.
3,3,1238,,1400000,3 Bed Condo for Sale in Casa Merah,2009,99,Condo,,1.3291389,103.94558,Condo,,86,0,.23029383,11.70023025624827,BEDOK,EAST REGION,1130.8562,Not mentioned,.
3,2,904,,458888,HDB Flat for Sale in 164 Bedok South Road,1986,99,HDB 4 Rooms ,High,1.3201153,103.94657,HDB,High,63,0,.75056189,11.36718659869137,BEDOK,EAST REGION,507.61948,Not mentioned,North
3,3,1054,,480000,HDB Flat for Sale in 611 Bedok Reservoir Road,1993,99,HDB 4 Rooms ,High,1.3310156,103.91517,HDB,High,70,0,.47773489,8.986877987796758,BEDOK,EAST REGION,455.40796,City view,South
2,2,807,,405000,HDB Flat for Sale in 55 Chai Chee Drive,1984,99,HDB 2 Rooms ,,1.3268485,103.91901,HDB,,61,0,.80915242,9.046823745232862,BEDOK,EAST REGION,501.85873,Not mentioned,.
3,2,1021,,418000,HDB Flat for Sale in 536 Bedok North Street 3,1980,,HDB 3 Rooms ,,1.3335412,103.92319,HDB,,,,.46013355,9.859906418908663,BEDOK,EAST REGION,409.40256,Not mentioned,.
3,2,990,,550000,HDB Flat for Sale in 126 Bedok North Street 2,1978,,HDB 4 Rooms ,,1.3281683,103.93892,HDB,,,,.76720136,10.99839916490765,BEDOK,EAST REGION,555.55554,Not mentioned,.
2,1,624,,950000,2 Bed Condo for Sale in The Glades,2017,99,Condo,,1.3271283,103.94866,Condo,,94,0,.3206498,11.90394506152143,BEDOK,EAST REGION,1522.4359,Not mentioned,.
2,2,947,,1348000,2 Bed Condo for Sale in Eco,2017,99,Condo,,1.3236254,103.94521,Condo,,94,0,.36319628,11.389642214341,BEDOK,EAST REGION,1423.4425,Not mentioned,.
1,1,635,,1134882,1 Bed Condo for Sale in The Seawind,2015,999,Condo,Low (5 total),1.3110471,103.91449,Condo,Ground,992,1,1.1056356,7.707281043906332,BEDOK,EAST REGION,1787.2157,Pool view,South
1,1,517,,899000,1 Bed Condo for Sale in Flamingo Valley,2014,999,Condo,,1.3179044,103.92258,Condo,,991,1,.96330756,8.857397018725175,BEDOK,EAST REGION,1738.8782,Not mentioned,North South
2,2,721,,350000,HDB Flat for Sale in 614 Bedok Reservoir Road,1981,99,HDB ,,1.332409,103.91679,HDB,,58,0,.25003546,9.223773121277858,BEDOK,EAST REGION,485.43689,Not mentioned,.
4,3,1589,,980000,HDB Flat for Sale in 721 Bedok Reservoir Road,1984,99,HDB 4 Rooms ,,1.3362925,103.9261,HDB,,61,0,.75484878,10.30242566286276,BEDOK,EAST REGION,616.74011,Not mentioned,.
3,2,1313,,595000,HDB Flat for Sale in 131 Bedok Reservoir Road,1987,99,HDB ,,1.333122,103.91171,HDB,,64,0,.3478452,8.84771879790342,BEDOK,EAST REGION,453.16071,Not mentioned,.
3,2,1195,,1250000,3 Bed Condo for Sale in Tanamera Crest,2005,99,Condo,,1.3325301,103.9422,Condo,,82,0,.72080487,11.5555444265125,BEDOK,EAST REGION,1046.0251,Greenery view,.
2,2,947,,1188000,2 Bed Condo for Sale in The Bayshore,1996,99,Condo,,1.3126283,103.93906,Condo,,73,0,1.6364779,10.28041276466949,BEDOK,EAST REGION,1254.4879,Not mentioned,.
2,1,635,,328000,HDB Flat for Sale in 503 Bedok North Street 3,1978,99,HDB 3 Rooms ,,1.3314838,103.93246,HDB,,55,0,.53985727,10.57328162107061,BEDOK,EAST REGION,516.53546,Not mentioned,.
3,2,710,,330000,HDB Flat for Sale in 37 Chai Chee Avenue,1983,99,HDB ,,1.325442,103.92621,HDB,,60,0,.3865566,9.627248907862395,BEDOK,EAST REGION,464.78873,Not mentioned,.
2,1,646,,1150000,2 Bed Condo for Sale in Urban Treasures,2023,999,Condo,,1.3296164,103.90578,Condo,,1000,1,.6582219,8.099974568899686,BEDOK,EAST REGION,1780.1858,Not mentioned,.
3,2,979,,465000,HDB Flat for Sale in 626 Bedok Reservoir Road,1981,99,HDB ,,1.3343683,103.91568,HDB,,58,0,.23696686,9.269558961736209,BEDOK,EAST REGION,474.97446,Not mentioned,.
2,2,1066,,1360000,2 Bed Condo for Sale in Waterfront Gold,2014,99,Condo,Ground (15 total),1.3382783,103.92876,Condo,Ground,91,0,.50575346,10.67117620646285,BEDOK,EAST REGION,1275.7974,Not mentioned,.
1,1,463,,710000,1 Bed Condo for Sale in Singa Hills,2018,999,Condo,Low (5 total),1.3301326,103.90829,Condo,Ground,995,1,.53819019,8.343257575615233,BEDOK,EAST REGION,1533.4773,Not mentioned,South
1,1,506,,1030000,1 Bed Condo for Sale in Seaside Residences,2021,99,Apartment,,1.3078185,103.92821,,,98,0,1.7447393,8.962946025609481,BEDOK,EAST REGION,2035.5731,Not mentioned,.
3,2,1323,,650000,HDB Flat for Sale in 99 Bedok North Avenue 4,1978,99,HDB ,,1.3339322,103.93947,HDB,,55,0,.7261014,11.37618202018277,BEDOK,EAST REGION,491.30765,Not mentioned,.
1,1,527,,680000,1 Bed Condo for Sale in Euhabitat,2016,99,Condo,Low (5 total),1.3279701,103.90766,Condo,Ground,93,0,.78631133,8.132042015488762,BEDOK,EAST REGION,1290.3226,Not mentioned,East
2,2,807,,1100000,2 Bed Condo for Sale in Euhabitat,2016,99,Condo,High (5 total),1.3279701,103.90766,Condo,High,93,0,.78631133,8.132042015488762,BEDOK,EAST REGION,1363.0731,Not mentioned,.
3,2,1302,,618888,HDB Flat for Sale in 612 Bedok Reservoir Road,1981,99,HDB 5 Rooms ,High,1.3316587,103.91594,HDB,High,58,0,.36969382,9.09828337925013,BEDOK,EAST REGION,475.3364,City view,.
3,3,1530,,1990000,3 Bed Condo for Sale in Mandarin Gardens,1986,99,Condo,,1.3070607,103.92377,Condo,,63,0,1.921265,8.471270189323421,BEDOK,EAST REGION,1300.6536,Not mentioned,.
3,2,979,,1778100,3 Bed Condo for Sale in Rymden 77,2022,999,Condo,,1.3167778,103.91141,Condo,,999,1,.48917753,7.722775948471527,BEDOK,EAST REGION,1816.2411,Not mentioned,.
2,2,720,,319000,HDB Flat for Sale in 525 Bedok North Street 3,1979,,HDB 3 Rooms ,Mid,1.3346012,103.92944,HDB,Mid,,,.42887968,10.48956054378438,BEDOK,EAST REGION,443.05554,Not mentioned,North East
2,1,635,,330000,HDB Flat for Sale in 502 Bedok North Street 3,1978,99,HDB 3 Rooms ,,1.3312451,103.93124,HDB,,55,0,.5930323,10.44508429547674,BEDOK,EAST REGION,519.68506,Not mentioned,.
2,2,667,,1200000,2 Bed Condo for Sale in Grandeur Park Residences,2020,99,Condo,High (15 total),1.3255713,103.94524,Condo,High,97,0,.15517214,11.48590290587358,BEDOK,EAST REGION,1799.1005,Pool view,.
1,1,474,,768000,1 Bed Condo for Sale in The Cristallo,2015,999,Condo,,1.312663,103.91151,Condo,,992,1,.92728466,7.498904441771382,BEDOK,EAST REGION,1620.2532,Not mentioned,.
2,2,882,,385000,HDB Flat for Sale in 103 Bedok North Avenue 4,1977,99,HDB 2 Rooms ,,1.3334826,103.93755,HDB,,54,0,.56519425,11.16860666757952,BEDOK,EAST REGION,436.50793,Not mentioned,.
