Beds,Bathrooms,LivingArea,PlotArea,AskPrice,Description,BuiltYear,Tenure,Property,FloorLevel,Latitude,Longitude,PropertyType,Floor,LeaseYearsLeft,Freehold,DistanceMRT,DistanceCBD,PlanningArea,Region,PriceSqft,Overlooking,Facing
4,4,1313,,2228817,4 Bed Condo for Sale in M Suites,2024,999,Apartment,,1.323267,103.90958,,,1001,1,.4371562,7.967231599149391,BEDOK,EAST REGION,1697.4996,Not mentioned,.
4,3,1572,,1900000,4 Bed Condo for Sale in Parc Elegance,2013,999,Condo,,1.3178513,103.90891,Condo,,990,1,.56317872,7.555064695544569,BEDOK,EAST REGION,1208.6514,Not mentioned,.
2,2,731,,330000,HDB Flat for Sale in 44 Chai Chee Street,1980,99,HDB 3 Rooms ,High,1.3290143,103.92567,HDB,High,57,0,.68661004,9.791751202383045,BEDOK,EAST REGION,451.4364,Not mentioned,North
3,2,990,,660000,HDB Flat for Sale in 185 Bedok North Road,2005,99,HDB ,,1.3262372,103.94083,HDB,,82,0,.55266964,11.08258318233115,BEDOK,EAST REGION,666.66669,Not mentioned,.
4,4,1292,,2130500,4 Bed Condo for Sale in M Suites,2024,999,Condo,,1.323267,103.90958,Condo,,1001,1,.4371562,7.967231599149391,BEDOK,EAST REGION,1648.9938,Not mentioned,.
3,3,1227,,1720000,3 Bed Condo for Sale in Waterfront Key,2012,99,Condo,,1.337346,103.93113,Condo,,89,0,.2243169,10.81961111965837,BEDOK,EAST REGION,1401.793,Not mentioned,.
2,2,721,,380000,HDB Flat for Sale in 418 Bedok North Avenue 2,1978,99,HDB 3 Rooms ,,1.3285642,103.93004,HDB,,55,0,.47675559,10.1717835253055,BEDOK,EAST REGION,527.04578,Not mentioned,.
2,2,850,,1100000,2 Bed Condo for Sale in Vacanza @ East,2014,999,Condo,Ground (12 total),1.3293428,103.91491,Condo,Ground,991,1,.64776516,8.848032365323926,BEDOK,EAST REGION,1294.1177,Greenery view,North South
2,1,624,,910000,2 Bed Condo for Sale in Urban Vista,2016,99,Condo,,1.3273708,103.94454,Condo,,93,0,.13598244,11.50704453452229,BEDOK,EAST REGION,1458.3334,Not mentioned,.
3,2,1302,,618888,HDB Flat for Sale in 612 Bedok Reservoir Road,1981,99,HDB 3 Rooms ,,1.3316587,103.91594,HDB,,58,0,.36969382,9.09828337925013,BEDOK,EAST REGION,475.3364,Not mentioned,.
2,1,635,,1205110,2 Bed Condo for Sale in Urban Treasures,2023,999,Condo,,1.3296164,103.90578,Condo,,1000,1,.6582219,8.099974568899686,BEDOK,EAST REGION,1897.811,City view,.
3,2,990,,660000,HDB Flat for Sale in 185 Bedok North Road,2005,99,HDB 4 Rooms ,,1.3262372,103.94083,HDB,,82,0,.55266964,11.08258318233115,BEDOK,EAST REGION,666.66669,Not mentioned,.
3,2,1603,,1750000,3 Bed Condo for Sale in Vacanza @ East,2014,999,Condo,High (12 total),1.3293428,103.91491,Condo,High,991,1,.64776516,8.848032365323926,BEDOK,EAST REGION,1091.703,City view,.
3,2,1431,,605000,HDB Flat for Sale in 2 Chai Chee Road,1983,99,HDB 3 Rooms ,,1.32681,103.92278,HDB,,60,0,.79518437,9.388673068044008,BEDOK,EAST REGION,422.78128,Not mentioned,.
3,3,1572,,2200000,3 Bed Condo for Sale in Mandarin Gardens,1986,99,Condo,Low,1.3070607,103.92377,Condo,Ground,63,0,1.921265,8.471270189323421,BEDOK,EAST REGION,1399.4911,Greenery view,South East
4,2,1076,,1700000,4 Bed Condo for Sale in Tedge,2022,999,Condo,Penthouse (5 total),1.318146,103.90885,Condo,Top,999,1,.54905897,7.56853836033548,BEDOK,EAST REGION,1579.9257,Greenery view,.
2,2,731,,1035000,2 Bed Condo for Sale in Tropika East,2016,999,Condo,,1.3289316,103.90703,Condo,,993,1,.70317417,8.150264744649849,BEDOK,EAST REGION,1415.8687,Not mentioned,.
3,2,1431,,620000,HDB Flat for Sale in 63 Chai Chee Road,1984,99,HDB 5 Rooms ,Low,1.3260679,103.92145,HDB,Ground,61,0,.90099722,9.220299610779279,BEDOK,EAST REGION,433.26346,Not mentioned,West
3,2,990,,470000,HDB Flat for Sale in 65 New Upper Changi Road,1978,,HDB 3 Rooms ,,1.3246785,103.93977,HDB,,,,.711941,10.89891384079525,BEDOK,EAST REGION,474.74747,Not mentioned,.
5,2,1550,,710000,HDB Flat for Sale in 640 Bedok Reservoir Road,1993,99,HDB Executive ,Low,1.3321013,103.90495,HDB,Ground,70,0,.56155634,8.225069800670429,BEDOK,EAST REGION,458.06451,Not mentioned,.
3,2,1302,,550000,HDB Flat for Sale in 613 Bedok Reservoir Road,1981,99,HDB 5 Rooms ,,1.3318933,103.91703,HDB,,58,0,.29277545,9.208739842839631,BEDOK,EAST REGION,422.42703,Not mentioned,.
3,2,1000,,485000,HDB Flat for Sale in 712 Bedok Reservoir Road,1981,99,HDB 3 Rooms ,,1.3359073,103.92263,HDB,,58,0,.4242945,9.972465432706482,BEDOK,EAST REGION,485,Not mentioned,.
3,2,979,,1310000,3 Bed Condo for Sale in Urban Vista,2016,99,Condo,High (15 total),1.3273708,103.94454,Condo,High,93,0,.13598244,11.50704453452229,BEDOK,EAST REGION,1338.1001,Pool view,.
3,3,1270,,1850000,3 Bed Condo for Sale in The Trumps,2005,99,Condo,,1.3200262,103.91349,Condo,,82,0,.11657303,8.112732160469392,BEDOK,EAST REGION,1456.6929,Not mentioned,South
3,3,1615,,1883090,3 Bed Condo for Sale in Laguna Park,1978,99,Condo,High (25 total),1.3090633,103.93069,Condo,High,55,0,1.6129721,9.269684987313672,BEDOK,EAST REGION,1166,Sea view,.
3,2,990,,468000,HDB Flat for Sale in 130 Bedok North Street 2,1978,,HDB ,,1.3271616,103.93683,HDB,,,,.85828328,10.74106523107697,BEDOK,EAST REGION,472.72726,Not mentioned,.
3,2,990,,400000,HDB Flat for Sale in 40 Bedok South Road,1978,99,HDB 4 Rooms ,,1.3209863,103.93981,HDB,,55,0,.92986077,10.7214318208373,BEDOK,EAST REGION,404.04041,Not mentioned,.
2,1,614,,838000,2 Bed Condo for Sale in Eco,2017,99,Condo,,1.3236254,103.94521,Condo,,94,0,.36319628,11.389642214341,BEDOK,EAST REGION,1364.8208,Not mentioned,.
2,2,1044,,1380000,2 Bed Condo for Sale in Urban Vista,2016,99,Condo,,1.3273708,103.94454,Condo,,93,0,.13598244,11.50704453452229,BEDOK,EAST REGION,1321.8391,Not mentioned,.
4,2,1324,,600000,HDB Flat for Sale in 613A Bedok Reservoir Road,1998,,HDB 5 Rooms ,Low,1.3325695,103.91775,HDB,Ground,,,.20501979,9.317828313410661,BEDOK,EAST REGION,453.17221,Not mentioned,.
3,3,990,,470000,HDB Flat for Sale in 623 Bedok Reservoir Road,1981,99,HDB 3 Rooms ,,1.3336575,103.9168,HDB,,58,0,.14042215,9.313374027661915,BEDOK,EAST REGION,474.74747,Not mentioned,.
2,2,861,,1180000,2 Bed Condo for Sale in Astoria Park,1998,99,Condo,Low (15 total),1.321383,103.91205,Condo,Ground,75,0,.098464526,8.064939121647544,BEDOK,EAST REGION,1370.4994,Pool view,North West
4,2,1539,,750000,HDB Flat for Sale in 94C Bedok North Avenue 4,1993,,HDB Executive ,,1.3336143,103.94263,HDB,,,,.80242383,11.65768777005415,BEDOK,EAST REGION,487.32944,Not mentioned,.
2,2,581,,938000,2 Bed Condo for Sale in Suites @ Eastcoast,2014,999,Condo,,1.3145049,103.93242,Condo,,991,1,1.066071,9.675377683549709,BEDOK,EAST REGION,1614.4579,Not mentioned,North
1,1,527,,710000,1 Bed Condo for Sale in Archipelago,2016,99,Condo,,1.3382869,103.92022,Condo,,93,0,.42459938,9.935104596753343,BEDOK,EAST REGION,1347.2485,Not mentioned,South
3,2,1302,,1388888,3 Bed Condo for Sale in Eastwood Green,1998,99,Condo,,1.3223593,103.95474,Condo,,75,0,1.1132706,12.30119921147431,BEDOK,EAST REGION,1066.7343,Not mentioned,.
2,2,936,,1150000,2 Bed Condo for Sale in Bayshore Park,1986,99,Condo,,1.3115131,103.93668,Condo,,63,0,1.5741268,9.988951462561699,BEDOK,EAST REGION,1228.6324,Not mentioned,.
2,2,882,,385000,HDB Flat for Sale in 103 Bedok North Avenue 4,1977,99,HDB 3 Rooms ,High,1.3334826,103.93755,HDB,High,54,0,.56519425,11.16860666757952,BEDOK,EAST REGION,436.50793,Not mentioned,.
1,1,646,,1116539,1 Bed Condo for Sale in The Seawind,2015,999,Condo,Low (5 total),1.3110471,103.91449,Condo,Ground,992,1,1.1056356,7.707281043906332,BEDOK,EAST REGION,1728.3885,Not mentioned,.
3,2,904,,450000,HDB Flat for Sale in 147 Bedok Reservoir Road,1987,99,HDB 4 Rooms ,High,1.3348819,103.91178,HDB,High,64,0,.2682935,8.985061293916743,BEDOK,EAST REGION,497.7876,Not mentioned,.
3,2,1022,,1764585,3 Bed Condo for Sale in M Suites,2024,999,Apartment,,1.323267,103.90958,,,1001,1,.4371562,7.967231599149391,BEDOK,EAST REGION,1726.5999,Not mentioned,.
3,2,904,,1600000,3 Bed Condo for Sale in Rymden 77,2022,999,Condo,,1.3167778,103.91141,Condo,,999,1,.48917753,7.722775948471527,BEDOK,EAST REGION,1769.9115,Pool view,South
3,2,990,,470000,HDB Flat for Sale in 421 Bedok North Road,1979,99,HDB ,,1.3282591,103.92897,HDB,,56,0,.4481394,10.05333743520182,BEDOK,EAST REGION,474.74747,Not mentioned,.
3,2,721,,360000,HDB Flat for Sale in 37 Chai Chee Avenue,1983,99,HDB 3 Rooms ,,1.325442,103.92621,HDB,,60,0,.3865566,9.627248907862395,BEDOK,EAST REGION,499.30652,Not mentioned,.
3,2,1280,,710000,HDB Flat for Sale in 20 Bedok South Road,1976,,HDB ,,1.319952,103.93372,HDB,,,,.64631951,10.06123532619186,BEDOK,EAST REGION,554.6875,Not mentioned,.
4,2,1184,,1817000,4 Bed Condo for Sale in Tedge,2022,999,Apartment,,1.318146,103.90885,,,999,1,.54905897,7.56853836033548,BEDOK,EAST REGION,1534.6284,Greenery view,.
2,1,753,,953000,2 Bed Condo for Sale in Mill Creek,2012,999,Condo,,1.3195533,103.90993,Condo,,989,1,.36726186,7.756225265436536,BEDOK,EAST REGION,1265.6042,Not mentioned,.
4,2,1538,,950000,HDB Flat for Sale in 94B Bedok North Avenue 4,1993,,HDB 4 Rooms ,,1.3338767,103.94289,HDB,,,,.81712979,11.69736781810314,BEDOK,EAST REGION,617.6853,Not mentioned,.
2,2,753,,1548000,2 Bed Condo for Sale in Infini at East Coast,2022,999,Condo,,1.3091761,103.91135,Condo,,999,1,1.3109529,7.302475508143883,BEDOK,EAST REGION,2055.7769,Not mentioned,South
4,2,1518,,1098888,HDB Flat for Sale in 94B Bedok North Avenue 4,1993,,HDB Executive ,,1.3338767,103.94289,HDB,,,,.81712979,11.69736781810314,BEDOK,EAST REGION,723.90515,Not mentioned,.
3,2,1281,,668888,HDB Flat for Sale in 414 Bedok North Avenue 2,1978,99,HDB 3 Rooms ,,1.3300434,103.92993,HDB,,55,0,.63923246,10.25013581684223,BEDOK,EAST REGION,522.16083,Not mentioned,.
2,2,721,,350000,HDB Flat for Sale in 135 Bedok North Street 2,1978,,HDB 3 Rooms ,High,1.3287354,103.93651,HDB,High,,,.90705436,10.79685631826228,BEDOK,EAST REGION,485.43689,Not mentioned,North
2,1,495,,770000,2 Bed Condo for Sale in Levenue,2016,999,Condo,,1.3286427,103.91374,Condo,,993,1,.78311247,8.698232627130363,BEDOK,EAST REGION,1555.5555,Not mentioned,.
1,1,549,,730000,1 Bed Condo for Sale in Eco,2017,99,Condo,Low (15 total),1.3236254,103.94521,Condo,Ground,94,0,.36319628,11.389642214341,BEDOK,EAST REGION,1329.6903,Pool view,.
3,2,1140,,1880000,3 Bed Condo for Sale in United Mansions,1968,999,Walk-up,,1.3111167,103.92132,,,945,1,1.4300791,8.394781677295642,BEDOK,EAST REGION,1649.1228,Not mentioned,.
3,3,1528,,1950000,3 Bed Condo for Sale in Mandarin Gardens,1986,99,Condo,,1.3070607,103.92377,Condo,,63,0,1.921265,8.471270189323421,BEDOK,EAST REGION,1276.178,Not mentioned,.
2,2,839,,1085000,2 Bed Condo for Sale in Archipelago,2016,99,Condo,,1.3382869,103.92022,Condo,,93,0,.42459938,9.935104596753343,BEDOK,EAST REGION,1293.2062,Not mentioned,.
2,1,732,,1650086,2 Bed Condo for Sale in Seventy St Patrick&#x27;s,2017,999,Condo,Ground (5 total),1.3077952,103.91536,Condo,Ground,994,1,1.4764386,7.639084154544022,BEDOK,EAST REGION,2254.2158,Pool view,North
3,2,1066,,2057000,3 Bed Condo for Sale in Infini at East Coast,2022,999,Condo,,1.3091761,103.91135,Condo,,999,1,1.3109529,7.302475508143883,BEDOK,EAST REGION,1929.6436,Not mentioned,North
3,2,904,,500000,HDB Flat for Sale in 164 Bedok South Road,1986,99,HDB 4 Rooms ,,1.3201153,103.94657,HDB,,63,0,.75056189,11.36718659869137,BEDOK,EAST REGION,553.09735,Not mentioned,South East
3,2,1001,,638000,HDB Flat for Sale in 807C Chai Chee Road,2016,99,HDB 4 Rooms ,Mid,1.3279979,103.92325,HDB,Mid,93,0,.81098783,9.505997735058939,BEDOK,EAST REGION,637.36261,Not mentioned,.
2,2,731,,370000,HDB Flat for Sale in 550 Bedok North Avenue 1,1980,,HDB ,,1.3326932,103.92662,HDB,,,,.80575031,10.11130848706154,BEDOK,EAST REGION,506.15594,Not mentioned,.
3,2,990,,428000,HDB Flat for Sale in 524 Bedok North Street 3,1979,,HDB 3 Rooms ,,1.3348403,103.93064,HDB,,,,.30016738,10.61352238581487,BEDOK,EAST REGION,432.32324,Not mentioned,.
3,3,1066,,2057000,3 Bed Condo for Sale in Infini at East Coast,2022,999,Condo,Low (5 total),1.3091761,103.91135,Condo,Ground,999,1,1.3109529,7.302475508143883,BEDOK,EAST REGION,1929.6436,City view,North
2,2,936,,1390000,2 Bed Condo for Sale in Flamingo Valley,2014,999,Condo,,1.3179044,103.92258,Condo,,991,1,.96330756,8.857397018725175,BEDOK,EAST REGION,1485.0427,Not mentioned,.
3,2,980,,480000,HDB Flat for Sale in 423 Bedok North Avenue 1,1979,99,HDB 4 Rooms ,,1.3279761,103.92757,HDB,,56,0,.47223482,9.904917826928637,BEDOK,EAST REGION,489.79593,Not mentioned,.
3,3,1378,,2600000,3 Bed Condo for Sale in Eastern Lagoon,1985,999,Condo,,1.3130987,103.93369,Condo,,962,1,1.2631384,9.744973700517777,BEDOK,EAST REGION,1886.7925,Not mentioned,.
2,2,785,,350000,HDB Flat for Sale in 22 Bedok South Avenue 1,1977,,HDB 3 Rooms ,,1.3228317,103.93285,HDB,,,,.38806596,10.12248022351154,BEDOK,EAST REGION,445.85986,Not mentioned,.
3,2,990,,640000,HDB Flat for Sale in 180 Bedok North Road,2006,99,HDB 4 Rooms ,,1.3267134,103.9409,HDB,,83,0,.53883851,11.11402010855724,BEDOK,EAST REGION,646.46466,Greenery view,East
2,2,785,,388000,HDB Flat for Sale in 24 New Upper Changi Road,1978,,HDB 3 Rooms ,,1.323864,103.9334,HDB,,,,.41675404,10.2299323681242,BEDOK,EAST REGION,494.26752,Not mentioned,.
2,2,947,,1200000,2 Bed Condo for Sale in Casa Merah,2009,99,Condo,Low (12 total),1.3291389,103.94558,Condo,Ground,86,0,.23029383,11.70023025624827,BEDOK,EAST REGION,1267.1594,Not mentioned,South
1,1,635,,1088603,1 Bed Condo for Sale in The Seawind,2015,999,Condo,Low (5 total),1.3110471,103.91449,Condo,Ground,992,1,1.1056356,7.707281043906332,BEDOK,EAST REGION,1714.3354,Not mentioned,.
2,1,549,,820000,2 Bed Condo for Sale in Urban Vista,2016,99,Condo,High (15 total),1.3273708,103.94454,Condo,High,93,0,.13598244,11.50704453452229,BEDOK,EAST REGION,1493.6248,Not mentioned,.
3,2,1130,,615000,HDB Flat for Sale in 769 Bedok Reservoir View,2000,99,HDB 4 Rooms ,,1.3357792,103.93791,HDB,,77,0,.49987486,11.34058642170046,BEDOK,EAST REGION,544.2478,Greenery view,South East
3,2,979,,450000,HDB Flat for Sale in 110 Bedok Reservoir Road,1985,99,HDB 4 Rooms ,,1.3301448,103.91032,HDB,,62,0,.54396421,8.512735962074681,BEDOK,EAST REGION,459.65271,Not mentioned,.
3,3,1647,,1950000,3 Bed Condo for Sale in Lagoon View,1977,99,Condo,,1.3097049,103.93321,Condo,,54,0,1.5981405,9.557717273745563,BEDOK,EAST REGION,1183.9708,Not mentioned,South
3,2,990,,530000,HDB Flat for Sale in 404 Bedok North Avenue 3,1980,99,HDB 4 Rooms ,,1.3293749,103.93393,HDB,,57,0,.7370953,10.58687756916392,BEDOK,EAST REGION,535.35352,Not mentioned,.
1,1,517,,888888,1 Bed Condo for Sale in Eastwood Regency,2013,999,Condo,Low (5 total),1.3213239,103.95771,Condo,Ground,990,1,1.4606135,12.56387158560908,BEDOK,EAST REGION,1719.3191,Not mentioned,.
2,2,785,,380000,HDB Flat for Sale in 22 Bedok South Avenue 1,1977,,HDB 2 Rooms ,,1.3228317,103.93285,HDB,,,,.38806596,10.12248022351154,BEDOK,EAST REGION,484.07645,Not mentioned,.
3,2,1302,,598888,HDB Flat for Sale in 605 Bedok Reservoir Road,1982,99,HDB 5 Rooms ,High,1.3302369,103.91351,HDB,High,59,0,.66598433,8.789348366291538,BEDOK,EAST REGION,459.97543,Not mentioned,.
3,2,990,,450000,HDB Flat for Sale in 95 Bedok North Avenue 4,1979,,HDB ,,1.3338701,103.94205,HDB,,,,.85651529,11.61773728998564,BEDOK,EAST REGION,454.54544,Not mentioned,.
4,3,1184,,2060000,4 Bed Condo for Sale in Rymden 77,2022,999,Apartment,,1.3167778,103.91141,,,999,1,.48917753,7.722775948471527,BEDOK,EAST REGION,1739.8649,Not mentioned,.
2,2,1259,,695000,HDB Flat for Sale in 112 Bedok North Road,1978,,HDB 2 Rooms ,,1.3310491,103.93554,HDB,,,,.6502369,10.83649141949554,BEDOK,EAST REGION,552.02539,Not mentioned,.
2,2,721,,1115000,2 Bed Condo for Sale in The Glades,2017,99,Condo,,1.3271283,103.94866,Condo,,94,0,.3206498,11.90394506152143,BEDOK,EAST REGION,1546.4633,Pool view,.
3,3,1894,,2980000,3 Bed Condo for Sale in The Hacienda,1986,999,Condo,,1.31432,103.9269,Condo,,963,1,1.0530941,9.106869957751821,BEDOK,EAST REGION,1573.3896,Not mentioned,.
4,2,1098,,1717000,4 Bed Condo for Sale in Tedge,2022,999,Condo,Penthouse (5 total),1.318146,103.90885,Condo,Top,999,1,.54905897,7.56853836033548,BEDOK,EAST REGION,1563.7523,Greenery view,.
3,2,1226,,749000,HDB Flat for Sale in 20 Bedok South Road,1976,,HDB 3 Rooms ,,1.319952,103.93372,HDB,,,,.64631951,10.06123532619186,BEDOK,EAST REGION,610.92987,Not mentioned,.
2,1,635,,330000,HDB Flat for Sale in 76 Bedok North Road,1978,,HDB ,,1.3282967,103.94207,HDB,,,,.42903349,11.31215038799336,BEDOK,EAST REGION,519.68506,Not mentioned,.
3,2,1000,,485000,HDB Flat for Sale in 704 Bedok Reservoir Road,1981,99,HDB 4 Rooms ,High,1.3363549,103.9202,HDB,High,58,0,.24935311,9.795171186478425,BEDOK,EAST REGION,485,Greenery view,South East
2,2,752,,1408000,2 Bed Condo for Sale in Infini at East Coast,2022,999,Condo,,1.3091761,103.91135,Condo,,999,1,1.3109529,7.302475508143883,BEDOK,EAST REGION,1872.3405,Not mentioned,.
2,2,947,,1348000,2 Bed Condo for Sale in Eco,2017,99,Condo,,1.3236254,103.94521,Condo,,94,0,.36319628,11.389642214341,BEDOK,EAST REGION,1423.4425,Pool view,.
3,2,1432,,800000,HDB Flat for Sale in 14 Bedok South Avenue 2,1995,,HDB 3 Rooms ,,1.3213612,103.93619,HDB,,,,.79317135,10.37695795336658,BEDOK,EAST REGION,558.65924,Not mentioned,.
2,2,689,,388000,HDB Flat for Sale in 168 Bedok South Avenue 3,1986,99,HDB ,,1.3200356,103.94457,HDB,,63,0,.76650202,11.15969477932362,BEDOK,EAST REGION,563.13495,Not mentioned,.
1,2,614,,1040000,1 Bed Condo for Sale in 77 @ East Coast,2022,999,Apartment,Low (4 total),1.3133402,103.92738,,Ground,999,1,1.1480297,9.110990869035044,BEDOK,EAST REGION,1693.811,City view,South East
2,2,635,,350000,HDB Flat for Sale in 76 Bedok North Road,1978,,HDB ,,1.3282967,103.94207,HDB,,,,.42903349,11.31215038799336,BEDOK,EAST REGION,551.18109,Not mentioned,.
4,2,1130,,1840000,4 Bed Condo for Sale in Grandeur Park Residences,2020,99,Condo,,1.3255713,103.94524,Condo,,97,0,.15517214,11.48590290587358,BEDOK,EAST REGION,1628.3186,Pool view,.
3,2,1120,,468000,HDB Flat for Sale in 59 Chai Chee Road,1984,99,HDB 4 Rooms ,,1.3248892,103.92025,HDB,,61,0,.91614681,9.036953671949743,BEDOK,EAST REGION,417.85715,Not mentioned,.
4,2,1184,,1817000,4 Bed Condo for Sale in Tedge,2022,999,Condo,Low (5 total),1.318146,103.90885,Condo,Ground,999,1,.54905897,7.56853836033548,BEDOK,EAST REGION,1534.6284,City view,South
3,2,979,,450000,HDB Flat for Sale in 119 Bedok Reservoir Road,1985,99,HDB 4 Rooms ,,1.3310697,103.90946,HDB,,62,0,.42736888,8.509728802973926,BEDOK,EAST REGION,459.65271,Not mentioned,.
3,2,1270,,650000,HDB Flat for Sale in 61 New Upper Changi Road,1977,,HDB ,,1.3227547,103.94077,HDB,,,,.71970534,10.90269709288457,BEDOK,EAST REGION,511.81104,Not mentioned,.
3,2,883,,1676980,3 Bed Condo for Sale in Urban Treasures,2023,999,Condo,,1.3296164,103.90578,Condo,,1000,1,.6582219,8.099974568899686,BEDOK,EAST REGION,1899.1846,Not mentioned,.
3,2,1323,,560000,HDB Flat for Sale in 101 Bedok Reservoir Road,1985,99,HDB 5 Rooms ,,1.3284491,103.90993,HDB,,62,0,.72104204,8.358031869894196,BEDOK,EAST REGION,423.28043,Greenery view,.
2,2,915,,1300888,2 Bed Condo for Sale in Bliss Residences,2008,999,Apartment,,1.3201288,103.91212,,,985,1,.12641878,7.992973531763733,BEDOK,EAST REGION,1421.7355,Not mentioned,.
4,3,1571,,908080,HDB Flat for Sale in 104 Lengkong Tiga,1989,,HDB ,,1.325635,103.90981,HDB,,,,.60329193,8.149046654466932,BEDOK,EAST REGION,578.02673,Not mentioned,.
3,3,850,,1170000,3 Bed Condo for Sale in The Lenox,2012,999,Apartment,,1.3185312,103.9113,,,989,1,.32143536,7.818281053698758,BEDOK,EAST REGION,1376.4706,Not mentioned,.
2,1,624,,1020000,2 Bed Condo for Sale in The Glades,2017,99,Condo,,1.3271283,103.94866,Condo,,94,0,.3206498,11.90394506152143,BEDOK,EAST REGION,1634.6154,Not mentioned,South East
2,2,731,,388000,HDB Flat for Sale in 704 Bedok Reservoir Road,1981,99,HDB ,,1.3363549,103.9202,HDB,,58,0,.24935311,9.795171186478425,BEDOK,EAST REGION,530.77972,Not mentioned,.
0,3,1572,,1880000,Studio Condo for Sale in Mandarin Gardens,1986,99,Apartment,,1.3070607,103.92377,,,63,0,1.921265,8.471270189323421,BEDOK,EAST REGION,1195.9287,Not mentioned,.
3,2,1237,,650000,HDB Flat for Sale in 31 Bedok South Avenue 2,1978,,HDB 5 Rooms ,,1.3230147,103.93816,HDB,,,,.94947761,10.65559764074838,BEDOK,EAST REGION,525.46484,Not mentioned,.
3,2,1323,,560000,HDB Flat for Sale in 101 Bedok Reservoir Road,1985,99,HDB 5 Rooms ,Low,1.3284491,103.90993,HDB,Ground,62,0,.72104204,8.358031869894196,BEDOK,EAST REGION,423.28043,Greenery view,.
1,1,425,,730000,1 Bed Condo for Sale in Kembangan Suites,2011,999,Condo,,1.3201525,103.91273,Condo,,988,1,.088536315,8.049959240195397,BEDOK,EAST REGION,1717.6471,Not mentioned,.
3,3,1066,,2057000,3 Bed Condo for Sale in Infini at East Coast,2022,999,Condo,Mid (5 total),1.3091761,103.91135,Condo,Mid,999,1,1.3109529,7.302475508143883,BEDOK,EAST REGION,1929.6436,City view,South
3,2,979,,480000,HDB Flat for Sale in 80 Bedok North Road,1978,,HDB 3 Rooms ,,1.3284813,103.94061,HDB,,,,.59015143,11.17984273007223,BEDOK,EAST REGION,490.29623,Not mentioned,.
3,2,979,,488000,HDB Flat for Sale in 119 Bedok Reservoir Road,1985,99,HDB ,,1.3310697,103.90946,HDB,,62,0,.42736888,8.509728802973926,BEDOK,EAST REGION,498.46783,Not mentioned,.
3,2,1044,,1580000,3 Bed Condo for Sale in Eco,2017,99,Condo,,1.3236254,103.94521,Condo,,94,0,.36319628,11.389642214341,BEDOK,EAST REGION,1513.4099,Not mentioned,.
2,2,915,,1300000,2 Bed Condo for Sale in Bliss Residences,2008,999,Apartment,Low (6 total),1.3201288,103.91212,,Ground,985,1,.12641878,7.992973531763733,BEDOK,EAST REGION,1420.765,Not mentioned,.
4,2,1109,,1793449,4 Bed Condo for Sale in Tedge,2022,999,Condo,Top (5 total),1.318146,103.90885,Condo,Top,999,1,.54905897,7.56853836033548,BEDOK,EAST REGION,1617.1768,Not mentioned,.
2,1,452,,685000,2 Bed Condo for Sale in Qube Suites,2017,999,Condo,Low (5 total),1.3298721,103.90813,Condo,Ground,994,1,.56984437,8.310702619609051,BEDOK,EAST REGION,1515.4867,City view,North South
3,2,980,,480000,HDB Flat for Sale in 80 Bedok North Road,1978,,HDB 4 Rooms ,High,1.3284813,103.94061,HDB,High,,,.59015143,11.17984273007223,BEDOK,EAST REGION,489.79593,Greenery view,.
3,2,990,,399000,HDB Flat for Sale in 547 Bedok North Street 3,1980,99,HDB 3 Rooms ,,1.3303311,103.92543,HDB,,57,0,.819929,9.852416768688748,BEDOK,EAST REGION,403.0303,Not mentioned,.
2,2,721,,380000,HDB Flat for Sale in 418 Bedok North Avenue 2,1978,99,HDB 2 Rooms ,,1.3285642,103.93004,HDB,,55,0,.47675559,10.1717835253055,BEDOK,EAST REGION,527.04578,Not mentioned,.
2,1,635,,340000,HDB Flat for Sale in 501 Bedok North Street 3,1978,99,HDB ,,1.3316407,103.93117,HDB,,55,0,.55443954,10.46206822846459,BEDOK,EAST REGION,535.43304,Not mentioned,.
3,2,979,,499000,HDB Flat for Sale in 80 Bedok North Road,1978,,HDB ,,1.3284813,103.94061,HDB,,,,.59015143,11.17984273007223,BEDOK,EAST REGION,509.70377,Not mentioned,.
2,2,883,,370000,HDB Flat for Sale in 102 Bedok North Avenue 4,1977,99,HDB 2 Rooms ,,1.3339065,103.93746,HDB,,54,0,.53051281,11.1858939824363,BEDOK,EAST REGION,419.02606,Not mentioned,.
4,4,1948,,2867700,4 Bed Condo for Sale in Rymden 77,2022,999,Condo,,1.3167778,103.91141,Condo,,999,1,.48917753,7.722775948471527,BEDOK,EAST REGION,1472.1252,Not mentioned,.
2,2,1066,,1290000,2 Bed Condo for Sale in Waterfront Isle,2015,99,Condo,,1.338733,103.92772,Condo,,92,0,.63243639,10.61022939075378,BEDOK,EAST REGION,1210.1313,Not mentioned,.
1,1,506,,912000,1 Bed Condo for Sale in 77 @ East Coast,2022,999,Condo,,1.3133402,103.92738,Condo,,999,1,1.1480297,9.110990869035044,BEDOK,EAST REGION,1802.3716,Not mentioned,South East
3,3,1163,,1160000,3 Bed Condo for Sale in Tanamera Crest,2005,99,Condo,,1.3325301,103.9422,Condo,,82,0,.72080487,11.5555444265125,BEDOK,EAST REGION,997.42047,Not mentioned,.
2,2,969,,1100000,2 Bed Condo for Sale in The Bayshore,1996,99,Condo,,1.3126283,103.93906,Condo,,73,0,1.6364779,10.28041276466949,BEDOK,EAST REGION,1135.1909,Not mentioned,.
